time,AUV5_Tau_u,AUV5_Tau_v,AUV5_Tau_w,AUV5_Tau_q,AUV5_Tau_r,AUV6_Tau_u,AUV6_Tau_v,AUV6_Tau_w,AUV6_Tau_q,AUV6_Tau_r,AUV7_Tau_u,AUV7_Tau_v,AUV7_Tau_w,AUV7_Tau_q,AUV7_Tau_r,AUV8_Tau_u,AUV8_Tau_v,AUV8_Tau_w,AUV8_Tau_q,AUV8_Tau_r,AUV9_Tau_u,AUV9_Tau_v,AUV9_Tau_w,AUV9_Tau_q,AUV9_Tau_r
297.8,-16.25365504,-60.83694098,-92.89801911,-30.07680678,6.494563365,16.12000317,57.41994154,-118.7287966,-30.04860066,6.242069431,-16.54419379,-59.05196917,-92.67796723,-30.07823493,6.247119018,23.72111615,-38.3854845,-124.8061655,-29.91430608,6.472636398,43.57058469,-37.96853147,-32.23889918,-29.58040688,6.223593643
297.9,-18.94426736,-62.30906505,-88.84784951,-30.21579303,6.62323777,13.35361515,56.06879394,-114.5707627,-30.21921373,6.609706501,-19.20323282,-60.50760054,-88.65389788,-30.21788284,6.375504823,25.38586683,-37.70429161,-120.0834102,-29.49659557,6.336463781,43.35919312,-35.94068375,-30.45001716,-29.12389304,6.335326615
298,-19.11411869,-62.26701891,-85.1761332,-30.33740948,6.701854073,13.10432423,56.22601503,-110.7897693,-30.36421899,6.682577682,-19.35020056,-60.45383057,-84.99746126,-30.33947909,6.453762725,26.15556547,-34.68236869,-121.1403778,-29.00396096,6.406807037,43.55302531,-35.22906035,-30.59294335,-28.3510056,6.405050885
298.1,-18.90490127,-61.59668133,-85.4136972,-29.58327042,6.722143117,12.38331522,56.51620443,-110.2536237,-29.62127525,6.702782731,-19.12456912,-59.77521871,-85.24218756,-29.58438813,6.473668892,27.34708997,-33.39834833,-122.1037084,-28.43487842,6.435064816,44.24379012,-33.98828949,-33.89010102,-28.07284679,6.681881912
298.2,-18.70083845,-59.10549603,-88.3693852,-28.74598235,6.693509399,12.86542236,59.11225702,-111.3812883,-28.78316276,6.677972557,-18.68192599,-59.09670488,-88.38058844,-28.74584685,6.444723075,27.42926736,-33.14629352,-122.9116018,-27.27359666,6.672607277,44.82817946,-33.26631427,-37.03931747,-27.76135483,6.670053989
298.3,-18.41495084,-62.058135,-91.29431122,-27.5760272,6.635970734,13.92804612,56.77151388,-114.9176538,-27.6031292,6.625385522,-18.62272641,-60.23290401,-91.12146291,-27.57521686,6.387025244,27.85993584,-34.08736338,-125.9416146,-27.18581297,6.63093375,45.38221728,-34.17954227,-39.48503196,-26.90149171,6.627305091
298.4,-17.56677165,-61.59705904,-93.96757848,-27.46715939,6.571089098,14.70502561,57.34120915,-117.544921,-27.47995984,6.564522336,-17.77804193,-59.77393215,-93.79026694,-27.46622858,6.322155939,28.7120233,-33.56132676,-128.6246231,-27.11699187,6.578509596,46.63044473,-35.42297187,-41.53074874,-27.15813545,6.574835764
298.5,-16.8831277,-60.76328589,-95.54409474,-27.36391288,6.51377405,15.82152633,58.74991546,-121.5134711,-27.36331611,6.50967605,-17.10256209,-58.94301412,-95.36147468,-27.36305111,6.264985283,28.05989194,-33.14040247,-131.2164828,-27.61490904,6.532084398,46.49041694,-34.95479136,-41.54897913,-27.73247429,6.529115518
298.6,-16.47536982,-59.93837921,-95.99105066,-26.74795314,6.472584637,16.16566234,59.63157717,-121.9277365,-26.73808571,6.469734799,-16.70560635,-58.12229026,-95.80323783,-26.74741534,6.224023597,27.26507051,-32.57883616,-132.769383,-27.88709123,6.500589526,46.16493649,-34.35821916,-40.69501787,-28.33953947,6.498353507
298.7,-16.35556754,-59.3484424,-95.5103848,-27.53969457,6.452286904,15.87537181,60.26817785,-123.1504905,-27.52776047,6.45006748,-16.59528702,-57.53635479,-95.31943749,-27.53987522,6.203974705,26.84546402,-32.03574339,-131.853322,-28.21705068,6.486617581,45.4438382,-33.79814848,-41.1412588,-28.68516007,6.484820709
298.8,-16.66049161,-60.1496238,-96.32171445,-27.58712093,6.454097257,15.87325955,59.51745981,-122.1526766,-27.5791922,6.452298395,-16.90625702,-58.34041803,-96.12996884,-27.58826815,6.205984052,26.68108624,-32.69879672,-130.7070457,-28.31555639,6.489105361,44.42169321,-34.96105421,-39.20610144,-29.01903821,6.487564375
298.9,-16.72440659,-61.21655948,-95.20714309,-28.23237907,6.475161403,14.90455916,58.00761193,-120.2779565,-28.23069428,6.473752994,-16.972633,-59.40917704,-95.01604407,-28.23387896,6.227141675,25.8216442,-34.01500101,-128.8800792,-28.69098852,6.50475177,45.21120165,-35.28422357,-38.84604211,-29.59733306,6.503426925
299,-16.10897959,-60.9674142,-94.77516997,-28.63352016,6.506905784,15.45785498,58.3258993,-119.7458281,-28.63700512,6.505898963,-16.35671489,-59.16054866,-94.58527046,-28.63423937,6.258860588,26.68650552,-33.44639894,-128.5555589,-29.31540229,6.526281706,45.14512621,-35.23508283,-38.13271883,-29.59580011,6.525140754
299.1,-17.23586563,-61.34499426,-93.28407618,-29.29288804,6.538170435,14.2641248,58.0303349,-118.1496097,-29.29954023,6.537460729,-17.48105814,-59.53761316,-93.09540188,-29.0221046,6.290004751,25.90973667,-33.48202851,-127.2517682,-29.36454419,6.544760795,44.63124718,-35.29297912,-35.4011911,-29.55750343,6.543802003
299.2,-17.44405367,-61.02558661,-92.87326235,-29.37514369,6.560637665,13.98204971,58.43816221,-117.6330239,-29.38310385,6.560016958,-17.68601052,-59.21777507,-92.68539838,-29.37392261,6.312291376,26.04765662,-32.83689606,-127.0328569,-29.37235672,6.554186145,44.67535612,-34.67871476,-35.46710122,-29.48963912,6.553544666
299.3,-17.53770975,-60.64704999,-92.87010913,-29.41312806,6.571359092,14.16910824,58.91466102,-115.7804138,-29.41950024,6.57051048,-17.77693585,-58.84020969,-92.68243645,-29.41132262,6.322839419,26.20957711,-32.19159599,-127.1989274,-29.33797363,6.553903669,44.76922826,-34.05493244,-35.85993158,-28.58876321,6.553657035
299.4,-17.33715795,-61.76014304,-93.35385372,-29.40434361,6.572747836,14.30556204,57.9052576,-116.1757666,-29.40675588,6.571268595,-17.57489543,-59.95433216,-93.16580423,-29.40213973,6.324109688,-7.213058793,-53.54044489,-101.2787721,-29.53789934,6.54813266,-12.48266633,-55.41147329,-128.6291551,-28.22591765,6.548132183
299.5,-17.16365075,-62.19773655,-93.91540761,-29.3531596,6.569053563,14.41851778,57.56968346,-116.6668689,-29.35003108,6.566658592,-17.4014092,-60.39230807,-93.72656603,-29.35073904,6.320351161,-14.25064435,-58.35649596,-96.2008779,-30.00199829,6.540811891,-15.61925282,-59.69506451,-109.0694153,-30.33183695,6.54033718
299.6,-0.217820713,-61.38873205,-14.9776594,-29.81786257,6.561768657,30.61689508,58.47861874,-41.17995643,-29.80923414,6.558387345,57.41206152,-26.17614623,-60.11437831,-29.81560861,6.313044073,-0.99437881,-61.54327058,-16.43658748,-30.76390379,6.535548145,-17.21311426,-61.55834505,-97.30160377,-30.61538906,6.533854595
299.7,49.72135595,-30.86236427,-47.50397986,-50.81144303,6.551617135,-6.343295162,35.36998289,-1.589583436,-50.52909756,6.547405807,49.94820381,-30.94621282,-45.65888921,-50.8090579,6.551608908,-1.206226382,-62.0081591,-7.703923077,-50.73372296,6.532440705,-17.98842274,-62.00643965,-91.47571102,-50.66649221,6.529432093
299.8,46.04043395,-32.8737813,-39.4531749,-48.36930267,6.536222059,-9.751355818,31.43260156,6.39741129,-48.09233067,6.531997554,47.17955561,-32.39829415,-38.32544582,-48.36652804,6.535727166,-0.420064878,-61.64813607,-0.99484834,-46.99344858,6.274432344,-17.8277321,-61.62731213,-87.6917364,-46.45420155,6.270856451
299.9,45.22296776,-33.10032356,-35.07796303,-44.34673708,6.520616494,-11.63060155,32.36235931,11.89507817,-44.35376582,6.516679863,44.70213157,-33.64973874,-32.64068209,-44.07357361,6.519852122,-0.1435698,-61.38611273,2.778044056,-42.73640197,6.264097863,-17.21366037,-60.80044943,-86.69140807,-42.51623432,6.261103297
300,44.33788266,-35.55989152,-31.0619954,-42.02808868,6.510115285,-12.00343961,30.30933441,13.75501591,-42.04803857,6.506081558,43.98079629,-35.55909954,-32.80650237,-42.0261672,6.509165482,1.377304673,-62.30325799,3.105804744,-40.7094888,6.259563482,-16.90284219,-62.1860242,-87.02625709,-40.51430612,6.256488911
300.1,43.34131842,-36.08412278,-32.55445251,-40.40413356,6.25423904,-12.99942316,29.65314313,12.46998981,-40.4307145,6.250502988,43.35322824,-36.06503752,-32.56239617,-40.40388036,6.501570071,1.769850632,-62.29486166,2.714626316,-39.63521055,6.256545703,-17.05798271,-62.12948955,-89.70920324,-39.44260028,6.252525054
300.2,43.19638766,-35.62911699,-33.33099315,-39.63900373,6.250757605,-13.16274844,29.9577207,11.82202426,-39.66597288,6.248158213,43.21544359,-35.59989954,-33.34258539,-39.64062946,6.498720541,2.324583094,-61.25362864,-0.556149961,-39.4099486,6.253878812,-16.52869815,-61.06782842,-92.84539928,-39.4743979,6.251285309
300.3,44.68492832,-33.64551546,-37.27885567,-39.62906691,6.249400609,-12.19817019,31.24372547,10.34258471,-39.65243762,6.247993972,44.70444498,-33.6147221,-37.28883654,-39.63282761,6.249894232,3.376952975,-59.62923691,-4.147843584,-39.66142805,6.257701553,-16.22513835,-59.99670308,-95.16579868,-39.70236102,6.257110926
300.4,44.57190961,-32.67539763,-39.21592366,-40.02053961,6.25411113,-11.52091212,32.57527343,7.687898698,-40.04084259,6.254495113,44.58817541,-32.64925669,-39.22218843,-40.02647633,6.255019815,2.436626082,-59.29437261,-5.514444592,-40.31479327,6.268080094,-16.14965704,-59.19016412,-96.37074652,-40.60445071,6.268657802
300.5,45.06825219,-30.33610975,-40.65297858,-40.99957113,6.265627152,-11.19637761,32.94107049,4.197793578,-41.01939657,6.267156813,45.33182001,-32.12170933,-40.8564545,-41.00636941,6.266616524,2.264529229,-59.48336665,-6.56355825,-41.56970316,6.531200695,-16.15112892,-59.48024146,-96.54391724,-41.84291822,6.283280574
300.6,45.9486848,-32.59112518,-41.40220955,-42.74829354,6.281881905,-10.64606959,32.33336119,3.514743899,-42.76563377,6.283414756,45.95373107,-32.58794496,-41.40041173,-42.75493283,6.282807344,2.117157432,-60.58531149,-6.643828589,-43.32464157,6.542338766,-16.53049733,-60.66383752,-97.67432754,-43.58556276,6.291422791
300.7,45.82893581,-32.36782268,-42.60791307,-43.56752171,6.300522083,-9.997610009,32.95455384,1.513171351,-43.57860486,6.300956312,46.67438931,-31.83593754,-43.27127848,-43.57349868,6.301459621,1.826465709,-60.85269897,-5.823597113,-44.14301,6.542509155,-16.72123249,-60.97926135,-96.4751683,-44.39668037,6.290047055
300.8,45.75708479,-31.9647969,-41.39095038,-44.23744341,6.317988904,-10.13793823,33.20824639,2.630514731,-44.24101958,6.31683841,46.60015827,-31.43933963,-42.05072176,-44.24300053,6.319029742,1.180566279,-60.75704247,-6.286751762,-44.53518816,6.534200197,-16.9182308,-60.89252875,-95.16302705,-44.51660557,6.282499179
300.9,45.48632199,-31.5971483,-39.92346874,-44.50071757,-11.11774005,-10.46467771,33.41911065,4.035918945,-44.49703703,-11.11839554,46.32837714,-31.07109703,-40.58116838,-44.77564142,-11.11743927,0.986251563,-60.50679453,-4.952755579,-44.78803089,-11.17374311,-17.03821624,-60.6178058,-94.11379919,-44.77082084,-11.17109043
301,46.00633708,-30.67015703,-39.28431005,-44.66455388,-8.9914879,-10.87062835,33.49059492,5.341149095,-44.65662134,-8.990949836,46.00269805,-30.68918923,-39.27836905,-44.66623951,-8.992169951,1.803180449,-59.66584359,-4.601007603,-44.66494677,-9.304304852,-16.44029757,-57.93486262,-93.99104337,-44.64719451,-9.30029583
301.1,45.63522903,-29.85297753,-38.34658928,-44.50062768,-6.521347668,-11.08351067,32.07516618,6.133054512,-44.49075751,-6.520293711,45.63141542,-29.86590424,-38.3411456,-44.49925458,-6.522606739,2.096181524,-60.75810586,-4.202550161,-43.93664268,-6.825930008,-15.87729382,-60.7802648,-94.21074213,-43.91457332,-6.822126687
301.2,45.78899026,-32.20916625,-38.2529634,-44.04329451,-5.657970078,-11.28643532,31.09735758,6.520327015,-44.02682836,-5.655700521,45.78601499,-32.21474991,-38.24915936,-44.03924389,-5.658917762,2.376128745,-61.41118017,-4.180287009,-43.71949584,-5.691685509,-15.61553078,-61.39840741,-94.47757796,-43.41970555,-5.689352008
301.3,45.65342493,-31.93021578,-38.27470834,-43.57767586,-4.941366638,-11.4932812,31.03320261,6.599646025,-43.2850135,-4.938327439,45.65218289,-31.92913608,-38.27278343,-43.57240957,-4.941815019,2.537483218,-61.20885697,-4.368054766,-42.9666736,-4.950577518,-15.14690126,-61.17565761,-93.07943232,-42.93334297,-4.950238191
301.4,45.07743181,-31.86978484,-36.11178228,-42.32637764,-5.004756514,-11.35754613,29.62468735,6.235449076,-42.30516962,-5.001648582,45.91948256,-31.29008445,-36.77252351,-42.32246918,-5.004830311,54.97496362,-26.94557556,-45.87903064,-42.5306823,-4.993932723,36.59753785,-25.11333084,-136.2950896,-42.22965235,-4.995131327
301.5,22.36956528,-32.3510659,-156.0507306,-41.9442518,-5.246728207,-34.8681065,30.188765,-110.9823493,-42.19941591,-5.244526267,21.18067232,-32.9187648,-157.1413597,-41.94304786,-5.246604347,23.89330845,-29.13307358,-159.1997269,-43.81461308,-4.978160947,46.35637447,-30.31620044,-54.06998488,-44.87090317,-4.980292928
301.6,25.45657386,-31.64458907,-141.3942417,-42.72073521,-5.568643176,-31.45486921,30.78510438,-94.52239881,-42.16762741,-5.567993621,25.46057367,-31.63611144,-141.3987081,-42.72203587,-5.568460953,24.67838644,-30.24258735,-140.645375,-44.6766257,-5.305934802,44.46177604,-32.04519888,-43.83516558,-44.92622558,-5.30823969
301.7,-11.80303594,-59.67439469,-103.5728957,-44.40913613,-5.644696985,18.2533569,62.82352874,-127.2104221,-44.39018705,-5.645921847,-11.08576901,-59.17767512,-104.1387662,-44.41142053,-5.644424471,25.45769186,-34.30634145,-130.6937374,-44.81072162,-5.896087471,44.03128673,-34.35133123,-38.07466099,-44.78321414,-5.897652931
301.8,-15.22783754,-63.06117685,-95.67794087,-45.09670773,-6.161437372,14.8375886,59.47673661,-119.2902204,-44.80348683,-5.916327048,-15.2914096,-63.10466951,-95.62907289,-45.09780615,-6.1609114,25.30676473,-35.40585056,-125.3302014,-44.95971261,-6.184317619,43.70605371,-33.67327272,-31.70623009,-44.91378808,-6.18476373
301.9,-16.66084039,-62.52044064,-88.64439866,-45.26621631,-6.333602525,13.66942194,58.26219959,-112.4247329,-44.98208931,-6.341241627,-16.69604822,-62.54629554,-88.6181882,-45.26477889,-6.332817863,26.63049036,-32.92019559,-120.4254853,-44.52369341,-6.619692076,43.67154438,-33.5776479,-30.06716078,-44.18966933,-6.618714542
302,-17.58687646,-62.58510168,-88.47451302,-45.12632118,-6.649459608,12.23476742,57.66517991,-109.7899055,-45.13511737,-6.65851099,-17.60121798,-62.597747,-88.46435322,-45.12260444,-6.648610483,26.72897041,-32.20244849,-121.0545743,-43.74189216,-6.938133146,44.67660319,-32.28573325,-30.87872362,-43.40470113,-6.935896105
302.1,-17.92485019,-62.50920859,-86.27579971,-44.36238141,-6.873965967,11.16849399,57.8133173,-111.0368292,-44.67019803,-6.882595418,-18.27135914,-62.51087714,-88.0291851,-44.35773929,-6.873244621,27.86343945,-30.72757383,-122.0530482,-43.42879642,-6.905832384,45.34080786,-30.78227423,-34.1918755,-43.10557081,-6.902788708
302.2,-17.15733645,-61.91406793,-87.63613052,-43.77621737,-6.782800864,12.23136241,58.50332645,-110.5916599,-43.83060077,-6.789692752,-17.4935989,-61.90775298,-89.40108484,-43.77153755,-6.78231297,28.79233005,-29.83001577,-123.5795551,-42.2603046,-7.058174008,45.94146388,-29.84484355,-37.4040048,-41.96128466,-7.054308362
302.3,-16.5934859,-62.28074275,-92.78076333,-42.58575098,-6.661584696,12.44411523,60.04445258,-115.4661858,-42.63886543,-6.66573434,-16.2290688,-62.26991981,-91.05092612,-42.58154359,-6.661805931,29.22501036,-30.32917747,-126.6408962,-42.16954836,-6.676471401,46.49283417,-30.32618499,-39.9295017,-41.90261375,-6.671767347
302.4,-15.76705677,-61.55038908,-95.44897559,-42.18799476,-6.543160513,13.45694142,59.11167891,-118.2903798,-42.22545332,-6.543729003,-15.40406034,-61.53883172,-93.72028093,-42.18449499,-6.544297026,29.47115957,-31.80937496,-128.8854293,-42.09722622,-6.541450686,46.63076213,-30.01321228,-41.18936583,-42.14994995,-6.537164553
302.5,-15.12515388,-60.51186945,-97.04425468,-41.53858066,-6.452250866,14.00619628,60.25246755,-119.8240026,-42.09431673,-6.45058649,-15.11554319,-60.50272264,-97.06201172,-41.53571547,-6.453876906,28.81444957,-31.30226187,-131.5041045,-42.32326071,-6.436533055,46.98468156,-28.91127575,-43.66816296,-42.44756042,-6.434008877
302.6,-13.89453711,-58.94712146,-98.16605654,-41.47311874,-6.402900323,15.14781305,61.89692721,-120.8830588,-41.46714816,-6.400790747,-14.23993253,-58.94251382,-99.92593382,-41.47136349,-6.404448188,28.02374961,-30.82331357,-133.0460247,-42.60081658,-6.376565183,46.67246586,-28.43046609,-42.81498293,-43.05515087,-6.376176342
302.7,-13.76799405,-58.29025697,-97.68241757,-42.28655414,-6.144976581,14.84058391,62.6158887,-122.0786476,-42.26537527,-6.142872417,-14.12007109,-58.29151178,-99.43163586,-42.28623916,-6.395065284,27.59480411,-30.49866093,-132.0708359,-42.94251307,-6.116424747,46.30608261,-28.10668443,-41.4506294,-43.40697147,-6.117697997
302.8,-14.05678102,-59.03940848,-98.46440776,-42.62960627,-6.16940969,14.82833774,61.92014313,-121.0290278,-42.60243391,-6.167788293,-14.06457927,-59.04552775,-98.45410242,-42.63070231,-6.419133484,27.45039139,-31.35269882,-130.8565263,-43.32441405,-6.145071428,46.15570925,-28.96354509,-40.13531227,-43.74955447,-6.14724717
302.9,-14.11512923,-60.2046723,-97.29255171,-43.29119625,-6.21316125,14.70983716,60.8084245,-119.7710913,-42.99557096,-6.213002423,-14.1244921,-60.21319178,-97.27812185,-43.29409344,-6.213278416,27.48797191,-32.38931084,-129.6837345,-43.43976138,-6.198996414,46.13017573,-30.00369839,-39.11732373,-44.33981177,-6.20128522
303,-14.36779844,-60.61207058,-96.16667676,-43.69231171,-6.266875174,14.40575943,60.45853532,-118.5602965,-43.40407725,-6.268068788,-14.3763573,-60.62030679,-96.15304023,-43.69697787,-6.266315519,27.52724056,-32.4952217,-128.7223089,-44.34259965,-6.263667011,46.07615005,-30.11255129,-38.44594123,-44.35827511,-6.265385367
303.1,-14.37504212,-62.40933037,-95.60339435,-44.33985474,-6.317355042,14.06459013,60.50469547,-117.6926353,-44.33195683,-6.319238646,-14.38117559,-62.41614169,-95.59363594,-44.34594387,-6.316445812,27.60106925,-32.12589316,-128.1557004,-44.39091713,-6.3234308,46.34169743,-31.52416357,-38.40091598,-44.34507682,-6.324236356
303.2,-14.6166967,-62.17482128,-95.23806061,-44.40299193,-6.354807926,13.77715876,60.77306663,-117.2506121,-44.40546111,-6.356505203,-14.61903649,-62.18525127,-95.23350803,-44.4091736,-6.353830318,27.40852645,-29.72164832,-127.7540828,-44.39033722,-6.368927088,46.07582461,-29.1152443,-38.22907512,-44.3035492,-6.36881963
303.3,-15.04801448,-60.00964316,-95.00311932,-44.41776737,-6.376602571,13.59243474,61.13798774,-117.1716162,-44.42841809,-6.376433492,-14.70083018,-60.02359098,-93.24948739,-44.42289097,-6.375684137,28.13172589,-30.79651766,-126.3316423,-44.34737417,-6.645041243,46.40406666,-30.1847184,-38.70982744,-44.23980217,-6.394628387
303.4,-14.2096465,-62.86326392,-93.8968065,-44.38863737,-6.384494773,13.75594093,60.01076646,-117.5455555,-44.40375498,-6.380359839,-14.5517416,-62.8773747,-95.65390393,-44.39206632,-6.383716163,-5.991807641,-56.56404988,-102.2131802,-44.54461526,-6.394373573,-10.88244947,-55.94712997,-131.8148372,-43.89169483,-6.39199973
303.5,-14.05752924,-63.15689421,-94.38818092,-44.32406857,-6.627906564,13.85766601,59.68210095,-117.9895479,-44.33986019,-6.372001114,-14.39878462,-63.16805784,-96.14788709,-44.32563831,-6.377800553,-12.11673558,-61.42113365,-97.86746342,-45.01029494,-6.368506231,-14.85400505,-61.41143286,-111.662707,-45.72403751,-6.36590324
303.6,1.12239525,-62.71623262,-18.11049351,-44.51247259,-6.605702344,29.6566192,60.17837825,-38.13993817,-44.79689786,-6.351088942,58.21683905,-20.88591139,-60.18163717,-44.51240789,-6.355557945,-0.469378656,-63.55425875,-18.88766376,-45.77345331,-6.329609601,-16.44459366,-63.57083444,-99.92189388,-45.98007797,-6.327551815
303.7,50.64136618,-26.48173735,-47.7534853,-45.79766276,-6.327400395,-7.110800145,32.74950446,-1.17068797,-45.8060392,-6.323659917,50.86308936,-26.57516191,-45.90990175,-45.79621225,-6.326655547,-0.306214811,-64.11674275,-8.443251182,-45.76070674,-6.291813988,-16.84485351,-64.1936204,-92.34885346,-45.99971124,-6.289512805
303.8,47.08193834,-28.99056312,-39.70743025,-46.03522984,-6.300218497,-10.69875236,30.22141022,6.87607131,-46.03508348,-6.298469092,46.52669958,-29.65785756,-37.26599316,-46.03226135,-6.299671884,0.547021746,-63.78134015,-1.816133206,-45.76775541,-6.517789152,-16.57566244,-63.90102026,-88.61957854,-45.4799747,-6.514814678
303.9,45.07071704,-30.64069827,-32.16985496,-46.0256806,-6.277882508,-12.26194425,29.1763678,12.02609174,-46.02031607,-6.278964558,45.86801933,-30.04175109,-32.78992473,-46.0221529,-6.277502941,0.901319894,-63.57494135,1.870515391,-44.68322888,-6.50603538,-15.81923684,-63.06265799,-87.70205689,-44.39711758,-6.503897881
304,44.83450856,-32.53945371,-30.45912914,-45.2074522,-6.262748031,-13.37487206,26.61249606,14.39638256,-45.19933433,-6.267362022,43.97925594,-33.17655585,-29.80073634,-45.20371976,-6.262535445,2.494054169,-64.24396074,2.172287761,-43.57377403,-6.504626019,-15.34867763,-64.3047369,-88.14944005,-43.55947789,-6.50370138
304.1,44.78536304,-32.52888541,-32.5025152,-44.37419253,-6.260102425,-13.11421577,26.54344596,14.12785538,-44.36448053,-6.267500662,43.94650587,-33.15728965,-31.85272335,-44.37041457,-6.509414814,3.758537602,-63.60363634,1.143002322,-42.71913746,-6.51510688,-14.20234736,-63.63494856,-89.81541481,-42.43674039,-6.515585956
304.2,45.01247802,-32.07599151,-31.42123233,-42.98638236,-6.26698069,-13.60861202,26.87253852,11.7241692,-43.25048676,-6.275261339,45.02131597,-32.06767284,-31.42197321,-42.98330289,-6.516248965,4.646298702,-62.46323642,-0.298398765,-42.40606729,-6.532637698,-13.92987654,-60.76402962,-92.74046031,-42.39959006,-6.284491048
304.3,45.6300076,-30.50211391,-34.59465236,-42.67889973,-6.530460695,-12.68022144,28.28587551,10.32924524,-42.95404764,-6.538407685,45.64660383,-30.48863662,-34.60157594,-42.67458472,-6.530248456,4.80030861,-61.32367281,-3.122517031,-42.37292246,-6.549225354,-13.34895741,-61.49083066,-95.25205255,-42.38068218,-6.551876405
304.4,46.28177283,-28.91106765,-37.15189157,-42.38181104,-6.545380124,-12.06349861,29.68975067,7.794949822,-42.39716997,-6.549798289,46.30036146,-28.89650052,-37.16546638,-42.37165642,-6.544960164,4.632997474,-60.4749478,-5.071859169,-42.35584832,-6.308655694,-13.67465192,-60.70945677,-98.15608046,-42.39246788,-6.565310839
304.5,46.58741081,-28.37406522,-40.53517704,-33.71740034,-6.552935508,-11.79529563,30.02688809,4.428995095,-33.74256771,-6.303198298,46.60437194,-28.36175996,-40.55654475,-33.42435526,-6.30285425,4.0570804,-60.76548862,-7.804172745,-33.99318063,-6.312845323,-13.70587117,-61.00645563,-98.31525049,-34.32675107,-6.57341716
304.6,47.94470327,-28.23474047,-41.88553772,-31.9951183,-6.302704019,-11.28380722,29.33145565,3.866763383,-32.03019907,-6.297223655,47.61408481,-28.22661828,-43.66166245,-31.97333462,-6.301958999,3.877240469,-61.99759505,-7.868339852,-32.59223701,-6.312184862,-12.98552606,-63.32617165,-100.331587,-32.93191966,-6.573451801
304.7,47.71351245,-28.12424311,-43.38690744,-29.07749792,-6.299173553,-10.66956417,29.9021824,1.983506865,-29.11613318,-6.291204928,48.02619217,-29.88898503,-43.64022888,-29.06410989,-6.298701343,4.056081634,-61.77443552,-9.475236714,-29.71273705,-6.304626833,-13.94454523,-61.90065176,-100.6166996,-30.03608542,-6.563472946
304.8,47.21771582,-27.89644228,-44.22668327,-28.15262123,-6.297779447,-10.50079924,28.19946156,2.911180552,-28.18475741,-6.290246769,47.57261941,-27.89407126,-42.48767049,-28.14759822,-6.297627291,3.77995731,-61.78757784,-8.253881299,-28.52923382,-6.292942095,-13.98029326,-63.61249463,-99.47374752,-28.82386815,-6.548344277
304.9,47.27845413,-27.64468558,-41.27028434,-27.91182308,-6.296710154,-10.78331427,28.28068198,4.301192058,-27.93149693,-6.291280055,46.92885273,-27.64060237,-43.02457201,-27.91333641,-6.29679965,3.621783279,-61.54277188,-6.989996397,-28.0056844,-6.281854332,-14.22488566,-63.30787541,-98.30707291,-28.00087329,-6.534394714
305,46.95451572,-27.38898515,-40.108278,-27.96861938,-6.294003605,-11.11638096,28.36485745,5.566811029,-27.70161461,-6.290844472,46.59978527,-27.38267412,-41.85693824,-27.97451951,-6.294248048,3.596385297,-61.1705763,-5.981436147,-27.76573273,-6.275065787,-14.3446206,-62.88398203,-97.57090365,-27.73902754,-6.526190746
305.1,46.86045815,-28.31558712,-39.39611552,-28.21793763,-6.288319855,-12.06635666,26.62984847,6.955207659,-27.94217881,-6.287063831,46.5027283,-28.30801487,-41.14299359,-28.22648729,-6.288643491,3.036712273,-62.60061199,-4.890514279,-27.98874919,-6.27304123,-14.45819822,-61.86712854,-97.2161243,-27.94941577,-6.524248565
305.2,45.98090497,-29.6462778,-38.37635503,-28.58598533,-6.280300396,-12.81657634,27.56053823,5.754062952,-28.32064821,-6.280547693,45.62252723,-29.63918881,-40.1240812,-28.59605591,-6.280625696,3.329448866,-63.17325674,-4.83946954,-28.33731525,-6.274515062,-13.5488575,-64.22615143,-95.95677799,-28.28997221,-6.526179221
305.3,45.90008207,-29.43736155,-38.24918087,-29.26714386,-6.274283746,-12.60760453,27.6129895,7.509385787,-29.29588465,-6.275455725,45.89235223,-29.43208795,-38.24717069,-29.27711924,-6.274530211,4.319967684,-62.29136467,-5.6731154,-29.00418106,-6.279847567,-14.52992497,-62.92997773,-95.50134453,-28.9544386,-6.531257161
305.4,45.8487797,-28.84936538,-38.37288951,-30.44756642,-6.27466453,-12.71977561,28.04973623,7.235501921,-30.49409269,-6.276095928,45.84294453,-28.84648369,-38.37106263,-30.45497203,-6.274759518,55.7254595,-21.1344431,-45.99472332,-31.25563679,-6.289002502,37.72670739,-21.16665964,-136.6475679,-30.94161906,-6.290400453
305.5,22.35975093,-28.15734335,-157.5622749,-30.70347785,-6.281985395,-36.23792084,28.60922779,-112.1115608,-30.75615162,-6.283508933,22.7018297,-28.15670221,-155.8076078,-30.70721959,-6.281906077,25.01126077,-25.90545461,-161.6114873,-32.58694296,-6.298613872,46.02648153,-25.94889052,-55.19902844,-33.36982774,-6.298536
305.6,26.99387898,-28.61824233,-141.9148935,-31.63086128,-6.293116307,-32.49465305,27.35935356,-95.9175541,-31.95211917,-6.294965706,25.85260901,-27.52244139,-141.032896,-31.63160597,-6.292856621,25.35187063,-27.98429866,-140.6707699,-33.78203815,-6.055404401,44.52782903,-28.03152896,-43.19208913,-33.77198818,-6.302949136
