time,AUV5_Tau_u,AUV5_Tau_v,AUV5_Tau_w,AUV5_Tau_q,AUV5_Tau_r,AUV6_Tau_u,AUV6_Tau_v,AUV6_Tau_w,AUV6_Tau_q,AUV6_Tau_r,AUV7_Tau_u,AUV7_Tau_v,AUV7_Tau_w,AUV7_Tau_q,AUV7_Tau_r,AUV8_Tau_u,AUV8_Tau_v,AUV8_Tau_w,AUV8_Tau_q,AUV8_Tau_r,AUV9_Tau_u,AUV9_Tau_v,AUV9_Tau_w,AUV9_Tau_q,AUV9_Tau_r
156.2,18.18541498,-62.00236236,-10.46744414,-64.98646717,7.081088331,34.20722099,72.47530519,-17.37535704,-64.97780241,6.803297317,17.70600854,-60.44142228,-10.25011995,-64.99091557,7.080938734,-5.528196255,17.64096337,-2.254533813,-64.68459008,7.393805397,-15.48882028,16.03870803,-97.84843798,-64.3658255,7.391158285
156.3,18.09620145,-64.8364467,-12.96880588,-67.6710144,7.364022483,34.10450788,69.64787179,-19.80507018,-67.66414214,7.096091984,17.61803846,-63.28580556,-12.77824642,-67.66625351,7.102346686,-5.692818988,15.67824295,-2.855724054,-67.59280864,7.453384455,-15.68058734,14.0888774,-99.73452845,-67.84594244,7.449572127
156.4,17.64992246,-65.88643658,-14.65906583,-69.86455218,7.405302815,34.11795809,66.99943449,-21.60279574,-69.86081511,7.409224965,18.12701765,-67.5607071,-14.88514955,-69.85618193,7.405888624,-6.155038268,14.60696648,-4.634683237,-70.04048435,7.760552178,-15.93610826,13.01983379,-100.7049408,-70.32309687,7.756170381
156.5,18.46306927,-69.18698139,-15.96067155,-70.80491339,7.448250997,34.91090142,63.71517085,-22.81989394,-70.80432184,7.458757891,17.98301998,-67.62084321,-15.79013826,-70.79713664,7.448556022,-6.373784498,14.70913422,-5.617964679,-70.98906695,7.780383796,-15.9731795,13.11664305,-100.8677495,-71.29194442,7.776837187
156.6,18.65346585,-69.87851486,-18.04687542,-71.41790914,7.482218491,35.0775633,63.04050841,-24.8464341,-71.41944922,7.75733451,18.17041073,-68.29402323,-17.87192473,-71.41349897,7.481272231,-5.979163144,13.90015354,-5.955622221,-71.62537452,7.762992806,-16.12414948,13.91273507,-102.1821339,-71.93849387,7.760846149
156.7,18.98565308,-69.69889,-17.59803981,-71.52691261,7.504081817,36.18049843,64.20783109,-24.69725899,-71.52917095,7.774775407,18.49888448,-68.0971703,-17.41339691,-71.52713343,7.501659677,-6.154209346,15.03110828,-7.261510273,-71.76396144,6.923042303,-16.2393489,15.04387669,-103.0876037,-72.07729607,7.446280189
156.8,19.01401363,-68.92536589,-18.572917,-71.21848367,7.510181998,36.18399481,64.99809178,-25.67372086,-71.21969705,7.760856809,19.00330733,-68.92561802,-18.5755256,-71.22303625,7.505482477,-5.462568342,17.1448343,-8.50156733,-71.48656619,6.84841557,-16.16213037,16.18300453,-102.0377647,-71.79383626,6.850092673
156.9,19.08786109,-67.87195913,-17.57583553,-70.85231502,7.49516093,36.2378801,66.05316776,-24.70252496,-70.85116813,7.713423369,19.07538369,-67.86872038,-17.5695071,-70.86009002,7.487564913,-5.349286416,18.0076108,-7.474048948,-71.14178309,6.515473721,-16.11841417,17.03148052,-101.1316727,-71.43216999,6.519230833
157,18.88033164,-67.05780446,-16.63184739,-70.52575451,7.459649323,36.49495078,65.23945992,-23.99660344,-70.52162654,6.85832117,18.86600588,-67.0571759,-16.6226165,-70.53508032,7.449088235,-5.4064689,18.24741438,-6.525351079,-70.81480521,6.729313155,-15.79632263,15.65686982,-100.6366984,-70.8000484,6.73325477
157.1,18.13991619,-67.09576469,-15.75498561,-69.7507829,7.411166445,35.25100562,66.83246809,-22.95442751,-69.74403526,6.797286988,18.60306884,-68.71277455,-15.94650275,-69.76030351,7.39802217,-5.957782899,17.51049074,-5.65766823,-69.75049863,6.719534574,-16.93455515,16.55925544,-99.87452038,-69.6906746,6.722151928
157.2,17.96054957,-66.81560817,-15.4585342,-69.34305054,7.359503179,35.03536685,67.1905023,-22.68533077,-69.33512558,6.760075997,17.93963822,-66.81652742,-15.44625929,-69.35105667,6.820701533,-5.955198314,17.15351629,-5.377591656,-69.05059157,6.746482903,-17.02559952,16.2477049,-99.87095209,-68.96130163,6.746852805
157.3,18.07296083,-66.56556055,-15.57873598,-69.02631999,6.792151793,35.11272171,67.5387171,-22.82571197,-69.01797539,6.751555644,18.04824496,-66.55747615,-15.56434646,-69.03141207,6.778649744,-5.705217936,16.96605663,-5.510968059,-68.71801448,6.7978335,-16.63785036,16.08704765,-98.3603473,-68.623326,6.795609864
157.4,18.31962644,-66.44152676,-15.98585172,-68.78241294,6.777391288,35.33968453,67.72164331,-23.24170635,-68.77554796,6.768607137,18.29442272,-66.42907438,-15.97117428,-68.78402902,6.767759158,24.29341964,-82.87533706,-18.53759292,-68.73859809,6.85900764,13.12356916,-83.75265703,-113.3987429,-68.65850529,6.854645192
157.5,18.57933068,-66.43842269,-16.54993491,-68.58424449,6.796181877,22.03477137,67.73097033,-148.646954,-68.58111809,6.803984136,5.002364977,-66.42766379,-141.375505,-68.58280541,6.788667635,7.022980762,-69.41700897,-142.2378346,-69.10638625,6.645793888,18.86687766,-71.92224651,-30.42773562,-72.57010853,6.640295255
157.6,7.117451514,-66.5103424,-124.4545475,-71.66743215,6.839729771,24.36073206,67.62294844,-129.5957579,-71.6693935,6.850866248,7.330955977,-66.50622277,-122.3276613,-71.66541587,6.832286937,7.181416309,-62.71551139,-124.2169114,-72.79157153,6.399353555,19.02011352,-64.29122351,-20.32895309,-73.31667448,6.393748356
157.7,-13.43620608,9.394480029,-107.5240029,-73.43773187,6.629716178,52.90917995,-24.87091063,-133.7143185,-73.44536159,6.636806248,-14.08695077,8.67557625,-105.1726276,-73.4376567,6.620893414,7.231202225,-59.47149331,-116.2394837,-73.53171264,6.39331142,17.96461141,-62.09120857,-14.8050115,-73.54067928,6.388952755
157.8,-15.98316061,17.21772165,-99.47404849,-73.86232415,6.659029402,50.2060644,-17.14282645,-127.5559986,-73.87248224,6.660000735,-16.00441818,17.34018762,-99.3944624,-73.8639927,6.649382416,7.273387578,-59.55051387,-107.4849285,-73.70008677,6.646452936,16.98480883,-60.62337754,-10.57117814,-73.16944002,6.643995775
157.9,-17.13731516,21.2651691,-95.18229996,-73.43442698,6.65385924,49.07532356,-13.16314802,-123.2977524,-73.44222244,6.649609032,-17.14187545,21.3146927,-95.16998369,-73.43675908,6.643469247,7.510034531,-60.81917464,-105.8003616,-71.8905686,6.905377398,17.15709779,-61.93641074,-9.159795874,-71.06640897,7.166435721
158,-16.93117525,21.38783115,-93.78759547,-71.29409571,6.62763325,48.3267816,-9.860772033,-121.5501819,-71.29590646,6.620134627,-17.40725083,22.9960768,-93.62254356,-71.29654547,6.616427555,8.291527709,-62.74861388,-104.7034304,-70.50620763,7.170516639,17.75949643,-63.87317021,-9.462160471,-69.92852547,7.171269992
158.1,-17.12655988,22.91896178,-93.7416898,-69.87149261,6.864714231,48.60836686,-9.946253911,-121.7884351,-69.86586738,6.594185236,-17.11723298,22.88130683,-93.81284489,-69.87164877,6.591203012,8.318984718,-65.78910967,-104.7696472,-69.30112081,7.440142486,17.83574623,-64.29143734,-12.15918895,-68.71195787,7.441484802
158.2,-17.4928804,20.5807247,-96.23034435,-68.66063636,7.118402779,48.22980183,-12.2556148,-124.3701776,-68.64853122,6.849223996,-17.48231365,20.52597642,-96.30794814,-68.65611736,6.846026685,9.615291904,-66.54691339,-107.9588538,-68.32516676,7.44807845,19.65298431,-66.59554112,-15.54812771,-68.28100466,7.449501343
158.3,-17.20017553,20.2083385,-97.00908872,-67.97681093,7.129255202,48.50827253,-12.56745499,-125.2443583,-67.96221256,7.125009811,-16.90966868,18.54610803,-99.1215339,-67.96937141,7.122080244,8.844369723,-67.01566676,-108.2624675,-67.36011592,7.453675624,19.46867536,-68.61299926,-15.57696514,-67.3311864,7.455088092
158.4,-15.37627782,17.58064007,-99.78294217,-67.31924242,7.415018638,50.12041765,-15.11611505,-129.9466247,-67.30713816,7.41486306,-15.56877672,17.54057588,-101.6677924,-67.31163725,7.412303763,9.412969215,-69.00931411,-110.4859218,-67.25814777,7.457329141,19.48719783,-68.94309418,-18.66845405,-67.2551361,7.458832796
158.5,-16.42511015,14.45271864,-102.3742502,-67.25891673,7.440215565,49.26947317,-18.15668883,-130.7633963,-67.2563543,7.444654052,-16.89915342,16.04361016,-102.1869026,-67.25323134,7.443697983,9.441090997,-68.34370083,-113.5236867,-67.5129388,7.458699454,19.64399793,-68.24175123,-20.88638752,-68.08692704,7.459843205
158.6,-16.60482768,13.01788951,-102.4975358,-67.55219789,7.458967386,49.09214072,-19.50865258,-130.9124689,-67.83342259,7.46687622,-16.8015573,13.02315474,-104.3356815,-67.82027012,7.467552132,8.025745798,-69.14006462,-113.094884,-68.94458391,7.451835023,18.32637789,-69.03294203,-19.78600233,-69.27562368,7.45171571
158.7,-16.72933508,12.84960727,-103.8354555,-69.0069997,7.471201924,48.97997826,-19.6132495,-132.2405576,-69.02763693,7.481013077,-16.52135117,12.87024107,-101.9806107,-69.00828719,7.482736064,7.827872274,-68.25134017,-112.4560055,-69.35787582,7.429124037,18.17406292,-68.17475194,-18.73696815,-69.6942,7.427612245
158.8,-16.57931484,13.55814126,-102.9301163,-69.42004457,7.472563234,49.14899274,-18.85114267,-131.3070644,-69.7142331,7.481475062,-16.57636041,13.58567855,-102.9067803,-69.42374357,7.483441645,7.695748422,-67.15035039,-113.3478543,-69.78528347,7.126054871,18.24045062,-67.1317143,-17.64797956,-70.10777461,7.124094393
158.9,-16.42192168,14.72815791,-101.8930396,-70.10006596,7.45397396,49.32001309,-17.64695027,-130.2350774,-70.12161059,7.459497741,-16.42127327,14.75701646,-101.8689596,-70.1054328,7.461161057,7.927815073,-66.16295369,-112.3428015,-70.7249452,7.076728444,18.43607595,-66.19916295,-16.78212717,-70.75319469,7.074533169
159,-16.29947745,15.96696019,-100.9939186,-70.74346123,7.412533525,49.4465228,-16.39646559,-129.3065286,-70.75762296,7.41342191,-16.30052807,15.99506434,-100.9744665,-70.74930743,7.414472569,8.217901137,-65.48909369,-111.5181376,-70.79484064,7.03757785,18.67885444,-65.55912482,-16.27327028,-70.80527517,7.035189271
159.1,-16.23254092,16.97371492,-100.4041564,-70.79010214,6.834238751,49.5092221,-15.39368249,-128.7073087,-70.51989689,6.83206085,-16.23430343,16.99653393,-100.3916548,-70.79520988,6.831929333,8.482531124,-65.19811093,-111.018907,-70.52562214,6.751966649,18.90272411,-65.27764578,-16.12318522,-70.52550535,6.750357679
159.2,-15.67114306,18.25593897,-100.3982344,-70.50486965,6.792009661,49.2665885,-15.09229045,-128.3871303,-70.4820828,6.789676775,-16.46586628,17.29229109,-100.0505089,-70.50847147,6.787396006,8.425983963,-65.55819566,-110.767041,-70.4502788,6.752170938,19.62106409,-64.6512158,-16.49390052,-70.44230758,6.752528043
159.3,-17.12570285,16.6665803,-99.82825389,-70.15052245,6.775271376,48.58846228,-15.70326355,-128.2314468,-70.10506737,6.77396879,-17.1286156,16.67343974,-99.82625084,-70.15232325,6.768685286,7.882390306,-66.654245,-110.6338438,-70.04467965,6.779288289,18.2902926,-66.70513286,-16.18198838,-70.03245707,6.781501052
159.4,-17.26656,16.34729365,-100.0159403,-69.74652244,6.78409909,48.4269178,-16.01697906,-128.5232429,-69.69188421,6.784534968,-17.272782,16.34636491,-100.014855,-69.74709633,6.775662105,-11.88239168,-1.794903388,-102.3712061,-69.62339567,6.826471088,-15.26915474,-1.823306901,-132.6778771,-69.61163507,6.829816716
159.5,-16.36512676,17.08639188,-100.7283904,-69.33369639,6.812881397,49.3152813,-15.25128539,-129.3541557,-68.7442666,6.815373787,-16.37257458,17.0791488,-100.7272818,-69.33318439,6.802808902,-15.9350035,11.64005954,-100.9852004,-69.50230357,6.34850281,-16.86337976,10.03181976,-113.7212444,-71.93786932,6.352485611
159.6,-7.820295671,15.92239648,-18.82129948,-80.35646127,6.854660888,57.90603461,-16.36603855,-47.20802305,-80.05666553,6.85908211,24.98732011,-93.02896701,-32.80166017,-80.35577275,6.843238454,-8.654167928,18.33217328,-18.30939579,-81.3940315,6.370162001,-17.78072006,16.7867436,-105.2228858,-81.96626463,6.374141679
159.7,20.83592874,-74.62503143,-20.95720673,-85.09515515,6.637360484,37.17484242,57.02754629,-27.93776062,-85.09167683,6.64300812,20.76122328,-74.41305875,-20.78151422,-85.09574999,6.624751441,-8.329238023,21.67847164,-8.414957349,-85.12078687,6.375713151,-18.16667958,21.82003402,-98.20662854,-84.62564259,6.377709633
159.8,18.99522572,-65.89688267,-15.00894601,-87.42427969,6.656097335,35.53887743,65.71613345,-20.14198936,-87.44166766,6.662613349,19.15421904,-65.80292797,-13.08781727,-87.42545533,6.383263228,-7.657535036,22.6627125,-1.826858459,-86.95847869,6.638450754,-17.71406881,22.85101074,-94.76371391,-86.19058976,6.637657044
159.9,18.86568262,-63.03090915,-9.206222117,-87.93156266,6.636672604,33.45624274,70.79683014,-15.41160992,-87.96132342,6.645342465,18.15915813,-61.3957573,-10.82574306,-87.93145116,6.37944344,-7.068340951,21.90459161,-0.293799509,-86.93264415,6.904916257,-16.87972925,22.1074072,-91.86833877,-86.1494678,6.901669638
160,17.10698226,-60.58787872,-8.955299268,-86.67337772,6.59552243,33.18913942,72.60370159,-13.85869084,-86.70627542,6.607694281,17.2942613,-60.62901754,-7.142717148,-86.67045248,6.367918018,-6.801350273,19.19376336,2.933436297,-85.91463843,7.175806747,-17.6200611,20.94026395,-93.63629297,-85.10963238,7.171204124
160.1,16.95714049,-61.16258501,-9.022887129,-84.26260704,6.560284774,32.85088595,72.02372898,-15.78526559,-84.56085593,6.574762824,16.95708699,-61.25428655,-9.077635699,-84.25731508,6.885876465,-6.488736274,16.74309494,0.804376574,-83.73383328,7.448412183,-17.19809422,18.40376319,-94.59386623,-83.17994271,7.443595053
160.2,17.23315724,-62.71003309,-11.89484513,-82.72999985,6.814223166,33.31508643,70.48072951,-16.84533271,-82.74761684,6.826735145,17.24022108,-62.80706378,-11.95902508,-82.72327628,7.152013064,-6.529761423,16.42054953,-1.829264629,-82.16771253,7.458127735,-16.80490709,16.42362909,-97.34261608,-82.14187436,7.453772075
160.3,17.84729156,-64.66636021,-14.84084451,-81.15103308,7.098327937,33.90054279,68.53588361,-19.82168011,-81.15711919,7.105204406,17.85740399,-64.73574161,-14.89848672,-81.14482866,7.163273749,-5.666962733,13.64815976,-4.757449841,-81.11070455,7.464319292,-15.97073033,13.61233253,-99.64257057,-81.35196174,7.460416954
160.4,18.56593905,-66.47705212,-17.19160402,-80.20085808,7.138449649,34.57946157,66.73928508,-22.19855389,-80.19770455,7.137791173,18.57613841,-66.50727095,-17.23160587,-80.19708546,7.439506784,-5.443905541,13.34142686,-6.789123905,-80.1602359,7.467321001,-15.95509558,13.28409247,-102.6064511,-80.13861997,7.463889299
160.5,19.20627296,-67.75778141,-18.60552299,-79.95489107,7.182780653,34.97175266,65.47214859,-25.46989587,-79.94588488,7.174029061,19.2134336,-67.75674651,-18.62416378,-79.95407575,7.453805286,-5.384069151,13.75732984,-7.871630643,-79.93975276,7.463171125,-15.87414309,13.69712532,-102.7641109,-79.94644695,7.460856251
160.6,19.65669022,-68.3527825,-19.00467669,-79.89962764,7.483086649,35.17396671,64.8886898,-27.71440032,-79.888158,7.206441063,19.6588982,-68.33918642,-19.0045288,-79.90166957,7.463837963,-5.654956292,14.60141702,-9.84128344,-80.20812122,7.444653839,-16.10626766,14.55298149,-104.0037247,-80.53019426,7.443873032
160.7,19.23210344,-69.11000345,-18.26906541,-80.84803029,7.504304739,34.91863177,64.14268888,-25.13352015,-80.83672334,7.489410004,19.22919379,-69.10232201,-18.25632699,-81.12261973,7.465915902,-6.440972167,14.75828376,-8.948097836,-81.75323547,7.409355443,-16.8521422,14.7297737,-102.6827828,-82.10797912,7.409874384
160.8,18.70565072,-69.01057289,-18.97315674,-81.93977355,7.500330449,34.36847017,64.25384738,-25.81541382,-81.93001417,7.491593063,18.69845219,-69.02032041,-18.95492603,-81.94402949,7.454333749,-6.934367709,15.19553125,-7.779114803,-82.598573,6.838141065,-17.31387146,15.18847517,-101.3840053,-82.68757193,6.577906775
160.9,18.60309681,-68.21878242,-17.78707534,-82.80953375,7.468967382,34.25399018,65.05782864,-24.60176272,-82.80396804,7.468899489,17.80336105,-69.23265144,-17.42515978,-82.81291801,7.424209242,-7.823014118,14.86022132,-6.302049582,-83.18699548,6.793059656,-17.39926681,15.85559848,-100.4151786,-83.52709734,6.794045721
161,18.61558542,-67.16826847,-16.787272,-83.90565765,6.628432649,33.47187266,65.13183512,-23.23450554,-83.90595937,7.421532007,18.60770674,-67.20709794,-16.77403629,-83.90824267,7.114368629,-7.668855547,15.4615711,-5.399172148,-83.97563402,6.766173235,-17.25474756,16.46471183,-99.85331321,-84.01232628,6.766612191
161.1,18.71196391,-66.15680629,-16.13417281,-84.0810546,6.56629193,33.56704953,66.14816392,-22.56450272,-84.08817633,6.575687407,18.70640727,-66.19615975,-16.12609734,-84.08320581,6.542440662,-7.365702752,15.90231584,-4.846905867,-84.09991853,6.756023066,-16.98178181,16.90532424,-99.71909737,-84.10144195,6.755844663
161.2,18.85763287,-65.39268882,-15.8776969,-84.12498717,6.534370109,33.90821084,66.91498855,-20.46014435,-84.13826475,6.534270254,18.8534139,-65.4245522,-15.87588748,-84.12630135,6.520885661,-6.025802977,17.11831516,-3.175572735,-83.54966104,6.758606318,-16.68435695,17.13053732,-99.96072906,-83.24439585,6.757914961
161.3,19.00275029,-64.97700051,-16.03251773,-83.50416072,6.541015452,34.83049709,68.31907162,-20.95759557,-83.52180541,6.529305841,18.99781906,-64.99798007,-16.03702168,-83.50401762,6.534426256,-5.739943646,17.12952221,-3.380864309,-83.14929379,6.771206687,-16.44967189,17.13088259,-100.4143859,-83.09261195,6.770407981
161.4,18.65558385,-65.48213377,-16.28914067,-83.05457544,6.840368835,34.4661736,67.82165671,-21.22171476,-83.0737474,6.557476493,18.64820946,-65.49216623,-16.2958628,-83.05309372,6.837822014,24.10834038,-82.80277635,-16.71587614,-82.94241113,6.792688577,13.35673588,-82.81104538,-113.7916263,-82.88473108,6.792186448
161.5,18.22968261,-66.31804415,-16.65530745,-82.55985446,6.891167827,20.1905253,66.99804097,-146.3193766,-82.5761692,6.868966044,4.390307988,-66.31512524,-141.3807351,-82.55815075,6.892653245,6.282911204,-71.95583939,-140.2992837,-82.73797344,6.291642749,18.45869381,-71.97197141,-30.54468005,-84.85750622,6.291708206
161.6,6.277504266,-66.76749358,-124.4292672,-83.44463115,7.19907743,22.35475232,64.96071984,-131.1574027,-83.45573076,6.918775536,6.300008764,-66.75452268,-124.1526058,-83.4440487,7.202867855,5.962994815,-65.73390576,-124.0941057,-84.49660254,6.303027795,17.34647969,-65.7516146,-21.81249216,-85.29644914,6.303871967
161.7,-14.68846563,5.974162384,-105.1726455,-84.70063153,-11.97914336,51.67020738,-24.36865307,-136.0211629,-84.70634085,-11.99119493,-14.95307947,6.235190704,-106.8324195,-84.70212646,-11.97532926,5.539996636,-61.02297461,-115.9508163,-84.73824985,-12.64356865,18.08400818,-61.64085568,-15.13852907,-84.74678007,-12.6421454
161.8,-17.04612122,16.27903506,-99.08897711,-84.72063984,-10.37230511,49.54162349,-13.90303912,-128.2343545,-84.72009783,-10.11267849,-17.07430066,16.41214976,-98.99655824,-84.72433817,-10.37017997,6.333868169,-60.09243509,-109.4040303,-84.24862963,-10.2426275,17.24977551,-60.08155681,-10.95753316,-83.43461787,-10.24101062
161.9,-17.95959843,20.75074651,-96.79244649,-84.00050712,-7.051241548,48.86688432,-9.117259922,-124.1963695,-83.7199378,-7.046571467,-17.76683967,20.80880762,-94.92344181,-84.00484616,-7.050777964,6.846627442,-59.17584865,-105.8251839,-83.51120726,-6.615687637,17.99768596,-60.76091803,-9.78990867,-82.13745605,-6.614889947
162,-17.94502602,22.53094477,-93.35439261,-83.28709513,-5.65179173,47.92205431,-8.035395093,-122.3210866,-83.26874127,-5.643619412,-17.94857288,22.53506078,-93.3688666,-83.28975981,-5.651531041,7.850526279,-60.87451809,-104.741182,-82.48998635,-4.898329047,18.85583096,-62.44246772,-10.19228502,-81.37569938,-4.898864029
162.1,-18.07114146,21.95893548,-93.29957411,-82.27338455,-4.649664373,47.82302605,-8.38754982,-122.318188,-82.2526209,-4.63919606,-18.27379357,21.92506178,-95.18054635,-82.27232662,-4.649180295,8.395567884,-63.29326751,-104.9605629,-81.70931787,-4.107667715,19.353499,-64.83915353,-11.1267711,-80.86497449,-4.109366856
162.2,-19.21501338,18.72485722,-95.40915806,-81.48474589,-4.193630174,47.48287116,-10.49660929,-124.8177006,-81.46783401,-4.182698489,-18.4230505,19.675242,-95.81014715,-81.4807788,-4.192691,7.61955386,-66.86604196,-105.286159,-81.16747096,-3.879587074,18.40616369,-68.39892393,-13.29327073,-80.60233819,-3.88193619
162.3,-18.92361756,16.55733205,-98.08483932,-80.92438417,-4.181652478,47.99837172,-12.66867668,-125.704813,-80.91521172,-4.172409568,-18.1321287,17.5053742,-98.48484982,-80.91914315,-4.180133197,8.169270499,-69.83063972,-108.0689558,-80.60242411,-4.115351192,18.56167768,-69.76385911,-15.36852149,-80.5951362,-4.118520357
162.4,-18.35663262,14.73250411,-100.3043673,-80.6086506,-4.790045753,48.3655,-14.58103999,-129.8101806,-80.6072542,-4.783684115,-17.56738856,15.6911846,-100.693896,-80.60462678,-4.788306074,8.048442903,-70.17613431,-111.9243998,-80.56932735,-4.722511656,18.57541236,-70.11637002,-18.44891853,-80.58363425,-4.726751971
162.5,-17.75425604,13.46497276,-101.6841291,-80.5606514,-5.700386126,48.95680548,-15.96912736,-131.2293155,-80.5665357,-5.69592274,-16.96752568,14.44152518,-102.0572094,-80.55899667,-5.699105218,8.080054745,-69.74440003,-113.0705184,-80.54220774,-5.642194257,19.03257727,-71.29431888,-20.8071638,-80.57710697,-5.647042974
162.6,-17.4733901,12.81996857,-103.9441545,-80.52495348,-6.828590848,49.70698314,-18.31431628,-133.7447238,-80.53636007,-6.825387236,-15.98708347,12.22318724,-102.6822934,-80.52538671,-6.828267355,8.043376049,-68.84238341,-113.2892932,-80.80224479,-7.051753946,19.1075175,-70.41186071,-20.32268233,-81.13753542,-7.056502471
162.7,-17.17333665,12.77246762,-103.553844,-80.79012921,-7.320121148,49.48595589,-16.84489834,-133.1600108,-80.80128681,-7.318068837,-16.38990296,13.78414675,-103.8956404,-80.79237097,-7.320595044,7.751383508,-67.76336643,-114.5915179,-81.10259554,-7.566818908,19.08625147,-69.35103982,-19.3458566,-82.54147377,-7.570478777
162.8,-16.62960461,11.55055392,-102.8325685,-81.37624953,-7.676125796,49.51393891,-16.50300571,-132.2243832,-81.38298864,-7.675444427,-16.33925514,14.16558288,-102.9456338,-81.37955133,-7.677359202,7.605256545,-66.84239036,-113.5816546,-82.25453292,-7.943153767,18.95069219,-68.44392354,-18.20026038,-82.60336012,-7.944935749
162.9,-17.91282346,12.9404288,-101.1992118,-82.27140306,-7.913837582,49.1995156,-18.28401771,-131.0208661,-82.27218562,-7.914546246,-16.63679478,12.3706206,-101.7472451,-82.27481897,-7.915589342,7.291720067,-68.64541057,-112.3898954,-82.61335048,-7.933267047,17.62665575,-67.06529719,-16.67863592,-82.93002316,-7.933066277
163,-18.20343835,13.5769093,-100.2061206,-82.36773761,-7.796926666,48.41039564,-15.99725046,-129.7972563,-82.36026059,-7.799184738,-17.41893536,14.59749639,-100.5377441,-82.37066544,-7.798683985,6.642348803,-66.84716601,-111.2378288,-82.68945397,-7.832960978,17.42953969,-66.86204239,-15.96359635,-82.97204871,-7.83143136
163.1,-18.22592862,14.45304997,-99.67351721,-62.58372293,-7.603396878,48.39758145,-15.02590254,-129.232635,-62.56698734,-7.608236477,-17.44014299,15.46642949,-100.0102552,-62.58584027,-7.605393582,6.847266379,-66.62350342,-110.7859384,-62.60045969,-7.65764452,17.58254964,-66.63372753,-15.77603446,-62.31261143,-7.655631706
163.2,-18.32037643,16.85279523,-97.53042783,-66.13044792,-6.861349661,47.3522814,-13.50767813,-128.3603757,-66.11038666,-6.867733029,-18.31789256,16.85779087,-97.52493247,-66.13155943,-6.863545814,7.01416437,-64.90359442,-108.6581659,-65.83460429,-6.921481187,18.12701498,-66.49921365,-14.10286073,-65.52469848,-6.919365129
163.3,-18.03546769,17.40391448,-97.75652036,-68.28902798,-6.151502829,47.89408803,-12.8403398,-126.4616569,-68.27173375,-6.157646132,-18.03066373,17.40203773,-97.75506056,-68.28862396,-6.153189492,7.531416773,-64.90006495,-108.8589126,-67.96246532,-6.20110521,18.51254478,-66.48668047,-14.48405643,-67.91266355,-6.199500268
163.4,-17.77152629,17.62436553,-98.13743344,-69.0596992,-5.775386205,48.40463893,-12.5263898,-124.760743,-68.77664458,-5.781254405,-17.76558372,17.61858537,-98.13851248,-69.05717786,-5.775998428,-12.20980742,-0.197193217,-100.5099637,-69.26106976,-6.064302321,-15.04929615,-1.777600469,-130.9996282,-69.21341282,-6.064056241
163.5,-17.58509164,17.5385093,-98.53964363,-69.15744165,-5.739636154,48.42117366,-12.54515703,-126.8501268,-69.15426445,-5.745148039,-17.5792476,17.53205458,-98.54239991,-69.15236707,-5.739707765,-15.69851044,11.59203862,-99.3010073,-70.1754834,-6.279143749,-16.79020045,10.01268166,-113.9661733,-72.57377864,-6.280262983
163.6,-8.802717419,14.68076113,-16.72224129,-71.40618412,-5.505503596,57.25193777,-15.35633635,-44.700949,-71.41125173,-5.510284727,25.72499699,-92.12652217,-31.19717881,-71.39961855,-5.505582039,-9.659262873,17.09373348,-17.92175239,-72.7152409,-6.334544796,-18.46147746,15.50545792,-103.2234723,-72.9679821,-6.336917914
163.7,20.72953138,-74.43066171,-21.00322242,-71.86795771,-6.105485425,35.52493638,59.35524669,-27.20058532,-71.87919465,-6.111145695,21.16531648,-75.78026227,-21.04330636,-71.86197659,-6.104875726,-9.771166735,19.88688931,-7.715328919,-72.38217638,-6.979030346,-19.12470361,18.2894059,-97.92367469,-71.83726026,-6.982084409
163.8,18.41846531,-68.53239344,-14.90594894,-71.46519822,-7.016946231,33.22309629,65.19247124,-21.19808147,-71.48006528,-7.282208391,19.16789943,-67.39072125,-15.15781089,-71.46183164,-7.274537231,-8.394606273,21.69796494,-1.30547932,-70.87138896,-7.118194239,-18.70617582,19.11039291,-92.40481003,-69.77956436,-7.12135348
163.9,18.49310637,-63.02714016,-11.14799608,-69.4559723,-7.422504832,32.52258549,69.65939602,-17.18874095,-69.74132865,-7.415620885,17.68566617,-63.95010164,-10.78117388,-69.45503722,-7.406831556,-7.68498232,20.98146425,0.247778016,-68.54017807,-7.230877725,-18.28108512,18.45827132,-93.07434786,-67.16897065,-7.234345939
164,17.91620582,-59.49247202,-9.483880552,-66.97263909,-7.802306998,31.95330486,73.16793811,-15.60128512,-66.98475838,-7.787426873,17.11815267,-60.45928552,-9.153831916,-66.97294477,-7.776694978,-6.676504746,19.36274394,1.231549654,-66.02615736,-6.772946899,-17.98417819,18.48304964,-93.28639102,-65.19564096,-7.03914579
164.1,18.26171823,-59.53352148,-9.77183037,-65.41638396,-7.865035937,32.30177659,73.11168939,-15.95018698,-65.42338007,-7.061877405,17.47316559,-60.5368812,-9.463736294,-65.41784212,-7.0518117,-5.769031013,17.42401237,0.714804054,-64.74082347,-6.776340386,-17.22297977,16.53641413,-94.37883295,-64.18595696,-6.783231794
