time,AUV1_x,AUV1_y,AUV1_z,AUV2_x,AUV2_y,AUV2_z,AUV3_x,AUV3_y,AUV3_z,AUV4_x,AUV4_y,AUV4_z,AUV5_x,AUV5_y,AUV5_z,AUV6_x,AUV6_y,AUV6_z,AUV7_x,AUV7_y,AUV7_z,AUV8_x,AUV8_y,AUV8_z,AUV9_x,AUV9_y,AUV9_z
123.5,74.1,178.84156,-19.875,74.1,203.0902713,-61.875,95.1,166.7172043,-61.875,53.1,166.7172043,-61.875,70.5983555,176.8231252,-32.12315735,67.09837862,174.8030912,-44.37313748,74.09838374,178.8431447,-51.37315565,84.59977531,172.7779533,-56.62320399,68.8498258,169.7482134,-59.24938591
123.6,74.16,178.9623951,-19.9,74.16,203.2111064,-61.9,95.16,166.8380395,-61.9,53.16,166.8380395,-61.9,70.65798891,176.9438826,-32.14892695,67.15800906,174.9238554,-44.39894301,74.15801615,178.9639068,-51.39896686,84.66175167,172.8987668,-56.64899185,68.91179695,169.868993,-59.27621558
123.7,74.22,179.0831739,-19.925,74.22,203.3318852,-61.925,95.22,166.9588182,-61.925,53.22,166.9588182,-61.925,70.71872286,177.0644612,-32.17577465,67.21876082,175.0444431,-44.42579574,74.21878966,179.0844886,-51.42582893,84.72344849,173.0193997,-56.67581927,68.97349003,169.9895776,-59.30298113
123.8,74.28,179.2038963,-19.95,74.28,203.4526076,-61.95,95.28,167.0795407,-61.95,53.28,167.0795407,-61.95,70.78059147,177.1849468,-32.20259477,67.28063169,175.1649377,-44.45260818,74.28066671,179.2049758,-51.45264706,84.78445659,173.1399073,-56.70256197,69.0344976,170.1100396,-59.32916088
123.9,74.34,179.3245623,-19.975,74.34,203.5732736,-61.975,95.34,167.2002067,-61.975,53.34,167.2002067,-61.975,70.84242776,177.3054343,-32.2288353,67.34246882,175.285431,-44.47883314,74.3424952,179.3254643,-51.47887434,84.84463085,173.2604104,-56.72872232,69.09467304,170.2304946,-59.3545607
124,74.4,179.4451719,-20,74.4,203.6938832,-62,95.4,167.3208163,-62,53.4,167.3208163,-62,70.90367226,177.4259694,-32.25428216,67.40371805,175.4059683,-44.50426456,74.40372533,179.4460002,-51.50430379,84.90407594,173.3809714,-56.75411194,69.15412065,170.3510323,-59.37922405
124.1,74.46,179.565725,-20.025,74.46,203.8144363,-62.025,95.46,167.4413694,-62.025,53.46,167.4413694,-62.025,70.96414372,177.5465847,-32.27897673,67.46419472,175.5265836,-44.52894536,74.46418073,179.5666163,-51.52898248,84.96306225,173.5016185,-56.77877499,69.21311345,170.4716822,-59.40335546
124.2,74.52,179.6862216,-20.05,74.52,203.9349329,-62.05,95.52,167.561866,-62.05,53.52,167.561866,-62.05,71.02385944,177.6672936,-32.30311479,67.52391206,175.6472926,-44.5530733,74.52388048,179.6873262,-51.55310959,85.02189771,173.6223534,-56.80291089,69.27195015,170.5924351,-59.42720348
124.3,74.58,179.8066617,-20.075,74.58,204.055373,-62.075,95.58,167.682306,-62.075,53.58,167.682306,-62.075,71.08302213,177.7879789,-32.32696313,67.58307389,175.7679776,-44.57691697,74.5830343,179.8080122,-51.57695054,85.08081177,173.7430535,-56.82677253,69.33085255,170.7131549,-59.45102815
124.4,74.64,179.9270451,-20.1,74.64,204.1757564,-62.1,95.64,167.8026895,-62.1,53.64,167.8026895,-62.1,71.14190208,177.9084996,-32.35078025,67.64195564,175.8884906,-44.60073859,74.64190674,179.9285329,-51.60076808,85.13997298,173.8635737,-56.85062528,69.3900029,170.8337065,-59.47502585
124.5,74.7,180.047372,-20.125,74.7,204.2960833,-62.125,95.7,167.9230163,-62.125,53.7,167.9230163,-62.125,71.20072556,178.0287932,-32.37476757,67.70077962,176.0087799,-44.62473597,74.70072651,180.0488254,-51.62476061,85.19947711,173.9838571,-56.87465277,69.44949855,170.9540208,-59.49933494
124.6,74.76,180.1676421,-20.15,74.76,204.4163534,-62.15,95.76,168.0432865,-62.15,53.76,168.0432865,-62.15,71.259697,178.1489067,-32.39905885,67.75975101,176.1288995,-44.64903314,74.75969888,180.1689368,-51.64906114,85.25929559,174.103961,-56.8989808,69.50930956,171.0741472,-59.52395781
124.7,74.82,180.2878556,-20.175,74.82,204.5365669,-62.175,95.82,168.1634999,-62.175,53.82,168.1634999,-62.175,71.31894592,178.2689268,-32.42366633,67.81899293,176.2489359,-44.67364972,74.81895291,180.2889544,-51.67367699,85.31933431,174.2239808,-56.92361299,69.56933662,171.1941825,-59.54886247
124.8,74.88,180.4080123,-20.2,74.88,204.6567236,-62.2,95.88,168.2836567,-62.2,53.88,168.2836567,-62.2,71.37854309,178.3889394,-32.44855716,67.87857993,176.3689703,-44.6985424,74.87855772,180.4089645,-51.69857376,85.37947059,174.3440056,-56.94851282,69.6294542,171.3142149,-59.57392679
124.9,74.94,180.5281123,-20.225,74.94,204.7768236,-62.225,95.94,168.4037566,-62.225,53.94,168.4037566,-62.225,71.43844398,178.5090053,-32.47360674,67.9384732,176.4890578,-44.7236026,74.93846421,180.5290286,-51.72362563,85.43958872,174.4640936,-56.97357656,69.68954841,171.4343035,-59.59902637
125,75,180.6481554,-20.25,75,204.8968667,-62.25,96,168.5237997,-62.25,54,168.5237997,-62.25,71.4985237,178.6291533,-32.49871387,67.99854785,176.6092224,-44.74869504,74.99854637,180.6491758,-51.74873291,85.49960694,174.5842672,-56.99867603,69.74954238,171.5544709,-59.62407112
125.1,75.06,180.7681417,-20.275,75.06,205.016853,-62.275,96.06,168.643786,-62.275,54.06,168.643786,-62.275,71.55864873,178.749362,-32.52379116,68.05867199,176.7294415,-44.7737253,75.05867112,180.7693849,-51.77380886,85.55949021,174.7044965,-57.02371802,69.80940575,171.6746885,-59.64901368
125.2,75.12,180.8880711,-20.3,75.12,205.1367824,-62.3,96.12,168.7637154,-62.3,54.12,168.7637154,-62.3,71.6187146,178.8694731,-32.5487794,68.11874261,176.8495584,-44.79864818,75.11873461,180.8894971,-51.79879506,85.61924664,174.8246155,-57.04865214,69.86914722,171.7947895,-59.6738402
125.3,75.18,181.0079435,-20.325,75.18,205.2566548,-62.325,96.18,168.8835879,-62.325,54.18,168.8835879,-62.325,71.67865956,178.9893803,-32.57363325,68.17869708,176.9694679,-44.82345431,75.17867579,181.0094058,-51.823644,85.67891069,174.9445155,-57.07346578,69.92880123,171.9146679,-59.69856348
125.4,75.24,181.127759,-20.35,75.24,205.3764703,-62.35,96.24,169.0034033,-62.35,54.24,169.0034033,-62.35,71.73846815,179.109079,-32.59834864,68.23851759,177.0891653,-44.84816115,75.23848014,181.129106,-51.84835625,85.73877077,175.0641941,-57.09817574,69.98865568,172.0343258,-59.72321238
125.5,75.3,181.2475175,-20.375,75.3,205.4962288,-62.375,96.3,169.1231618,-62.375,54.3,169.1231618,-62.375,71.79816297,179.2286209,-32.62296792,68.29822418,177.2087028,-44.8728007,75.29817093,181.2486491,-51.87297413,85.80019745,175.1837205,-57.12280247,70.05008109,172.1538491,-59.74896166
125.6,75.36,181.3672189,-20.4,75.36,205.6159302,-62.4,96.36,169.2428633,-62.4,54.36,169.2428633,-62.4,71.85778593,179.3480783,-32.64870833,68.35785801,177.3281534,-44.89861218,75.35779177,181.3681063,-51.89874963,85.86214804,175.3031824,-57.14858951,70.11202537,172.2733315,-59.77580793
125.7,75.42,181.4868633,-20.425,75.42,205.7355746,-62.425,96.42,169.3625076,-62.425,54.42,169.3625076,-62.425,71.91849034,179.4675319,-32.67553775,68.41858896,177.4476001,-44.92548402,75.41853588,181.4875581,-51.92558203,85.92379353,175.4226445,-57.17543938,70.17367013,172.3928282,-59.80262634
125.8,75.48,181.6064505,-20.45,75.48,205.8551618,-62.45,96.48,169.4820949,-62.45,54.48,169.4820949,-62.45,71.98035609,179.5870453,-32.70233925,68.48046186,177.567109,-44.95230939,75.48041138,181.6070684,-51.95237303,85.98475063,175.5421799,-57.20225832,70.23462323,172.5124,-59.82887169
125.9,75.54,181.7259806,-20.475,75.54,205.9746919,-62.475,96.54,169.601625,-62.475,54.54,169.601625,-62.475,72.04223982,179.7066577,-32.72857194,68.54233986,177.6867215,-44.97855086,75.54228842,181.7266774,-51.97859288,86.04489976,175.6618306,-57.228502,70.29477271,172.6320887,-59.85433271
126,75.6,181.8454535,-20.5,75.6,206.0941648,-62.5,96.6,169.7210979,-62.5,54.6,169.7210979,-62.5,72.10355359,179.8263364,-32.75402815,68.60364056,177.8064052,-45.00400263,75.60358746,181.8463527,-52.00403669,86.10435497,175.7815558,-57.25396248,70.35423153,172.7518463,-59.87904258
126.1,75.66,181.9648692,-20.525,75.66,206.2135805,-62.525,96.66,169.8405135,-62.525,54.66,169.8405135,-62.525,72.16407647,179.9459235,-32.77874045,68.66415,177.9259988,-45.02870614,75.66409318,181.9659361,-52.02874202,86.16335358,175.9011789,-57.27867413,70.41323424,172.8714857,-59.90319693
126.2,75.72,182.0842276,-20.55,75.72,206.3329389,-62.55,96.72,169.9598719,-62.55,54.72,169.9598719,-62.55,72.22382962,180.0653586,-32.80290143,68.72389146,178.0454424,-45.05285523,75.7238316,182.0853704,-52.05290112,86.22217645,176.0206043,-57.30283129,70.47206284,172.9909012,-59.92706239
126.3,75.78,182.2035287,-20.575,75.78,206.45224,-62.575,96.78,170.079173,-62.575,54.78,170.079173,-62.575,72.28299634,180.1846542,-32.82677023,68.78305111,178.164737,-45.07671408,75.78298713,182.2046672,-52.07677305,86.2810535,176.1398108,-57.32669893,70.53094469,173.1100819,-59.950912
126.4,75.84,182.3227724,-20.6,75.84,206.5714838,-62.6,96.84,170.1984168,-62.6,54.84,170.1984168,-62.6,72.34183607,180.3038278,-32.8506025,68.84188579,178.2839041,-45.10054399,75.84182245,182.3238432,-52.1006114,86.3401506,176.2588935,-57.35055199,70.59004957,173.2291144,-59.9749441
126.5,75.9,182.4419588,-20.625,75.9,206.6906701,-62.625,96.9,170.3176032,-62.625,54.9,170.3176032,-62.625,72.4006224,180.4229039,-32.87460769,68.90066992,178.4029692,-45.12455264,75.90061041,182.4429215,-52.12462133,86.39955757,176.3779044,-57.37457518,70.64945755,173.348097,-59.99926379
126.6,75.96,182.5610878,-20.65,75.96,206.8097991,-62.65,96.96,170.4367321,-62.65,54.96,170.4367321,-62.65,72.45960264,180.5419678,-32.89890698,68.95965271,178.5220263,-45.14885854,75.95959604,182.5619861,-52.14892579,86.45928276,176.4969117,-57.39888862,70.70919207,173.4670789,-60.02389349
126.7,76.02,182.6801593,-20.675,76.02,206.9288706,-62.675,97.02,170.5558036,-62.675,55.02,170.5558036,-62.675,72.51888185,180.6610651,-32.92352569,69.01893632,178.6411192,-45.17348371,76.01888223,182.6810832,-52.17354791,86.51924819,176.6159931,-57.42351368,70.76915761,173.5861422,-60.04877922
126.8,76.08,182.7991733,-20.7,76.08,207.0478846,-62.7,97.08,170.6748176,-62.7,55.08,170.6748176,-62.7,72.57850545,180.780211,-32.94840997,69.07856343,178.7602646,-45.19837334,76.07851221,182.8002281,-52.19843368,86.57935456,176.7351586,-57.44840204,70.82926962,173.7053004,-60.07383071
126.9,76.14,182.9181298,-20.725,76.14,207.1668411,-62.725,97.14,170.7937741,-62.725,55.14,170.7937741,-62.725,72.63839388,180.8993421,-32.97347623,69.13845297,178.8793997,-45.2234439,76.13840575,182.919358,-52.22349983,86.63946042,176.8543242,-57.47345743,70.88940412,173.8244654,-60.09893073
127,76.2,183.0370287,-20.75,76.2,207.28574,-62.75,97.2,170.912673,-62.75,55.2,170.912673,-62.75,72.69847403,181.0183411,-32.99860464,69.19853025,178.9984055,-45.24858029,76.19848989,183.0383553,-52.24862706,86.69948553,176.9733525,-57.49858917,70.9494566,173.9434956,-60.12399243
127.1,76.26,183.15587,-20.775,76.26,207.4045813,-62.775,97.26,171.0315143,-62.775,55.26,171.0315143,-62.775,72.75863784,181.1371542,-33.02370827,69.25868762,179.11722,-45.27369565,76.25865171,183.1571657,-52.27372901,86.75940583,177.0922117,-57.52369723,71.00939949,174.0623625,-60.14895901
127.2,76.32,183.2746536,-20.8,76.32,207.5233649,-62.8,97.32,171.150298,-62.8,55.32,171.150298,-62.8,72.8187539,181.2557917,-33.04872319,69.31878875,179.2358557,-45.29871623,76.31876393,183.2757999,-52.29874208,86.81920787,177.210893,-57.54872856,71.06921995,174.1810644,-60.17379549
127.3,76.38,183.3933796,-20.825,76.38,207.6420909,-62.825,97.38,171.2690239,-62.825,55.38,171.2690239,-62.825,72.87874371,181.3743276,-33.07359962,69.37876473,179.3543866,-45.32359393,76.3787496,183.3943327,-52.32361668,86.87888551,177.3294383,-57.57361791,71.12891178,174.2996218,-60.19853032
127.4,76.44,183.5120479,-20.85,76.44,207.7607592,-62.85,97.44,171.3876922,-62.85,55.44,171.3876922,-62.85,72.9386024,181.4928367,-33.09836808,69.43861106,179.4728842,-45.34836581,76.43860463,183.5128393,-52.34838451,86.93869712,177.4479282,-57.59837785,71.18873271,174.4181099,-60.22321593
127.5,76.5,183.6306584,-20.875,76.5,207.8793697,-62.875,97.5,171.5063027,-62.875,55.5,171.5063027,-62.875,72.99836146,181.6113723,-33.123032,69.49835834,179.5913984,-45.37304539,76.49836124,183.631373,-52.3730495,87.00006684,177.5664189,-57.62305371,71.2501015,174.5366026,-60.24907724
127.6,76.56,183.7492111,-20.9,76.56,207.9979224,-62.9,97.56,171.6248554,-62.9,55.56,171.6248554,-62.9,73.05805667,181.7299686,-33.14876569,69.5580417,179.7099758,-45.39884953,76.55805621,183.7499679,-52.39882817,87.06200055,177.6849677,-57.64885843,71.31201143,174.6551689,-60.27597627
127.7,76.62,183.867706,-20.925,76.62,208.1164173,-62.925,97.62,171.7433503,-62.925,55.62,171.7433503,-62.925,73.11883479,181.8486381,-33.17558362,69.61882929,179.8286278,-45.42570117,76.61887358,183.8686368,-52.42565643,87.12363606,177.8036073,-57.67570493,71.3736273,174.7738108,-60.30280222
127.8,76.68,183.986143,-20.95,76.68,208.2348543,-62.95,97.68,171.8617873,-62.95,55.68,171.8617873,-62.95,73.18071901,181.967228,-33.2023473,69.68071295,179.9472031,-45.45251013,76.68076639,183.9872256,-52.45241232,87.18459301,177.922203,-57.70247717,71.43456097,174.8924135,-60.3290241
127.9,76.74,184.1045221,-20.975,76.74,208.3532334,-62.975,97.74,171.9801664,-62.975,55.74,171.9801664,-62.975,73.24255673,182.0856371,-33.22854083,69.74254972,180.0656097,-45.47872752,76.74259938,184.105634,-52.47858928,87.24474551,178.0406476,-57.72866617,71.49470599,175.0108792,-60.35444566
128,76.8,184.2228433,-21,76.8,208.4715546,-63,97.8,172.0984876,-63,55.8,172.0984876,-63,73.30380996,182.2038816,-33.25396346,69.80380701,180.1838678,-45.50415633,76.80384237,184.2238788,-52.50399461,87.30421943,178.1589443,-57.75407593,71.55419589,175.1291797,-60.37911474
128.1,76.86,184.3411065,-21.025,76.86,208.5898178,-63.025,97.86,172.2167508,-63.025,55.86,172.2167508,-63.025,73.36426814,182.3220149,-33.27865425,69.8642652,180.3020082,-45.52883819,76.86428516,184.3420105,-52.52867214,87.3632561,178.2771069,-57.77875016,71.61323162,175.2473133,-60.4032351
128.2,76.92,184.4593116,-21.05,76.92,208.7080229,-63.05,97.92,172.334956,-63.05,55.92,172.334956,-63.05,73.42395503,182.4400676,-33.30280931,69.92395726,180.4200615,-45.55297151,76.92395965,184.4600598,-52.55281747,87.42209934,178.3951644,-57.80288492,71.67204965,175.3653483,-60.42707208
128.3,76.98,184.5774588,-21.075,76.98,208.8261701,-63.075,97.98,172.4531031,-63.075,55.98,172.4531031,-63.075,73.48309798,182.5581041,-33.32668716,69.98310808,180.5381045,-45.57682025,76.98309535,184.5780949,-52.57668863,87.48097574,178.5131861,-57.82674177,71.73090176,175.4833566,-60.45089886
128.4,77.04,184.6955478,-21.1,77.04,208.9442591,-63.1,98.04,172.5711921,-63.1,56.04,172.5711921,-63.1,73.54196534,182.6761804,-33.35052981,70.04199024,180.6561882,-45.60064653,77.0419598,184.6961719,-52.60053151,87.54009993,178.6312343,-57.8505679,71.79000057,175.6013937,-60.47490505
128.5,77.1,184.8135787,-21.125,77.1,209.06229,-63.125,98.1,172.689223,-63.125,56.1,172.689223,-63.125,73.60081519,182.7943251,-33.37454158,70.10084719,180.7743376,-45.62464812,77.10081055,184.8143187,-52.62454816,87.59955574,178.7493494,-57.87457799,71.84944641,175.7194964,-60.49921649
128.6,77.16,184.9315514,-21.15,77.16,209.1802628,-63.15,98.16,172.8071958,-63.15,56.16,172.8071958,-63.15,73.65984861,182.9125042,-33.39884928,70.15988629,180.892517,-45.64895223,77.15984714,184.9325004,-52.64886262,87.65930847,178.8675095,-57.89888723,71.90920793,175.8376405,-60.52385449
128.7,77.22,185.049466,-21.175,77.22,209.2981773,-63.175,98.22,172.9251103,-63.175,56.22,172.9251103,-63.175,73.71919415,183.0305665,-33.42347563,70.2192437,181.0105752,-45.67358108,77.21919704,185.0505649,-52.67349797,87.71926749,178.9855694,-57.92352397,71.96918815,175.9556817,-60.54874873
128.8,77.28,185.1673223,-21.2,77.28,209.4160336,-63.2,98.28,173.0429666,-63.2,56.28,173.0429666,-63.2,73.77887628,183.1484498,-33.44835786,70.27892763,181.1284529,-45.69846522,77.27888239,185.1684494,-52.69838574,87.77933623,179.1034623,-57.94841759,72.02928494,176.0735564,-60.57383125
128.9,77.34,185.2851203,-21.225,77.34,209.5338316,-63.225,98.34,173.1607647,-63.225,56.34,173.1607647,-63.225,73.83882206,183.2661671,-33.47341594,70.33887825,181.2461653,-45.72352451,77.33882882,185.2861666,-52.72344776,87.83943917,179.221192,-57.9734863,72.08941484,176.1912748,-60.5989753
129,77.4,185.40286,-21.25,77.4,209.6515713,-63.25,98.4,173.2785044,-63.25,56.4,173.2785044,-63.25,73.89889254,183.3837734,-33.49853196,70.39896038,181.3637644,-45.74864172,77.39889677,185.4037712,-52.74856568,87.89946439,179.338808,-57.99861115,72.1494595,176.3088877,-60.62408124
129.1,77.46,185.5205414,-21.275,77.46,209.7692527,-63.275,98.46,173.3961857,-63.275,56.46,173.3961857,-63.275,73.95897463,183.501325,-33.52363907,70.45904828,181.4813092,-45.77374716,77.45897486,185.5213205,-52.77367148,87.9593694,179.456368,-58.02371559,72.20937169,176.4264494,-60.64908126
129.2,77.52,185.6381644,-21.3,77.52,209.8868757,-63.3,98.52,173.5138087,-63.3,56.52,173.5138087,-63.3,74.01901064,183.6188964,-33.54865404,70.51906859,181.5988773,-45.79875777,77.51900447,185.6388894,-52.79868263,88.01913647,179.5739465,-58.04872235,72.26913689,176.5440251,-60.67393685
129.3,77.58,185.7557289,-21.325,77.58,210.0044402,-63.325,98.58,173.6313733,-63.325,56.58,173.6313733,-63.325,74.07896903,183.7365091,-33.5735386,70.57900174,181.7164909,-45.82364132,77.57895652,185.7564992,-52.82356331,88.0787889,179.6915573,-58.07360262,72.32877623,176.6616408,-60.69866506
129.4,77.64,185.873235,-21.35,77.64,210.1219463,-63.35,98.64,173.7488794,-63.35,56.64,173.7488794,-63.35,74.13881478,183.8541785,-33.59830947,70.6388294,181.8341635,-45.84841089,77.63879937,185.8741672,-52.84833023,88.13864989,179.8092302,-58.0983679,72.38861633,176.7793158,-60.72328654
129.5,77.7,185.9906826,-21.375,77.7,210.2393939,-63.375,98.7,173.866327,-63.375,56.7,173.866327,-63.375,74.19854226,183.9718182,-33.6229737,70.69854517,181.9518083,-45.87307654,77.69852481,185.991807,-52.87299166,88.20008866,179.9268552,-58.12302771,72.45003611,176.8969527,-60.74901146
129.6,77.76,186.1080717,-21.4,77.76,210.356783,-63.4,98.76,173.983716,-63.4,56.76,173.983716,-63.4,74.25817364,184.0892857,-33.64872681,70.75817059,182.0692786,-45.89887162,77.75815353,186.1092756,-52.89878347,88.26204787,180.0443255,-58.14884218,72.51197801,177.0144252,-60.77583161
129.7,77.82,186.2254022,-21.425,77.82,210.4741135,-63.425,98.82,174.1010465,-63.425,56.82,174.1010465,-63.425,74.31886268,184.2065818,-33.67554702,70.81889814,182.1865785,-45.92569799,77.81888266,186.2265728,-52.92561127,88.32369053,180.1616191,-58.17569236,72.57361138,177.1317111,-60.80261465
129.8,77.88,186.342674,-21.45,77.88,210.5913853,-63.45,98.88,174.2183184,-63.45,56.88,174.2183184,-63.45,74.38067887,184.3237399,-33.70232383,70.8807429,182.3037432,-45.9524639,77.88070712,186.3437332,-52.9523806,88.38461599,180.2787796,-58.20248542,72.63453589,177.2488572,-60.82882941
129.9,77.94,186.4598873,-21.475,77.94,210.7085986,-63.475,98.94,174.3355316,-63.475,56.94,174.3355316,-63.475,74.44247062,184.4408,-33.72852905,70.94256065,182.4208079,-45.978647,77.94249301,186.4607953,-52.97857118,88.44474499,180.3958354,-58.22869001,72.69466957,177.3658999,-60.85427414
130,78,186.5770418,-21.5,78,210.8257531,-63.5,99,174.4526862,-63.5,57,174.4526862,-63.5,74.50371146,184.557836,-33.75396257,71.00381373,182.5378425,-46.00405569,78.00372311,186.5778314,-53.00398856,88.50417518,180.5128755,-58.25411198,72.75411331,177.4829345,-60.87898334
130.1,78.06,186.6941377,-21.525,78.06,210.942849,-63.525,99.06,174.569782,-63.525,57.06,174.569782,-63.525,74.56417626,184.6749124,-33.7786602,71.06428065,182.6549197,-46.02873235,78.06417533,186.6949107,-53.0286724,88.56316621,180.6299459,-58.27879155,72.81311444,177.5999825,-60.90314483
130.2,78.12,186.8111747,-21.55,78.12,211.059886,-63.55,99.12,174.6868191,-63.55,57.12,174.6868191,-63.55,74.62391236,184.7920279,-33.80281677,71.12401343,182.7720457,-46.05287402,78.12390552,186.8120304,-53.05281994,88.62197003,180.7470512,-58.302929,72.8719242,177.7170712,-60.92703664
130.3,78.18,186.928153,-21.575,78.18,211.1768643,-63.575,99.18,174.8037974,-63.575,57.18,174.8037974,-63.575,74.68309516,184.9091716,-33.82669918,71.18317657,182.8891933,-46.07674953,78.18308205,186.929175,-53.07669846,88.68084079,180.8641828,-58.32679809,72.93079594,177.8341895,-60.9509416
130.4,78.24,187.0450725,-21.6,78.24,211.2937838,-63.6,99.24,174.9207168,-63.6,57.24,174.9207168,-63.6,74.74196116,185.0261982,-33.85054087,71.24202685,183.0062189,-46.10059512,78.2419451,187.0462006,-53.10054088,88.73994345,180.9812014,-58.35065879,72.98989401,177.9511963,-60.97502975
130.5,78.3,187.1619331,-21.625,78.3,211.4106444,-63.625,99.3,175.0375774,-63.625,57.3,175.0375774,-63.625,74.80077738,185.1430331,-33.87456539,71.3008335,183.1230473,-46.1246285,78.30076137,187.1630337,-53.12456991,88.79935804,181.0980379,-58.37471089,73.04930198,178.0680261,-60.9993844
130.6,78.36,187.2787347,-21.65,78.36,211.527446,-63.65,99.36,175.1543791,-63.65,57.36,175.1543791,-63.65,74.85974543,185.2596866,-33.89888028,71.3598,183.2396884,-46.14895143,78.35973268,187.2796854,-53.14889086,88.85910899,181.2147085,-58.39904669,73.10904685,178.1846957,-61.02402771
130.7,78.42,187.3954775,-21.675,78.42,211.6441888,-63.675,99.42,175.2711218,-63.675,57.42,175.2711218,-63.675,74.91901359,185.3762115,-33.92351004,71.41907716,183.3561969,-46.17358813,78.41901129,187.3962098,-53.17352637,88.91910503,181.331268,-58.42368867,73.16903856,178.301258,-61.04891779
130.8,78.48,187.5121612,-21.7,78.48,211.7608725,-63.7,99.48,175.3878056,-63.7,57.48,175.3878056,-63.7,74.97863421,185.4926795,-33.94840195,71.47870288,183.4726458,-46.19847761,78.47864123,187.5126791,-53.19842217,88.9792219,181.4477768,-58.44858658,73.22915169,178.4177669,-61.07394635
130.9,78.54,187.628786,-21.725,78.54,211.8774973,-63.725,99.54,175.5044303,-63.725,57.54,175.5044303,-63.725,75.03853337,185.6091601,-33.97345469,71.53859917,183.5891087,-46.22354051,78.53854516,187.6291625,-53.22347498,89.03934539,181.5642878,-58.473619,73.28927023,178.5342708,-61.09903455
131,78.6,187.7453517,-21.75,78.6,211.994063,-63.75,99.6,175.620996,-63.75,57.6,175.620996,-63.75,75.0985907,185.7257029,-33.99859109,71.59864687,183.7056395,-46.24867283,78.59860349,187.7457085,-53.24860998,89.09938582,181.6808428,-58.49872365,73.34930447,178.6508095,-61.12411537
131.1,78.66,187.8618583,-21.775,78.66,212.1105696,-63.775,99.66,175.7375027,-63.775,57.66,175.7375027,-63.775,75.15868342,185.8423252,-34.02370661,71.65872707,183.8222586,-46.27377474,78.65869523,187.8623331,-53.27372373,89.15929117,181.7974628,-58.52382691,73.4092026,178.7674066,-61.14913023
131.2,78.72,187.9783058,-21.8,78.72,212.2270171,-63.8,99.72,175.8539501,-63.8,57.72,175.8539501,-63.8,75.21871728,185.9589298,-34.04874324,71.71875,183.9388681,-46.29879452,78.71872786,187.9789381,-53.29875883,89.2190661,181.9140538,-58.54885959,73.46896848,178.8839704,-61.17402932
131.3,78.78,188.0946941,-21.825,78.78,212.3434054,-63.825,99.78,175.9703385,-63.825,57.78,175.9703385,-63.825,75.27864143,186.0753833,-34.07365682,71.77867025,184.0553327,-46.32369347,78.77865171,188.0953901,-53.3236699,89.27875085,182.0304911,-58.57374515,73.52864046,179.0003748,-61.19878591
131.4,78.84,188.2110233,-21.85,78.84,212.4597346,-63.85,99.84,176.0866676,-63.85,57.84,176.0866676,-63.85,75.33844667,186.1916566,-34.09841308,71.83848456,184.1716179,-46.34844109,78.83845776,188.2116603,-53.34842405,89.33860751,182.1467563,-58.59850774,73.58847936,179.1166011,-61.22343847
131.5,78.9,188.3272932,-21.875,78.9,212.5760045,-63.875,99.9,176.2029375,-63.875,57.9,176.2029375,-63.875,75.39815479,186.3077798,-34.12306153,71.8982165,184.287747,-46.37308729,78.89816745,188.3277793,-53.37307096,89.40002579,182.2628736,-58.62318386,73.64988501,179.2327155,-61.24923346
131.6,78.96,188.4435038,-21.9,78.96,212.6922151,-63.9,99.96,176.3191481,-63.9,57.96,176.3191481,-63.9,75.45779944,186.4238198,-34.14879734,71.95789728,184.4037921,-46.39886347,78.95781362,188.4438163,-53.39884474,89.46200086,182.3789082,-58.64898881,73.71183144,179.3487798,-61.27607101
131.7,79.02,188.5596551,-21.925,79.02,212.8083664,-63.925,100.02,176.4352995,-63.925,58.02,176.4352995,-63.925,75.51854435,186.5398516,-34.17561838,72.0187023,184.519828,-46.42569408,79.01859795,188.5598474,-53.42567065,89.52367742,182.4949411,-58.67583451,73.77347812,179.4648525,-61.30286217
131.8,79.08,188.6757471,-21.95,79.08,212.9244584,-63.95,100.08,176.5513914,-63.95,58.08,176.5513914,-63.95,75.5804046,186.6559434,-34.20240522,72.08059345,184.6359202,-46.45247626,79.08046676,188.6759393,-53.45244997,89.58464219,182.6110211,-58.70262274,73.83442788,179.5809684,-61.32907027
131.9,79.14,188.7917797,-21.975,79.14,213.040491,-63.975,100.14,176.667424,-63.975,58.14,176.667424,-63.975,75.64225027,186.7721092,-34.22862082,72.14244844,184.7520813,-46.47868215,79.14230435,188.7921007,-53.47865366,89.64481067,182.7271557,-58.72882218,73.89458825,179.6971438,-61.35449649
132,79.2,188.9077529,-22,79.2,213.1564642,-64,100.2,176.7833972,-64,58.2,176.7833972,-64,75.70350069,186.8883118,-34.25406246,72.2036941,184.8682703,-46.50410954,79.20353893,188.9082951,-53.50408034,89.70427288,182.8433144,-58.75423571,73.95403626,179.8133444,-61.37918104
132.1,79.26,189.0236666,-22.025,79.26,213.2723779,-64.025,100.26,176.8993109,-64.025,58.26,176.8993109,-64.025,75.76396033,187.0044162,-34.27876267,72.26412819,184.984367,-46.52879682,79.2639825,189.0243931,-53.52876977,89.76324286,182.9593649,-58.77890769,74.01301014,179.9294063,-61.40331379
