time,AUV5_ESO_Estimation,AUV6_ESO_Reference,AUV6_ESO_Estimation,AUV7_ESO_Reference,AUV7_ESO_Estimation,AUV8_ESO_Reference,AUV8_ESO_Estimation,AUV9_ESO_Reference,AUV9_ESO_Estimation,
0,0,0,0,0,0,0,0,0,0,0
0.1,-0.064678308,-0.99,-0.06444215,-0.99,0.073642891,0.97,0.08432572,0.99,-0.06444215,-0.99
0.2,-0.129169367,-1.99,-0.128655523,-1.99,0.175136688,1.97,0.213217686,1.99,-0.128655523,-1.99
0.3,-0.184518255,-2.99,-0.183658739,-2.99,0.325136575,2.97,0.385798104,2.99,-0.183658739,-2.99
0.4,-0.224873432,-3.99,-0.223571704,-3.99,0.498316519,3.57,0.589146836,3.99,-0.223571704,-3.99
0.5,-0.242553108,-3.89,-0.309284824,-3.99,0.545715429,2.57,0.816515996,3.95,-0.237793193,-3.89
0.6,-0.293848885,-3.59,-0.443971193,-3.77,0.455168879,1.57,0.884990382,3.11,0.061176017,-2.89
0.7,-0.254932666,-2.59,-0.350737217,-2.77,0.406934808,0.57,0.709662254,2.11,0.372875461,-1.89
0.8,0.038311829,-1.59,-0.285822545,-1.77,0.406892954,-0.43,0.525587488,1.11,0.646288938,-0.89
0.9,0.277321526,-0.59,-0.198335502,-0.77,0.446174651,-1.43,0.372871058,0.11,0.89485515,0.11
1,0.498065192,0.41,-0.065671521,0.23,0.523164755,-2.43,0.226007859,-0.89,1.086678195,1.11
1.1,0.696295789,1.41,0.094292452,1.23,0.623046614,-3.43,0.077532439,-1.89,1.160398605,2.11
1.2,0.929420912,2.41,0.277275586,2.23,0.764651636,-4.43,-0.095233085,-2.89,1.224967744,3.11
1.3,1.182783535,3.41,0.487947336,3.23,0.885061898,-3.69,-0.329150404,-3.89,1.286688348,4.11
1.4,1.485478769,3.19,0.746994599,4.23,0.944056888,-2.69,-0.620926875,-4.89,1.336082434,3.93
1.5,1.868623955,2.37,1.059514515,3.95,0.91306082,-1.69,-0.972474735,-5.69,1.230742048,2.93
1.6,1.945101305,1.37,1.236111243,2.95,0.887550137,-0.69,-1.367121266,-4.69,0.863277125,1.93
1.7,1.891970504,0.37,1.381328889,1.95,0.936947327,0.31,-1.808587964,-4.85,0.37374285,0.93
1.8,1.644613249,-0.63,1.349912151,0.95,1.131099541,1.31,-2.299064986,-4.93,-0.107676661,-0.07
1.9,1.220223796,-1.63,1.028882622,-0.05,1.305014137,1.53,-2.83765609,-4.97,-0.578126114,-1.07
2,0.804230277,-2.63,0.669860853,-1.05,1.434091202,1.43,-3.421696249,-5.05,-1.036564262,-2.07
2.1,0.4112571,-3.63,0.355823523,-2.05,1.422772552,1.37,-3.946436146,-5.33,-1.475593844,-3.07
2.2,0.052778009,-4.63,0.122364055,-3.05,1.260790819,0.51,-4.154435132,-5.89,-1.458427665,-4.07
2.3,-0.262713928,-4.97,-0.066783773,-4.05,1.060070529,-0.49,-3.692702584,-4.89,-1.264193867,-3.37
2.4,-0.52937926,-4.27,-0.221142972,-5.05,0.873977129,-1.49,-3.103310284,-3.89,-1.073831834,-2.37
2.5,-0.737603888,-3.29,-0.338165733,-5.23,0.637716724,-1.53,-2.47392552,-2.89,-0.898712334,-1.37
2.6,-0.814000684,-2.99,-0.416526546,-4.29,0.429845673,-1.47,-1.909651359,-1.89,-0.751432625,-0.37
2.7,-0.78172222,-2.83,-0.455908428,-4.27,0.274692949,-1.37,-1.447600989,-0.89,-0.633698393,-0.49
2.8,-0.683956016,-2.69,-0.511009956,-4.11,0.170324037,-1.21,-1.088443714,0.11,-0.547336657,-0.37
2.9,-0.619667319,-2.03,-0.627754708,-3.95,0.107357328,-1.01,-0.818345658,1.11,-0.494395929,-0.29
3,-0.600634094,-1.03,-0.78667143,-3.79,0.072112262,-0.73,-0.617280519,2.07,-0.48438483,-0.23
3.1,-0.486114867,-0.49,-0.988596501,-3.45,0.047929136,-0.47,-0.46816459,1.07,-0.452290249,-0.17
3.2,-0.330389026,-0.29,-1.235392098,-2.45,0.017280888,-0.19,-0.363327459,0.19,-0.391630041,-0.07
3.3,-0.202910915,0.37,-1.444748196,-1.45,-0.096925631,0.31,-0.287815657,-0.79,-0.326401724,0.05
3.4,-0.132947182,1.37,-1.402881421,-1.41,-0.514256592,1.31,-0.268653484,-0.71,-0.267052807,0.33
3.5,-0.06691451,2.03,-1.25100705,-1.25,-0.943612332,2.31,-0.268369541,-0.79,-0.216861665,1.11
3.6,0.023886348,2.05,-1.051107017,-1.03,-1.38544228,1.67,-0.297255685,-0.81,-0.122641777,1.23
3.7,0.136646001,1.59,-0.923536676,-0.71,-1.839645252,1.25,-0.350746246,-0.67,0.015932099,1.15
3.8,0.277211854,1.59,-0.877928062,-1.11,-2.283984233,0.79,-0.39056283,-0.55,0.188525196,1.07
3.9,0.421631407,1.59,-0.894420514,-1.81,-2.61619133,0.33,-0.391244235,-0.49,0.376654652,1.01
4,0.535151193,1.37,-0.932953963,-1.15,-2.794330919,-0.03,-0.35383631,-0.39,0.475033016,1.31
4.1,0.590151357,0.77,-0.977272743,-1.41,-2.852216078,-0.29,-0.306391202,0.15,0.315557759,1.87
4.2,0.66686843,-0.19,-0.934787011,-0.83,-2.791839087,0.63,-0.266562043,1.15,0.137267706,2.87
4.3,0.768388472,-0.67,-0.832270968,0.17,-2.688662694,1.63,-0.260212578,1.11,-0.003770453,2.29
4.4,0.883277825,0.27,-0.724116476,0.55,-2.531564961,2.63,-0.232471104,1.17,-0.121981917,2.01
4.5,0.860790592,1.27,-0.665461456,0.53,-2.336343957,3.63,-0.175741044,0.87,-0.213242037,1.79
4.6,0.784165865,2.01,-0.65073125,0.41,-2.116091431,4.63,-0.117904005,0.87,-0.274569364,1.57
4.7,0.720656018,1.01,-0.651023637,-0.35,-1.881085654,5.21,-0.071781659,0.99,-0.316877468,1.39
4.8,0.624874876,0.01,-0.708487948,-1.21,-1.639027337,4.21,-0.048629716,1.15,-0.349153525,1.27
4.9,0.491167198,-0.39,-0.781962329,-1.29,-1.395340073,3.55,-0.089664317,1.23,-0.376920665,1.15
5,0.351593907,-0.55,-0.824345013,-1.27,-1.153497882,3.35,-0.138988982,1.31,-0.403215917,1.07
5.1,0.193541803,-0.69,-0.867488046,-1.31,-0.915352943,3.23,-0.188275393,1.39,-0.428727384,0.99
5.2,0.040717848,-0.79,-0.914712963,-1.23,-0.679341122,3.09,-0.157798413,1.83,-0.452728983,0.93
5.3,-0.093253881,-0.85,-0.965322389,-1.19,-0.44303016,2.99,-0.213919487,2.83,-0.4741491,0.89
5.4,-0.203981644,-0.85,-1.018823802,-1.13,-0.215879983,2.97,-0.509038005,3.83,-0.502799077,0.85
5.5,-0.296262932,-0.79,-1.073989714,-1.07,-0.062149848,3.03,-0.654108244,4.13,-0.526532259,0.83
5.6,-0.386691637,-0.69,-1.104149516,-1.09,0.086287229,2.99,-0.73472579,3.13,-0.535747428,0.85
5.7,-0.468005991,-0.43,-1.089114047,-1.19,0.231005239,2.99,-0.91095781,3.45,-0.496939546,0.95
5.8,-0.471051566,-0.31,-1.067334228,-1.17,0.373563098,3.01,-1.072707795,3.11,-0.242611642,1.95
5.9,-0.370805265,-0.19,-1.018078828,-1.05,0.515470531,3.07,-1.203791863,2.75,-0.263930243,2.95
6,-0.177934918,-0.01,-0.948444741,-0.95,0.658182643,3.11,-1.283027374,2.35,-0.262031643,2.27
6.1,0.066182617,0.07,-0.851134219,-0.83,0.797006715,3.21,-1.307705627,2.01,-0.232409336,1.27
6.2,0.271234329,0.33,-0.733509799,-0.65,0.958002967,3.13,-1.325100768,1.69,-0.174689353,0.83
6.3,0.383123574,0.25,-0.623700471,-0.37,1.145863094,2.13,-1.353336611,2.17,-0.088352102,0.97
6.4,0.352221803,-0.09,-0.540743687,-0.15,1.296054637,1.43,-1.3332781,2.47,0.027140687,1.05
6.5,0.247220878,-1.09,-0.490509516,-0.05,1.423436858,1.77,-1.17575111,2.87,0.172180761,1.13
6.6,0.125449014,-2.09,-0.48105569,-0.11,1.557554053,0.97,-1.035129129,3.57,0.346809116,1.25
6.7,-0.016309145,-2.59,-0.493835326,-0.23,1.70101876,-0.03,-0.93775345,3.41,0.55047348,1.41
6.8,-0.176775963,-2.51,-0.517897002,-0.33,1.763039316,-1.03,-0.846579183,3.29,0.779491691,1.27
6.9,-0.33906012,-2.47,-0.546825799,-0.43,1.640045874,-2.03,-0.749059547,3.21,0.948196347,0.27
7,-0.481712783,-2.47,-0.575581818,-0.55,1.454475804,-1.47,-0.647063006,2.85,0.992536589,0.11
7.1,-0.599816394,-2.75,-0.5989429,-0.63,1.279592959,-0.47,-0.529354642,2.11,0.973493182,-0.65
7.2,-0.676649478,-2.69,-0.61795432,-0.71,1.153991134,0.53,-0.47856564,1.29,0.92418899,-1.65
7.3,-0.716219762,-2.01,-0.629632059,-0.79,1.133440833,0.45,-0.436082858,0.29,0.859430986,-2.65
7.4,-0.770993587,-1.01,-0.638338349,-0.83,1.172234973,0.67,-0.428300914,-0.71,0.78675269,-2.19
7.5,-0.763666344,-0.85,-0.64925769,-0.85,1.248474777,1.23,-0.435327786,-1.15,0.714001621,-1.93
7.6,-0.721480161,-0.79,-0.664809155,-0.87,1.337356251,1.49,-0.393882355,-0.91,0.648903838,-1.65
7.7,-0.683902641,-0.75,-0.709335159,-0.91,1.397992136,1.55,-0.306569138,-0.95,0.621363944,-1.49
7.8,-0.626898129,-0.59,-0.757551464,-0.91,1.435309896,1.61,-0.184051719,-0.41,0.701156136,-1.09
7.9,-0.572091769,-0.47,-0.812307498,-0.91,1.443137054,1.63,-0.031896255,-0.13,0.838848173,-0.13
8,-0.526858254,-0.41,-0.859217297,-0.89,1.439895528,1.63,0.120080866,0.07,0.985336046,0.87
8.1,-0.525122695,-0.41,-0.889966171,-1.03,1.431610889,1.59,0.285028696,0.27,1.037030255,1.03
8.2,-0.559628348,-0.55,-0.854733131,-0.97,1.429979263,1.59,0.463297119,0.47,0.881406572,0.17
8.3,-0.604955733,-0.59,-0.816607068,-0.95,1.440210513,1.47,0.62749428,0.65,0.722463196,-0.83
8.4,-0.641454842,-0.63,-0.780924971,-0.91,1.432761989,1.43,0.746653817,0.81,0.571827453,-1.83
8.5,-0.669662449,-0.67,-0.749011442,-0.87,1.372279322,1.31,0.836733287,0.93,0.425321487,-2.83
8.6,-0.68920534,-0.69,-0.71909487,-0.83,1.217215568,0.85,0.888845755,1.01,0.279300004,-2.67
8.7,-0.668163101,-0.67,-0.689645495,-0.79,0.980460074,0.43,0.895333235,1.01,0.137190962,-2.41
8.8,-0.611053063,-0.61,-0.659549664,-0.73,0.717832731,-0.25,0.872557542,0.95,0.015717472,-2.15
8.9,-0.541222408,-0.55,-0.626438073,-0.71,0.485251861,-1.07,0.830201806,0.89,-0.079603441,-1.69
9,-0.465592903,-0.47,-0.590177952,-0.65,0.286845803,-0.75,0.773843429,0.81,-0.137281366,-0.69
9.1,-0.39360624,-0.37,-0.549721615,-0.57,0.157872813,-0.17,0.712171196,0.75,-0.130536154,-0.25
9.2,-0.330379475,-0.31,-0.502522868,-0.49,0.117411236,0.13,0.654589167,0.71,-0.097377806,-0.23
9.3,-0.281927672,-0.27,-0.4432651,-0.45,0.141895099,0.13,0.610978261,0.69,-0.078833819,-0.09
9.4,-0.255811073,-0.23,-0.382894065,-0.35,0.21308364,0.21,0.581695618,0.77,-0.06776763,-0.31
9.5,-0.253825322,-0.23,-0.334119536,-0.27,0.319540352,0.33,0.591839989,0.81,-0.054041458,-0.33
9.6,-0.268355443,-0.27,-0.30385572,-0.25,0.446525938,0.49,0.646184278,0.59,-0.036876234,-0.33
9.7,-0.318742341,-0.31,-0.320845031,-0.27,0.546287284,0.53,0.62366785,0.59,-0.033758356,-0.33
9.8,-0.363768703,-0.37,-0.340021229,-0.35,0.676141482,0.69,0.497803391,0.49,-0.055083228,-0.33
9.9,-0.406220641,-0.43,-0.376396431,-0.45,0.794608728,0.81,0.314971566,0.19,-0.116630892,-0.35
10,-0.430703793,-0.45,-0.411554031,-0.55,0.869268574,0.87,0.138543236,-0.77,-0.189533012,-0.41
10.1,-0.432293612,-0.45,-0.432555013,-0.61,0.896799327,0.89,-0.011041198,-1.55,-0.257610644,-0.41
10.2,-0.422870955,-0.43,-0.444178191,-0.67,0.876831224,0.85,-0.136695039,-0.87,-0.319731571,-0.43
10.3,-0.407814066,-0.41,-0.447296613,-0.69,0.828988391,0.81,-0.199275133,-0.21,-0.375397042,-0.41
10.4,-0.391246937,-0.39,-0.44911088,-0.71,0.76931963,0.75,-0.170966904,-0.17,-0.424617163,-0.41
10.5,-0.375097499,-0.37,-0.454079101,-0.71,0.703416077,0.69,-0.092887033,-0.09,-0.413133243,-0.53
10.6,-0.359772535,-0.35,-0.464097065,-0.69,0.630577333,0.61,0.0209816,0.05,-0.394665037,-0.51
10.7,-0.3489729,-0.35,-0.481119425,-0.55,0.549939619,0.55,0.157146134,0.19,-0.377748259,-0.49
10.8,-0.342484026,-0.35,-0.492543733,-0.49,0.459215195,0.45,0.301778959,0.35,-0.362414812,-0.45
10.9,-0.338142356,-0.35,-0.488855316,-0.49,0.35596907,0.37,0.440943543,0.49,-0.34853405,-0.43
11,-0.335566255,-0.35,-0.473976659,-0.47,0.238884964,0.25,0.560644808,0.61,-0.335864329,-0.41
11.1,-0.333936902,-0.33,-0.451735569,-0.45,0.110064256,0.11,0.640644914,0.69,-0.323334257,-0.39
11.2,-0.338574316,-0.35,-0.4270737,-0.43,0.01186123,-0.13,0.652317539,0.69,-0.310322543,-0.37
11.3,-0.341198102,-0.35,-0.401302757,-0.39,-0.045664586,-0.17,0.622621174,0.65,-0.29527864,-0.35
11.4,-0.346848906,-0.35,-0.377096591,-0.37,-0.075023717,-0.17,0.548544102,0.55,-0.287886846,-0.31
11.5,-0.355733913,-0.33,-0.356277585,-0.35,-0.091181375,-0.15,0.464987229,0.45,-0.276553688,-0.31
11.6,-0.371887447,-0.37,-0.340218493,-0.33,-0.094976601,-0.09,0.415094965,0.39,-0.249300027,-0.27
11.7,-0.402672287,-0.39,-0.343717796,-0.33,-0.112635445,-0.11,0.378455583,0.37,-0.210369957,-0.21
11.8,-0.435461681,-0.43,-0.342355895,-0.33,-0.097226082,-0.09,0.343168884,0.33,-0.170704227,-0.17
11.9,-0.460752692,-0.47,-0.341624923,-0.33,-0.067451362,-0.07,0.299992076,0.29,-0.138814584,-0.11
12,-0.487996699,-0.49,-0.357784085,-0.35,-0.033066195,-0.03,0.240752587,0.25,-0.131599822,-0.07
12.1,-0.509382188,-0.51,-0.378803384,-0.37,0.001035213,0.01,0.161149417,0.13,-0.135916212,-0.05
12.2,-0.523176192,-0.53,-0.398837445,-0.39,0.007853637,0.01,0.061813028,-0.05,-0.143362036,-0.09
12.3,-0.533747623,-0.53,-0.423949006,-0.43,-0.02409606,-0.03,-0.053974741,-0.25,-0.157488002,-0.15
12.4,-0.542626314,-0.55,-0.451572189,-0.49,-0.066653603,-0.07,-0.152495836,-0.37,-0.178316624,-0.23
12.5,-0.549118109,-0.55,-0.476474555,-0.55,-0.121569867,-0.13,-0.210168476,-0.41,-0.204695668,-0.31
12.6,-0.551147676,-0.55,-0.501525386,-0.57,-0.189503925,-0.19,-0.236990634,-0.41,-0.230008979,-0.39
12.7,-0.549124913,-0.55,-0.531061765,-0.59,-0.268311796,-0.27,-0.245995809,-0.37,-0.250240997,-0.43
12.8,-0.543219439,-0.53,-0.56547881,-0.59,-0.35349462,-0.35,-0.235633079,-0.23,-0.263468417,-0.47
12.9,-0.531394911,-0.53,-0.598497781,-0.61,-0.41598953,-0.43,-0.210701366,-0.21,-0.274068548,-0.51
13,-0.513162433,-0.51,-0.625556061,-0.63,-0.426087591,-0.43,-0.177938309,-0.19,-0.285981861,-0.53
13.1,-0.488154126,-0.49,-0.644341377,-0.65,-0.403506112,-0.39,-0.141603341,-0.13,-0.301163102,-0.53
13.2,-0.457577138,-0.45,-0.654082679,-0.65,-0.363829433,-0.35,-0.104999495,-0.09,-0.321027784,-0.55
13.3,-0.423588469,-0.43,-0.654877901,-0.65,-0.318273004,-0.33,-0.070243369,-0.07,-0.345863056,-0.55
13.4,-0.386569905,-0.39,-0.646876951,-0.65,-0.273355963,-0.27,-0.053563269,-0.05,-0.385753785,-0.55
13.5,-0.348312119,-0.35,-0.631401331,-0.63,-0.235952091,-0.25,-0.073901173,-0.07,-0.424549428,-0.49
13.6,-0.31682534,-0.33,-0.619590134,-0.63,-0.21510891,-0.21,-0.124733626,-0.15,-0.440192772,-0.47
13.7,-0.29225059,-0.29,-0.606612679,-0.61,-0.216785053,-0.21,-0.17301718,-0.23,-0.429827217,-0.43
13.8,-0.268211306,-0.27,-0.573622965,-0.57,-0.201868823,-0.21,-0.220444067,-0.25,-0.397801268,-0.39
13.9,-0.249994559,-0.25,-0.528540932,-0.53,-0.179105817,-0.19,-0.271513847,-0.29,-0.354496226,-0.33
14,-0.245192785,-0.23,-0.477859859,-0.47,-0.153869865,-0.15,-0.331955199,-0.35,-0.309224568,-0.27
14.1,-0.2726647,-0.27,-0.437711904,-0.43,-0.14174083,-0.13,-0.401401998,-0.43,-0.281462406,-0.23
14.2,-0.299175829,-0.31,-0.398266473,-0.39,-0.13648766,-0.13,-0.475459196,-0.49,-0.263262257,-0.21
14.3,-0.314675786,-0.33,-0.351791549,-0.33,-0.131604825,-0.13,-0.511014279,-0.63,-0.242993299,-0.21
14.4,-0.323527362,-0.33,-0.307874265,-0.29,-0.144491966,-0.13,-0.499925699,-0.49,-0.22807295,-0.21
14.5,-0.327509169,-0.33,-0.27138683,-0.25,-0.157900098,-0.17,-0.466217574,-0.47,-0.220390087,-0.21
14.6,-0.32623215,-0.33,-0.246045928,-0.23,-0.169512484,-0.17,-0.420997494,-0.41,-0.221547163,-0.21
14.7,-0.324055858,-0.31,-0.234119454,-0.21,-0.17902215,-0.19,-0.366190394,-0.37,-0.232277162,-0.21
14.8,-0.320072026,-0.31,-0.248532685,-0.23,-0.187865194,-0.19,-0.309479721,-0.31,-0.253325878,-0.23
14.9,-0.316168792,-0.31,-0.270760542,-0.27,-0.195241641,-0.21,-0.27935321,-0.27,-0.282167259,-0.27
15,-0.31390459,-0.31,-0.292710878,-0.29,-0.20229556,-0.19,-0.259158642,-0.27,-0.312846482,-0.31
15.1,-0.312336754,-0.31,-0.312224086,-0.31,-0.20871664,-0.21,-0.244830538,-0.25,-0.34431151,-0.39
15.2,-0.314232294,-0.31,-0.327019381,-0.33,-0.214221937,-0.23,-0.232622366,-0.23,-0.372063462,-0.43
15.3,-0.314861922,-0.33,-0.336366894,-0.33,-0.219528592,-0.21,-0.221391311,-0.21,-0.400095865,-0.47
15.4,-0.316844373,-0.33,-0.340596503,-0.33,-0.224319509,-0.23,-0.222240001,-0.23,-0.437922086,-0.49
15.5,-0.321064378,-0.33,-0.341761448,-0.33,-0.23050193,-0.23,-0.224826665,-0.23,-0.481823181,-0.57
15.6,-0.33099858,-0.33,-0.340068385,-0.33,-0.238580326,-0.25,-0.212704133,-0.19,-0.515785764,-0.53
15.7,-0.352156737,-0.35,-0.348301393,-0.35,-0.264952746,-0.27,-0.19708669,-0.17,-0.533909805,-0.53
15.8,-0.370413642,-0.37,-0.345795532,-0.35,-0.277411621,-0.27,-0.190121258,-0.17,-0.54022207,-0.55
15.9,-0.389630161,-0.39,-0.336840552,-0.35,-0.286198508,-0.29,-0.201494877,-0.19,-0.537059391,-0.55
16,-0.412128115,-0.41,-0.324867716,-0.33,-0.295511897,-0.29,-0.213468162,-0.21,-0.527659729,-0.53
16.1,-0.424653784,-0.43,-0.313709907,-0.31,-0.310244889,-0.31,-0.224060902,-0.23,-0.514037818,-0.51
16.2,-0.439829472,-0.45,-0.308673284,-0.31,-0.332962653,-0.33,-0.23660403,-0.25,-0.501292099,-0.49
16.3,-0.466150823,-0.47,-0.320689935,-0.33,-0.360078737,-0.37,-0.260166195,-0.27,-0.499454402,-0.49
16.4,-0.480482693,-0.49,-0.327204081,-0.31,-0.378305651,-0.37,-0.274153864,-0.29,-0.480095682,-0.49
16.5,-0.487549801,-0.49,-0.332637724,-0.33,-0.391377493,-0.39,-0.280497845,-0.27,-0.452785675,-0.45
16.6,-0.48976719,-0.49,-0.341253868,-0.33,-0.400477175,-0.41,-0.282084611,-0.27,-0.416434896,-0.43
16.7,-0.484817308,-0.49,-0.355023613,-0.37,-0.405341431,-0.41,-0.280088526,-0.27,-0.374067121,-0.37
16.8,-0.475918056,-0.49,-0.37639146,-0.37,-0.40475028,-0.39,-0.27585672,-0.27,-0.330679997,-0.33
16.9,-0.46100301,-0.47,-0.40664813,-0.41,-0.398986576,-0.39,-0.270190758,-0.27,-0.29010254,-0.29
17,-0.442790555,-0.43,-0.431719114,-0.45,-0.388778758,-0.39,-0.264865384,-0.27,-0.253993099,-0.25
17.1,-0.421903303,-0.43,-0.453973413,-0.47,-0.374664066,-0.37,-0.260648367,-0.25,-0.225136014,-0.21
17.2,-0.397758166,-0.41,-0.476288968,-0.49,-0.356526348,-0.37,-0.258444649,-0.25,-0.206109547,-0.19
17.3,-0.370988371,-0.37,-0.497439562,-0.49,-0.335054757,-0.33,-0.259896295,-0.25,-0.199164785,-0.19
17.4,-0.344419672,-0.35,-0.516120764,-0.53,-0.310668496,-0.31,-0.27341061,-0.27,-0.214225626,-0.21
17.5,-0.315492177,-0.31,-0.530469095,-0.53,-0.285478767,-0.29,-0.293006806,-0.29,-0.248866017,-0.25
17.6,-0.290409201,-0.29,-0.54817664,-0.55,-0.263078022,-0.27,-0.310868579,-0.31,-0.276145004,-0.29
17.7,-0.27447624,-0.27,-0.565297819,-0.57,-0.253573363,-0.27,-0.32806359,-0.33,-0.295270951,-0.31
17.8,-0.257404195,-0.25,-0.561696378,-0.55,-0.234939488,-0.23,-0.349188016,-0.35,-0.305179827,-0.33
17.9,-0.247101102,-0.25,-0.543851155,-0.55,-0.216878343,-0.21,-0.368621212,-0.39,-0.308686957,-0.33
18,-0.25571919,-0.25,-0.516850446,-0.53,-0.212568868,-0.21,-0.380590424,-0.39,-0.308489415,-0.31
18.1,-0.266267536,-0.27,-0.484345321,-0.49,-0.219829648,-0.23,-0.391945269,-0.41,-0.3068581,-0.31
18.2,-0.274071102,-0.27,-0.449545025,-0.45,-0.22719484,-0.23,-0.403008276,-0.43,-0.305060717,-0.29
18.3,-0.281311259,-0.27,-0.415821678,-0.41,-0.235111073,-0.23,-0.414344076,-0.43,-0.302830072,-0.31
18.4,-0.29805156,-0.31,-0.392803413,-0.39,-0.253463861,-0.25,-0.434614954,-0.45,-0.311674067,-0.31
18.5,-0.31347343,-0.31,-0.367247026,-0.37,-0.271723003,-0.27,-0.450369548,-0.45,-0.31872449,-0.31
18.6,-0.319367822,-0.31,-0.330816111,-0.33,-0.28089209,-0.29,-0.451457658,-0.45,-0.315258376,-0.31
18.7,-0.319976666,-0.31,-0.295535806,-0.29,-0.284549313,-0.29,-0.442738971,-0.45,-0.306589068,-0.31
18.8,-0.316078958,-0.31,-0.263598906,-0.25,-0.285328122,-0.27,-0.426002582,-0.43,-0.296092231,-0.29
18.9,-0.31316194,-0.31,-0.238948872,-0.23,-0.284791189,-0.29,-0.403461324,-0.41,-0.286073027,-0.27
19,-0.310176592,-0.31,-0.226470938,-0.21,-0.28328649,-0.29,-0.376444519,-0.39,-0.277655593,-0.27
19.1,-0.308530991,-0.31,-0.237350879,-0.23,-0.283085153,-0.29,-0.346269176,-0.35,-0.274062436,-0.29
19.2,-0.310519228,-0.31,-0.25195445,-0.25,-0.286438575,-0.29,-0.316786719,-0.33,-0.277390679,-0.27
19.3,-0.317722267,-0.33,-0.267608092,-0.27,-0.295034972,-0.29,-0.28946971,-0.29,-0.287579455,-0.29
19.4,-0.332679604,-0.33,-0.282103645,-0.27,-0.309381169,-0.31,-0.271148161,-0.27,-0.310487346,-0.31
19.5,-0.351799813,-0.35,-0.293869012,-0.29,-0.330069321,-0.33,-0.259872747,-0.25,-0.347807996,-0.35
19.6,-0.381176752,-0.39,-0.302940857,-0.29,-0.360379696,-0.37,-0.244929696,-0.25,-0.385236035,-0.41
19.7,-0.417030756,-0.43,-0.318774758,-0.31,-0.395182629,-0.41,-0.230610343,-0.23,-0.412311094,-0.43
19.8,-0.434824828,-0.43,-0.325700427,-0.31,-0.411087523,-0.41,-0.228501385,-0.21,-0.429806048,-0.45
19.9,-0.443144923,-0.43,-0.32524977,-0.33,-0.416237586,-0.43,-0.240919876,-0.23,-0.442891875,-0.47
20,-0.443297526,-0.43,-0.320253978,-0.31,-0.413648376,-0.41,-0.25192424,-0.25,-0.453330027,-0.47
20.1,-0.439561624,-0.43,-0.313217157,-0.31,-0.404813799,-0.41,-0.261873583,-0.25,-0.462219286,-0.47
20.2,-0.430626157,-0.43,-0.30874824,-0.31,-0.392503739,-0.39,-0.271237971,-0.27,-0.46967677,-0.47
20.3,-0.419673789,-0.43,-0.305382389,-0.29,-0.378352677,-0.37,-0.278866603,-0.29,-0.473823806,-0.47
20.4,-0.407554779,-0.41,-0.306505032,-0.31,-0.363681927,-0.35,-0.285163908,-0.29,-0.477958534,-0.47
20.5,-0.394403118,-0.39,-0.313273482,-0.31,-0.34861464,-0.35,-0.290606043,-0.29,-0.479336426,-0.47
20.6,-0.393116198,-0.39,-0.338443385,-0.33,-0.346936066,-0.35,-0.306060395,-0.31,-0.490407819,-0.49
20.7,-0.381700061,-0.37,-0.363802467,-0.35,-0.336258955,-0.33,-0.314169634,-0.33,-0.486565287,-0.49
20.8,-0.358868317,-0.37,-0.385957881,-0.39,-0.315464134,-0.33,-0.31410339,-0.31,-0.466198305,-0.47
20.9,-0.329002528,-0.33,-0.413704199,-0.43,-0.290639248,-0.29,-0.310468431,-0.31,-0.43593334,-0.43
21,-0.299573937,-0.29,-0.430847007,-0.43,-0.265585363,-0.27,-0.306375204,-0.31,-0.399315833,-0.41
21.1,-0.272123422,-0.27,-0.441332413,-0.43,-0.243789157,-0.23,-0.304193684,-0.31,-0.359269679,-0.37
21.2,-0.247804367,-0.25,-0.448940388,-0.45,-0.23811075,-0.23,-0.304507228,-0.31,-0.319100956,-0.31
21.3,-0.240314331,-0.23,-0.45398279,-0.47,-0.243643794,-0.23,-0.310499614,-0.31,-0.282491291,-0.27
21.4,-0.248719213,-0.23,-0.458582221,-0.47,-0.25077679,-0.25,-0.330811527,-0.33,-0.258410946,-0.27
21.5,-0.26119937,-0.25,-0.462059777,-0.47,-0.2591955,-0.27,-0.361420048,-0.37,-0.242263396,-0.23
21.6,-0.271110584,-0.27,-0.469523058,-0.47,-0.267239144,-0.27,-0.3911833,-0.41,-0.228319285,-0.21
21.7,-0.291047791,-0.29,-0.47999177,-0.47,-0.288638132,-0.29,-0.406707355,-0.43,-0.224490132,-0.21
21.8,-0.304647115,-0.31,-0.472783343,-0.47,-0.301233739,-0.31,-0.415688035,-0.43,-0.239042931,-0.23
21.9,-0.31090365,-0.31,-0.452563432,-0.45,-0.307901505,-0.31,-0.419631097,-0.41,-0.255303929,-0.25
22,-0.31228801,-0.31,-0.423878506,-0.43,-0.31067952,-0.31,-0.418864064,-0.41,-0.269373949,-0.27
22.1,-0.314284046,-0.33,-0.390827972,-0.39,-0.312906823,-0.31,-0.415073532,-0.41,-0.280946913,-0.29
22.2,-0.314153055,-0.31,-0.357889303,-0.37,-0.316512524,-0.31,-0.408098974,-0.41,-0.290198997,-0.29
22.3,-0.316092027,-0.33,-0.324065395,-0.33,-0.324060602,-0.31,-0.398574572,-0.39,-0.2967559,-0.31
22.4,-0.32237636,-0.33,-0.292855639,-0.29,-0.338067442,-0.35,-0.386507177,-0.39,-0.300932649,-0.31
