time,AUV5_ESO_Estimation,AUV6_ESO_Reference,AUV6_ESO_Estimation,AUV7_ESO_Reference,AUV7_ESO_Estimation,AUV8_ESO_Reference,AUV8_ESO_Estimation,AUV9_ESO_Reference,AUV9_ESO_Estimation,
251.5,-0.377063258,-0.39,-0.377601929,-0.37,-0.377106739,-0.37,-0.390030868,-0.39,-0.40172848,-0.41
251.6,-0.38851207,-0.39,-0.389091249,-0.39,-0.388548655,-0.39,-0.400680219,-0.41,-0.403116422,-0.41
251.7,-0.402833864,-0.39,-0.402657119,-0.39,-0.403040984,-0.39,-0.399306912,-0.41,-0.397573554,-0.41
251.8,-0.40233327,-0.39,-0.402097413,-0.39,-0.402684757,-0.39,-0.39349876,-0.39,-0.389699666,-0.39
251.9,-0.395647387,-0.39,-0.395354253,-0.39,-0.39625971,-0.39,-0.385148628,-0.39,-0.380961675,-0.39
252,-0.386791764,-0.39,-0.387154489,-0.39,-0.38747399,-0.39,-0.37766668,-0.37,-0.374469611,-0.39
252.1,-0.379552922,-0.37,-0.379092139,-0.37,-0.380051572,-0.37,-0.372940308,-0.37,-0.370897921,-0.37
252.2,-0.374047543,-0.37,-0.37360609,-0.39,-0.374328095,-0.39,-0.370982846,-0.37,-0.37047274,-0.37
252.3,-0.371202318,-0.37,-0.370802505,-0.37,-0.371269695,-0.37,-0.37149716,-0.37,-0.372475367,-0.37
252.4,-0.370808692,-0.37,-0.370453948,-0.37,-0.3708059,-0.37,-0.373217956,-0.37,-0.375343829,-0.37
252.5,-0.370617537,-0.37,-0.370259325,-0.37,-0.37060082,-0.37,-0.374082781,-0.37,-0.376707612,-0.39
252.6,-0.373413502,-0.37,-0.373066877,-0.37,-0.373348296,-0.37,-0.376978617,-0.37,-0.379189049,-0.39
252.7,-0.377589994,-0.39,-0.377224683,-0.39,-0.37782317,-0.39,-0.379890177,-0.37,-0.381278003,-0.39
252.8,-0.380820304,-0.39,-0.380518539,-0.39,-0.381538844,-0.39,-0.381706892,-0.37,-0.382370411,-0.39
252.9,-0.382622605,-0.39,-0.382379972,-0.39,-0.38343285,-0.39,-0.382731722,-0.37,-0.383030142,-0.39
253,-0.383559311,-0.39,-0.383304739,-0.39,-0.384031355,-0.39,-0.383046395,-0.37,-0.382611081,-0.39
253.1,-0.383305486,-0.39,-0.383093751,-0.39,-0.383727289,-0.39,-0.382829766,-0.37,-0.381616217,-0.39
253.2,-0.382412393,-0.39,-0.382148578,-0.39,-0.382731266,-0.39,-0.382674006,-0.37,-0.381655775,-0.39
253.3,-0.381637564,-0.39,-0.381311201,-0.39,-0.381832656,-0.39,-0.382801669,-0.37,-0.382048447,-0.39
253.4,-0.381302911,-0.39,-0.380914303,-0.39,-0.381256929,-0.39,-0.390172328,-0.39,-0.389516382,-0.39
253.5,-0.381474227,-0.39,-0.381112346,-0.39,-0.381036341,-0.39,-0.39608902,-0.39,-0.408118229,-0.41
253.6,-0.394041616,-0.39,-0.393717079,-0.39,-0.3936904,-0.39,-0.408162182,-0.41,-0.410179736,-0.41
253.7,-0.407930571,-0.41,-0.408368891,-0.41,-0.407867477,-0.41,-0.406017685,-0.39,-0.403758255,-0.41
253.8,-0.407735071,-0.41,-0.40806863,-0.41,-0.407663426,-0.41,-0.398701459,-0.39,-0.394753282,-0.39
253.9,-0.400569146,-0.41,-0.400823673,-0.39,-0.400444567,-0.41,-0.389523849,-0.39,-0.385092389,-0.39
254,-0.391098898,-0.39,-0.392049235,-0.39,-0.391028569,-0.39,-0.381443356,-0.39,-0.377548849,-0.39
254.1,-0.382926665,-0.37,-0.383169533,-0.39,-0.382978936,-0.37,-0.376126088,-0.39,-0.373363058,-0.37
254.2,-0.376529114,-0.37,-0.376836772,-0.39,-0.376662452,-0.37,-0.373875643,-0.37,-0.372408883,-0.37
254.3,-0.37329588,-0.37,-0.373626282,-0.37,-0.373494186,-0.37,-0.374394082,-0.37,-0.37433913,-0.39
254.4,-0.373133154,-0.37,-0.373495157,-0.37,-0.37333346,-0.37,-0.37726093,-0.37,-0.37842666,-0.37
254.5,-0.375567037,-0.37,-0.375893094,-0.39,-0.375448346,-0.37,-0.380502505,-0.37,-0.382273944,-0.37
254.6,-0.379379176,-0.39,-0.379691254,-0.39,-0.378633129,-0.37,-0.383288639,-0.37,-0.384959634,-0.39
254.7,-0.382608049,-0.39,-0.382869715,-0.39,-0.381768459,-0.37,-0.385728296,-0.39,-0.386964571,-0.39
254.8,-0.385196134,-0.39,-0.385480248,-0.39,-0.384613381,-0.39,-0.387256267,-0.39,-0.387764252,-0.39
254.9,-0.387023512,-0.39,-0.387204538,-0.39,-0.386444573,-0.39,-0.387484132,-0.39,-0.387449182,-0.39
255,-0.387698549,-0.39,-0.387665365,-0.39,-0.387301662,-0.39,-0.386833919,-0.39,-0.386885867,-0.39
255.1,-0.387316241,-0.39,-0.387112677,-0.39,-0.387286618,-0.39,-0.385808346,-0.39,-0.386186609,-0.39
255.2,-0.386757752,-0.39,-0.386299263,-0.39,-0.387289279,-0.39,-0.385532607,-0.39,-0.386030661,-0.39
255.3,-0.386461822,-0.39,-0.385878298,-0.39,-0.387403792,-0.39,-0.385769404,-0.37,-0.386266634,-0.39
255.4,-0.386505528,-0.39,-0.385917191,-0.37,-0.387360712,-0.39,-0.392341501,-0.39,-0.392628774,-0.39
255.5,-0.386432833,-0.39,-0.385916486,-0.39,-0.387050258,-0.39,-0.399230525,-0.41,-0.412319092,-0.41
255.6,-0.3898107,-0.39,-0.389555921,-0.39,-0.38996163,-0.39,-0.402058015,-0.41,-0.405091542,-0.41
255.7,-0.398661894,-0.41,-0.398091518,-0.39,-0.398562744,-0.41,-0.394733709,-0.41,-0.392459044,-0.39
255.8,-0.397334984,-0.41,-0.397028104,-0.39,-0.396956014,-0.41,-0.38626171,-0.39,-0.381602256,-0.37
255.9,-0.391584349,-0.39,-0.391410881,-0.39,-0.390591879,-0.39,-0.379804415,-0.37,-0.375048498,-0.37
256,-0.385610282,-0.39,-0.385516176,-0.39,-0.38415214,-0.39,-0.375980024,-0.37,-0.371927153,-0.37
256.1,-0.381747398,-0.39,-0.381612745,-0.37,-0.380390321,-0.39,-0.374949753,-0.37,-0.372399144,-0.37
256.2,-0.378911757,-0.39,-0.378655234,-0.37,-0.378051095,-0.39,-0.376237648,-0.39,-0.375492534,-0.37
256.3,-0.378190008,-0.39,-0.37782279,-0.37,-0.37785913,-0.39,-0.379132061,-0.39,-0.379992321,-0.39
256.4,-0.37910483,-0.39,-0.378678471,-0.37,-0.379189975,-0.39,-0.382192476,-0.39,-0.384113914,-0.39
256.5,-0.380898621,-0.39,-0.380421061,-0.37,-0.381223741,-0.39,-0.385105514,-0.39,-0.387631442,-0.39
256.6,-0.383195505,-0.39,-0.382669835,-0.37,-0.383502712,-0.39,-0.387477988,-0.39,-0.389590708,-0.39
256.7,-0.385007354,-0.39,-0.384340716,-0.39,-0.385280223,-0.39,-0.388301124,-0.39,-0.38975132,-0.39
256.8,-0.385714002,-0.39,-0.385072596,-0.39,-0.385850006,-0.37,-0.38754549,-0.39,-0.388299471,-0.39
256.9,-0.385530463,-0.37,-0.384991049,-0.37,-0.38546738,-0.39,-0.385909488,-0.39,-0.38619368,-0.39
257,-0.385099605,-0.39,-0.384642719,-0.39,-0.384830856,-0.39,-0.384188026,-0.39,-0.38421393,-0.37
257.1,-0.384774686,-0.39,-0.384314792,-0.39,-0.384374873,-0.37,-0.382711698,-0.37,-0.382642339,-0.37
257.2,-0.384554956,-0.37,-0.384140272,-0.39,-0.383969507,-0.37,-0.381889784,-0.37,-0.38168516,-0.37
257.3,-0.384202224,-0.39,-0.38358795,-0.37,-0.383419841,-0.37,-0.381558818,-0.37,-0.381824408,-0.37
257.4,-0.384440682,-0.39,-0.38399737,-0.37,-0.383872087,-0.37,-0.389234204,-0.39,-0.389838456,-0.39
257.5,-0.385507513,-0.39,-0.38511199,-0.39,-0.385101792,-0.39,-0.397673881,-0.41,-0.410938532,-0.41
257.6,-0.399205369,-0.41,-0.399007681,-0.39,-0.399073796,-0.41,-0.411726384,-0.41,-0.414271303,-0.41
257.7,-0.413556074,-0.41,-0.414231948,-0.41,-0.413721158,-0.41,-0.411008516,-0.41,-0.40878258,-0.41
257.8,-0.412847017,-0.41,-0.413444247,-0.41,-0.412975034,-0.41,-0.404035186,-0.39,-0.399394297,-0.41
257.9,-0.405048582,-0.39,-0.405638823,-0.39,-0.405103848,-0.39,-0.39528101,-0.41,-0.390003361,-0.39
258,-0.394848,-0.39,-0.39535122,-0.41,-0.394787076,-0.39,-0.386261652,-0.37,-0.381822271,-0.39
258.1,-0.386083346,-0.39,-0.386453723,-0.37,-0.385959497,-0.39,-0.379746356,-0.37,-0.3769398,-0.39
258.2,-0.379366472,-0.37,-0.379619227,-0.37,-0.379171113,-0.37,-0.376882244,-0.37,-0.375938028,-0.39
258.3,-0.376444394,-0.37,-0.376621923,-0.37,-0.376250962,-0.37,-0.377501619,-0.37,-0.377423273,-0.39
258.4,-0.376842407,-0.37,-0.377338649,-0.37,-0.376651619,-0.37,-0.379885841,-0.37,-0.380127318,-0.39
258.5,-0.379305513,-0.37,-0.380086843,-0.37,-0.379100163,-0.37,-0.382710833,-0.37,-0.38337893,-0.39
258.6,-0.383041704,-0.37,-0.383826248,-0.37,-0.382845228,-0.37,-0.385584803,-0.39,-0.386571863,-0.39
258.7,-0.386979986,-0.39,-0.388057756,-0.39,-0.386774929,-0.39,-0.387587382,-0.39,-0.388457079,-0.39
258.8,-0.389838289,-0.39,-0.391423847,-0.39,-0.389659078,-0.39,-0.389440724,-0.39,-0.389988257,-0.39
258.9,-0.391296702,-0.39,-0.392974569,-0.39,-0.391149962,-0.39,-0.390887728,-0.39,-0.391461416,-0.39
259,-0.391426574,-0.39,-0.392765594,-0.39,-0.391293609,-0.39,-0.391212286,-0.39,-0.391603765,-0.39
259.1,-0.390640772,-0.39,-0.391673443,-0.39,-0.390517471,-0.39,-0.391263162,-0.39,-0.391368794,-0.39
259.2,-0.388825523,-0.39,-0.39052807,-0.39,-0.38870861,-0.39,-0.39105207,-0.39,-0.390599314,-0.39
259.3,-0.387909722,-0.39,-0.38859263,-0.39,-0.387802507,-0.39,-0.39047905,-0.39,-0.389822153,-0.39
259.4,-0.387497326,-0.39,-0.387306487,-0.39,-0.387391871,-0.39,-0.395817102,-0.39,-0.394761029,-0.39
259.5,-0.388429705,-0.39,-0.387682849,-0.39,-0.388323621,-0.39,-0.402727451,-0.41,-0.415290934,-0.43
259.6,-0.401149228,-0.39,-0.400396218,-0.39,-0.400971378,-0.41,-0.414443342,-0.43,-0.417055604,-0.41
259.7,-0.416296287,-0.43,-0.415314746,-0.41,-0.416240894,-0.43,-0.412352054,-0.41,-0.410338494,-0.41
259.8,-0.415875756,-0.43,-0.415348339,-0.41,-0.415719579,-0.41,-0.404694342,-0.39,-0.400463846,-0.41
259.9,-0.408010175,-0.41,-0.407603305,-0.41,-0.407786049,-0.41,-0.395227638,-0.39,-0.390847445,-0.39
260,-0.398004735,-0.39,-0.398054406,-0.41,-0.397808833,-0.41,-0.387701702,-0.39,-0.384371994,-0.37
260.1,-0.38884693,-0.39,-0.389103414,-0.39,-0.388689627,-0.39,-0.382298456,-0.39,-0.380389296,-0.37
260.2,-0.382991956,-0.37,-0.383285622,-0.39,-0.382824603,-0.39,-0.379968539,-0.39,-0.379923033,-0.37
260.3,-0.379797,-0.37,-0.379969127,-0.39,-0.379682127,-0.39,-0.380735215,-0.39,-0.382124318,-0.37
260.4,-0.372206263,-0.37,-0.372258844,-0.37,-0.372135396,-0.37,-0.375607107,-0.39,-0.377271957,-0.37
260.5,-0.368319712,-0.37,-0.368159778,-0.37,-0.368272123,-0.37,-0.372100429,-0.37,-0.374327727,-0.37
260.6,-0.370664899,-0.37,-0.370375533,-0.37,-0.370671057,-0.37,-0.374238205,-0.37,-0.376600508,-0.39
260.7,-0.375619522,-0.39,-0.375272852,-0.37,-0.375039315,-0.37,-0.378518483,-0.39,-0.380262855,-0.39
260.8,-0.381040168,-0.37,-0.380668402,-0.39,-0.38098731,-0.37,-0.382734057,-0.39,-0.383859292,-0.39
260.9,-0.385912714,-0.39,-0.385524164,-0.39,-0.385807046,-0.39,-0.386194669,-0.39,-0.386879373,-0.39
261,-0.390137097,-0.39,-0.390185315,-0.39,-0.39002499,-0.39,-0.389546149,-0.39,-0.38987663,-0.39
261.1,-0.3918292,-0.39,-0.392358867,-0.39,-0.391722903,-0.39,-0.390998215,-0.39,-0.391026431,-0.39
261.2,-0.391454913,-0.39,-0.392442185,-0.39,-0.391358682,-0.39,-0.391012681,-0.39,-0.390995008,-0.39
261.3,-0.391535533,-0.39,-0.391796733,-0.39,-0.391430839,-0.39,-0.390698904,-0.39,-0.390759382,-0.39
261.4,-0.390822814,-0.39,-0.390854471,-0.39,-0.390735106,-0.39,-0.396937173,-0.39,-0.397700075,-0.39
261.5,-0.39010455,-0.39,-0.389984886,-0.39,-0.39002351,-0.39,-0.402709164,-0.39,-0.41590259,-0.43
261.6,-0.402457253,-0.41,-0.401890161,-0.39,-0.40238543,-0.41,-0.414381246,-0.41,-0.416818396,-0.43
261.7,-0.415476555,-0.43,-0.415547022,-0.41,-0.415554993,-0.41,-0.411637444,-0.41,-0.409467902,-0.41
261.8,-0.414294012,-0.43,-0.414294278,-0.41,-0.414219436,-0.41,-0.403994584,-0.41,-0.399694116,-0.39
261.9,-0.405842092,-0.41,-0.4057802,-0.39,-0.405667736,-0.41,-0.394703236,-0.41,-0.39010529,-0.39
262,-0.395708734,-0.41,-0.395858014,-0.39,-0.395535262,-0.39,-0.387035805,-0.39,-0.383029793,-0.39
262.1,-0.387816728,-0.39,-0.388188641,-0.39,-0.387675679,-0.39,-0.382229857,-0.39,-0.379526345,-0.39
262.2,-0.382048781,-0.37,-0.382646379,-0.37,-0.381935963,-0.39,-0.380602745,-0.39,-0.379379486,-0.39
262.3,-0.379683396,-0.37,-0.380394486,-0.37,-0.379625719,-0.39,-0.381579171,-0.39,-0.381482882,-0.39
262.4,-0.380204165,-0.37,-0.380884062,-0.37,-0.380146412,-0.39,-0.384363914,-0.39,-0.385300992,-0.39
262.5,-0.383045968,-0.37,-0.383691791,-0.37,-0.383005962,-0.39,-0.388054661,-0.39,-0.389354682,-0.39
262.6,-0.386845778,-0.39,-0.387370073,-0.39,-0.386803432,-0.39,-0.391011268,-0.39,-0.392023347,-0.39
262.7,-0.390336984,-0.39,-0.390710337,-0.39,-0.390281305,-0.39,-0.392762402,-0.39,-0.393330268,-0.39
262.8,-0.392377106,-0.39,-0.392669544,-0.39,-0.392283324,-0.39,-0.393586523,-0.39,-0.393691535,-0.39
262.9,-0.39341139,-0.39,-0.393629205,-0.39,-0.393324812,-0.39,-0.39342257,-0.39,-0.393072046,-0.39
263,-0.393345582,-0.39,-0.393608577,-0.39,-0.393290998,-0.39,-0.392766152,-0.39,-0.392155376,-0.39
263.1,-0.392545118,-0.39,-0.392981296,-0.39,-0.392506537,-0.39,-0.392139774,-0.39,-0.391255796,-0.39
263.2,-0.39117419,-0.39,-0.391710727,-0.39,-0.391153029,-0.39,-0.39108278,-0.39,-0.390785257,-0.39
263.3,-0.390296721,-0.39,-0.391024196,-0.39,-0.390298193,-0.39,-0.391099843,-0.39,-0.390627889,-0.39
263.4,-0.390740632,-0.39,-0.391018889,-0.39,-0.390725919,-0.39,-0.398089436,-0.41,-0.397906313,-0.41
263.5,-0.391556943,-0.39,-0.39217322,-0.39,-0.391514322,-0.39,-0.406190204,-0.41,-0.420048178,-0.43
263.6,-0.405197894,-0.41,-0.405353784,-0.41,-0.405152687,-0.41,-0.419062581,-0.41,-0.422060875,-0.43
263.7,-0.42097637,-0.43,-0.420508261,-0.41,-0.420948642,-0.43,-0.417850594,-0.41,-0.415274467,-0.41
263.8,-0.420244019,-0.43,-0.419836109,-0.41,-0.420109185,-0.43,-0.409972116,-0.41,-0.404933306,-0.41
263.9,-0.412319736,-0.41,-0.412042128,-0.41,-0.412098106,-0.41,-0.400428245,-0.39,-0.39460112,-0.41
264,-0.401966009,-0.41,-0.401711391,-0.41,-0.401705493,-0.41,-0.391419821,-0.39,-0.387152379,-0.39
264.1,-0.392345397,-0.39,-0.39262347,-0.39,-0.392189945,-0.39,-0.385363017,-0.39,-0.382783586,-0.39
264.2,-0.385953666,-0.39,-0.385731688,-0.39,-0.385866656,-0.39,-0.382497241,-0.39,-0.381988173,-0.39
264.3,-0.379384263,-0.37,-0.379294749,-0.39,-0.379326532,-0.39,-0.379692211,-0.39,-0.380947055,-0.39
264.4,-0.370315819,-0.37,-0.370388723,-0.37,-0.370261192,-0.37,-0.373473845,-0.37,-0.375842523,-0.39
264.5,-0.369823927,-0.37,-0.36991298,-0.37,-0.369829201,-0.37,-0.37366864,-0.37,-0.376721045,-0.39
264.6,-0.373478807,-0.37,-0.373940796,-0.37,-0.373472479,-0.37,-0.378066032,-0.39,-0.380906577,-0.39
264.7,-0.380002787,-0.39,-0.380365854,-0.39,-0.379988885,-0.39,-0.383408031,-0.39,-0.385645821,-0.37
264.8,-0.386511446,-0.39,-0.386253866,-0.39,-0.386491038,-0.39,-0.388640759,-0.39,-0.38977972,-0.39
264.9,-0.392310068,-0.39,-0.392013489,-0.39,-0.392276338,-0.39,-0.392759623,-0.39,-0.392883438,-0.39
265,-0.396363545,-0.39,-0.396123517,-0.39,-0.39631396,-0.39,-0.396079111,-0.39,-0.395588068,-0.39
265.1,-0.397345317,-0.39,-0.397133688,-0.39,-0.397285621,-0.39,-0.396458293,-0.39,-0.395804249,-0.39
265.2,-0.397178806,-0.39,-0.397417971,-0.39,-0.397115497,-0.39,-0.396499606,-0.39,-0.395798477,-0.39
265.3,-0.396828906,-0.39,-0.396604183,-0.39,-0.396766383,-0.39,-0.395806366,-0.39,-0.395223436,-0.41
265.4,-0.395598203,-0.41,-0.395347327,-0.39,-0.395541692,-0.39,-0.402048566,-0.41,-0.401926438,-0.39
265.5,-0.394112403,-0.39,-0.393892783,-0.41,-0.394037554,-0.39,-0.406838063,-0.41,-0.420171979,-0.41
265.6,-0.406019784,-0.41,-0.405791015,-0.39,-0.405960978,-0.41,-0.418503704,-0.43,-0.42071218,-0.41
265.7,-0.419130795,-0.43,-0.419670152,-0.41,-0.419228587,-0.43,-0.415710876,-0.41,-0.413531366,-0.41
265.8,-0.417804602,-0.43,-0.418244111,-0.41,-0.417734552,-0.43,-0.407300514,-0.41,-0.40303934,-0.39
265.9,-0.409382582,-0.41,-0.409810502,-0.41,-0.409256857,-0.41,-0.397598639,-0.39,-0.393451409,-0.39
266,-0.399665292,-0.39,-0.399975368,-0.41,-0.399500064,-0.41,-0.38993892,-0.39,-0.38652557,-0.39
266.1,-0.391738898,-0.39,-0.392023032,-0.39,-0.391602503,-0.39,-0.385321533,-0.37,-0.383073276,-0.37
266.2,-0.386288209,-0.39,-0.38658102,-0.39,-0.386170291,-0.39,-0.383882466,-0.39,-0.382811988,-0.37
266.3,-0.383869882,-0.37,-0.384217336,-0.39,-0.383789386,-0.39,-0.384885883,-0.39,-0.385126741,-0.39
266.4,-0.38406838,-0.37,-0.384518508,-0.37,-0.38403345,-0.39,-0.388100186,-0.39,-0.389367155,-0.39
266.5,-0.386836766,-0.39,-0.387381112,-0.39,-0.386842227,-0.39,-0.391916733,-0.39,-0.393227293,-0.39
266.6,-0.390569305,-0.39,-0.391190324,-0.39,-0.390589916,-0.39,-0.394825206,-0.39,-0.395904011,-0.39
266.7,-0.393637836,-0.39,-0.394297109,-0.39,-0.393653555,-0.39,-0.396300112,-0.39,-0.397155006,-0.39
266.8,-0.395302222,-0.41,-0.396333986,-0.41,-0.395314632,-0.39,-0.397385907,-0.39,-0.397806409,-0.39
266.9,-0.397192264,-0.39,-0.397866243,-0.41,-0.397177648,-0.41,-0.397965716,-0.39,-0.397775786,-0.39
267,-0.397770484,-0.39,-0.398331825,-0.41,-0.397745069,-0.41,-0.397430459,-0.39,-0.39697523,-0.39
267.1,-0.397171205,-0.39,-0.397569801,-0.41,-0.397130571,-0.41,-0.396785936,-0.39,-0.39603021,-0.39
267.2,-0.396556192,-0.39,-0.396786763,-0.41,-0.396508313,-0.41,-0.395539417,-0.41,-0.394806539,-0.39
267.3,-0.395938907,-0.39,-0.395856737,-0.41,-0.395884413,-0.41,-0.395173214,-0.39,-0.394858727,-0.41
267.4,-0.396236736,-0.39,-0.395855561,-0.39,-0.396194925,-0.41,-0.402020035,-0.41,-0.401758579,-0.39
267.5,-0.39710449,-0.39,-0.396827327,-0.41,-0.397066561,-0.41,-0.409967527,-0.41,-0.424004283,-0.41
267.6,-0.410278009,-0.41,-0.410113548,-0.41,-0.410226036,-0.41,-0.422947086,-0.43,-0.426437964,-0.43
267.7,-0.417350885,-0.43,-0.416777642,-0.43,-0.417537975,-0.43,-0.412864419,-0.41,-0.411269824,-0.41
267.8,-0.409891458,-0.41,-0.40958801,-0.41,-0.409915201,-0.41,-0.397895347,-0.41,-0.393962275,-0.39
267.9,-0.400273969,-0.39,-0.40012104,-0.39,-0.400243716,-0.41,-0.386734074,-0.39,-0.382220341,-0.37
268,-0.391645776,-0.39,-0.39142655,-0.39,-0.391597114,-0.39,-0.380214237,-0.37,-0.376601787,-0.37
268.1,-0.386248653,-0.39,-0.386320318,-0.39,-0.38620403,-0.39,-0.378079699,-0.37,-0.375885538,-0.39
268.2,-0.38365893,-0.39,-0.38333082,-0.37,-0.383617137,-0.37,-0.379309929,-0.37,-0.378938273,-0.39
268.3,-0.383350875,-0.39,-0.382971735,-0.37,-0.383314927,-0.37,-0.383255515,-0.37,-0.384372302,-0.39
268.4,-0.385972438,-0.39,-0.385550602,-0.39,-0.385924697,-0.39,-0.388871907,-0.39,-0.391088881,-0.39
268.5,-0.389962249,-0.39,-0.389563408,-0.39,-0.389931738,-0.39,-0.394173812,-0.41,-0.396704559,-0.39
268.6,-0.393963181,-0.39,-0.393641541,-0.39,-0.39394596,-0.39,-0.39838952,-0.41,-0.400485198,-0.39
268.7,-0.397343302,-0.39,-0.397073848,-0.41,-0.397316872,-0.39,-0.400583426,-0.41,-0.401777757,-0.39
268.8,-0.399005832,-0.39,-0.39878998,-0.41,-0.398976529,-0.39,-0.400598113,-0.41,-0.401192966,-0.39
268.9,-0.398848991,-0.39,-0.398667107,-0.41,-0.398799096,-0.39,-0.399313434,-0.41,-0.399363063,-0.39
269,-0.397772782,-0.39,-0.397586027,-0.41,-0.397726311,-0.39,-0.396816303,-0.41,-0.396877945,-0.39
269.1,-0.396447874,-0.39,-0.396180302,-0.41,-0.396406984,-0.39,-0.394451676,-0.39,-0.394124379,-0.39
269.2,-0.394936734,-0.41,-0.394549218,-0.39,-0.394913813,-0.39,-0.392168893,-0.39,-0.392102871,-0.39
269.3,-0.393475508,-0.39,-0.393038026,-0.39,-0.393450656,-0.39,-0.391034954,-0.39,-0.391213742,-0.39
269.4,-0.3926339,-0.39,-0.392118407,-0.39,-0.392617415,-0.39,-0.398127111,-0.41,-0.39851963,-0.39
269.5,-0.393107255,-0.39,-0.392465726,-0.39,-0.39310791,-0.39,-0.406858291,-0.41,-0.420649623,-0.41
269.6,-0.408255669,-0.41,-0.40756058,-0.41,-0.40824854,-0.41,-0.421994951,-0.41,-0.424471815,-0.43
269.7,-0.424303105,-0.43,-0.424573784,-0.43,-0.42445824,-0.41,-0.4216022,-0.41,-0.419388267,-0.41
269.8,-0.42459214,-0.41,-0.424610201,-0.41,-0.424547662,-0.43,-0.414947419,-0.41,-0.410174357,-0.41
269.9,-0.417047311,-0.41,-0.417080064,-0.43,-0.41695291,-0.41,-0.405855916,-0.39,-0.400518827,-0.39
270,-0.406708435,-0.41,-0.406774072,-0.41,-0.406541299,-0.41,-0.396795242,-0.41,-0.392296869,-0.39
270.1,-0.396759104,-0.39,-0.396871312,-0.41,-0.396585317,-0.41,-0.390216106,-0.39,-0.38732787,-0.39
270.2,-0.389414693,-0.39,-0.3899486,-0.39,-0.389328817,-0.39,-0.387316716,-0.39,-0.385871628,-0.39
270.3,-0.38622359,-0.39,-0.386557529,-0.39,-0.386174772,-0.39,-0.387012072,-0.39,-0.387200471,-0.39
270.4,-0.386105725,-0.39,-0.386578494,-0.39,-0.386103884,-0.39,-0.38878616,-0.39,-0.389965687,-0.39
270.5,-0.388763399,-0.39,-0.389303085,-0.39,-0.388779834,-0.39,-0.391362607,-0.39,-0.392942286,-0.39
270.6,-0.390134823,-0.39,-0.390757867,-0.39,-0.390166096,-0.39,-0.392222645,-0.39,-0.393908817,-0.39
270.7,-0.384492045,-0.37,-0.385072146,-0.37,-0.384511356,-0.39,-0.385969398,-0.39,-0.387239595,-0.39
270.8,-0.384402844,-0.39,-0.385134994,-0.39,-0.384488652,-0.39,-0.385231917,-0.39,-0.385798941,-0.39
270.9,-0.386845843,-0.39,-0.387433831,-0.39,-0.386896496,-0.39,-0.386601627,-0.39,-0.386601312,-0.39
271,-0.38903997,-0.39,-0.389798869,-0.39,-0.389057822,-0.39,-0.388189954,-0.39,-0.387780094,-0.39
271.1,-0.391956401,-0.39,-0.392215975,-0.39,-0.391950262,-0.39,-0.390848855,-0.39,-0.390318723,-0.39
271.2,-0.394761025,-0.39,-0.394755945,-0.39,-0.394742296,-0.39,-0.394156636,-0.39,-0.393346396,-0.39
271.3,-0.398233451,-0.39,-0.398133974,-0.41,-0.398199408,-0.39,-0.397453009,-0.39,-0.396693119,-0.39
271.4,-0.400153839,-0.39,-0.400081191,-0.41,-0.400098956,-0.39,-0.406149596,-0.39,-0.405668291,-0.41
271.5,-0.400546775,-0.39,-0.400645327,-0.41,-0.400491282,-0.39,-0.414457721,-0.43,-0.428642041,-0.43
271.6,-0.413182954,-0.41,-0.413494257,-0.41,-0.413119876,-0.41,-0.426586764,-0.43,-0.430281794,-0.43
271.7,-0.427475005,-0.43,-0.427493559,-0.43,-0.427560058,-0.43,-0.423030281,-0.43,-0.422255132,-0.43
271.8,-0.42462127,-0.43,-0.424355282,-0.43,-0.424546787,-0.43,-0.413127184,-0.41,-0.410015488,-0.41
271.9,-0.414779696,-0.41,-0.414338184,-0.43,-0.414618903,-0.43,-0.401347949,-0.39,-0.398022332,-0.41
272,-0.403275219,-0.41,-0.402869121,-0.39,-0.403193749,-0.39,-0.391753807,-0.39,-0.388735032,-0.39
272.1,-0.393331556,-0.39,-0.39317057,-0.39,-0.393277763,-0.39,-0.385766693,-0.39,-0.383364738,-0.37
272.2,-0.387286427,-0.39,-0.386886533,-0.39,-0.387281814,-0.39,-0.383107389,-0.37,-0.381726444,-0.37
272.3,-0.384821662,-0.39,-0.384441657,-0.37,-0.384846003,-0.39,-0.383843061,-0.37,-0.38329986,-0.37
272.4,-0.38590614,-0.37,-0.385539934,-0.39,-0.385922075,-0.39,-0.387037374,-0.39,-0.387208241,-0.39
272.5,-0.389638188,-0.39,-0.389360824,-0.39,-0.38968686,-0.39,-0.39143808,-0.39,-0.39256547,-0.39
272.6,-0.394117928,-0.39,-0.393877738,-0.39,-0.394164602,-0.39,-0.395542008,-0.39,-0.397355528,-0.41
272.7,-0.398417332,-0.39,-0.398488398,-0.41,-0.398425714,-0.41,-0.398811886,-0.41,-0.400799901,-0.41
272.8,-0.40101272,-0.39,-0.401429643,-0.41,-0.400997762,-0.41,-0.400484887,-0.41,-0.402158379,-0.41
272.9,-0.401543728,-0.39,-0.402191809,-0.41,-0.401497255,-0.41,-0.400421889,-0.41,-0.401880517,-0.41
273,-0.401517153,-0.39,-0.401594019,-0.41,-0.401488855,-0.41,-0.399566423,-0.41,-0.400797603,-0.41
273.1,-0.400648033,-0.39,-0.400375402,-0.41,-0.400603012,-0.41,-0.398237682,-0.41,-0.399491306,-0.41
