time,AUV5_Error,AUV6_Error,AUV7_Error,AUV8_Error,AUV9_Error
232.2,0.005742704,0.006113176,0.005511135,0.003998344,0.003376946
232.3,0.004540681,0.0050084,0.004226917,0.002615371,0.001850318
232.4,0.003463824,0.004100475,0.002999489,0.001747425,0.001069702
232.5,0.003024642,0.003775379,0.002421776,0.001876239,0.001510318
232.6,0.003250062,0.003969226,0.002658621,0.002494375,0.002164005
232.7,0.003686419,0.004321438,0.003154646,0.003068136,0.002687219
232.8,0.003863736,0.004457288,0.003361802,0.00329004,0.00285237
232.9,0.003572989,0.00421317,0.003100118,0.003081358,0.002561296
233,0.004125436,0.004708436,0.003795015,0.003816612,0.003388881
233.1,0.005174744,0.005651511,0.004965597,0.004985026,0.004669378
233.2,0.00595158,0.006350724,0.005806396,0.005822281,0.005577832
233.3,0.006170464,0.006523054,0.006051866,0.006094354,0.005894069
233.4,0.005904401,0.006251223,0.005785479,0.005823945,0.005651213
233.5,0.005378024,0.005759414,0.005227348,0.005064458,0.004610142
233.6,0.004452924,0.004933254,0.004212993,0.004426161,0.00430983
233.7,0.00349733,0.0041146,0.003103707,0.004894575,0.005505383
233.8,0.004024798,0.004586155,0.003679146,0.006045596,0.006668513
233.9,0.005529348,0.005955169,0.005290506,0.006742485,0.006967337
234,0.006557932,0.006919927,0.00635491,0.006567193,0.006317572
234.1,0.006671045,0.007025848,0.006454356,0.005590187,0.004955954
234.2,0.005962535,0.006362317,0.005694956,0.00410576,0.003283088
234.3,0.004733241,0.005222183,0.004385055,0.002558406,0.001746221
234.4,0.003466102,0.004083843,0.00300324,0.001489388,0.000887339
234.5,0.002653515,0.00337743,0.002079635,0.001399676,0.001049335
234.6,0.00253522,0.003236929,0.001979476,0.001731657,0.001248731
234.7,0.002757048,0.003394113,0.002256296,0.001932118,0.001256299
234.8,0.002923238,0.003558456,0.002416999,0.002073649,0.001320587
234.9,0.002953406,0.003628734,0.002419863,0.002343683,0.001661355
235,0.002685821,0.0034159,0.002115109,0.002377946,0.00165669
235.1,0.002542376,0.003200272,0.002073971,0.002309081,0.001464439
235.2,0.003676267,0.004081935,0.003467596,0.003386483,0.002878684
235.3,0.005019537,0.005308026,0.004914967,0.004653465,0.004358857
235.4,0.005888172,0.00616205,0.005815716,0.005480906,0.005311326
235.5,0.006152768,0.006438831,0.006085559,0.005733706,0.00534642
235.6,0.005630483,0.00594646,0.005548044,0.005701401,0.005593557
235.7,0.004676034,0.005022431,0.004545326,0.005910839,0.00642558
235.8,0.004652332,0.004987918,0.004500713,0.006473557,0.0071069
235.9,0.005704147,0.005992937,0.005560393,0.006793819,0.007111134
236,0.006566757,0.006834085,0.00641811,0.006493188,0.006356651
236.1,0.006628743,0.006901031,0.006462124,0.005577123,0.005054307
236.2,0.005898171,0.006196571,0.005697513,0.004292744,0.003562158
236.3,0.004671285,0.005022006,0.004419066,0.003037677,0.002364025
236.4,0.00342093,0.003864851,0.003084586,0.002286098,0.001954277
236.5,0.002727779,0.003260299,0.002302194,0.002264696,0.002204822
236.6,0.002783111,0.003305182,0.00236824,0.002521409,0.002465188
236.7,0.003126802,0.003563776,0.002767618,0.002654862,0.002478302
236.8,0.003361312,0.003675792,0.003030106,0.00264394,0.002317656
236.9,0.003353372,0.003568884,0.003021723,0.002473404,0.002018655
237,0.003216475,0.003376678,0.002937786,0.002122574,0.001546103
237.1,0.003967182,0.004083065,0.003800383,0.003106342,0.002786657
237.2,0.005063228,0.005179374,0.004959056,0.004482783,0.004309714
237.3,0.005829464,0.005977385,0.005745668,0.005431668,0.00532681
237.4,0.006055485,0.006233146,0.005969889,0.005737919,0.005667946
237.5,0.00581983,0.0060328,0.005719755,0.005434186,0.005067657
237.6,0.005031204,0.005327117,0.004889565,0.004998023,0.004886233
237.7,0.004013888,0.004456059,0.003771772,0.00524536,0.005829399
237.8,0.004215876,0.004700224,0.00396643,0.006156873,0.00684346
237.9,0.005505644,0.005891543,0.005318026,0.006796005,0.007140682
238,0.00645871,0.00677013,0.006302434,0.006710442,0.006599791
238.1,0.006569116,0.006844912,0.006413552,0.005925951,0.005470783
238.2,0.00591713,0.006193977,0.005732759,0.004730278,0.004179008
238.3,0.004903027,0.005218233,0.004657693,0.003533209,0.003208861
238.4,0.004006185,0.00435834,0.003684385,0.002842557,0.002949699
238.5,0.003605929,0.003942703,0.003235556,0.002803834,0.003150668
238.6,0.003639848,0.003992517,0.003272873,0.003017402,0.003322361
238.7,0.003746574,0.004231166,0.003401803,0.002929505,0.003111323
238.8,0.004366545,0.004924023,0.004088827,0.003241854,0.003291615
238.9,0.005408121,0.00591376,0.005193803,0.004250391,0.004200969
239,0.006221927,0.006657817,0.006044422,0.005154064,0.005052154
239.1,0.006497121,0.006870915,0.006335876,0.005550098,0.005417489
239.2,0.00623994,0.006547341,0.006082171,0.005435419,0.005286801
239.3,0.005637312,0.005865293,0.005469413,0.004963533,0.004828871
239.4,0.004959485,0.005100737,0.004760307,0.004294576,0.004219892
239.5,0.004541597,0.004565361,0.004297292,0.0035445,0.003061633
239.6,0.004218457,0.004105639,0.003936117,0.0035701,0.003546344
239.7,0.004072942,0.003940856,0.003762516,0.004754083,0.005436108
239.8,0.004910213,0.004946772,0.004670502,0.006188334,0.006859249
239.9,0.006265122,0.006424773,0.006085264,0.006967304,0.00728147
240,0.007167499,0.007387854,0.006996746,0.006869411,0.006771055
240.1,0.007246203,0.00749376,0.007058111,0.006075813,0.005686816
240.2,0.006607343,0.006864093,0.006391045,0.00498136,0.004545857
240.3,0.005562295,0.005811877,0.005302976,0.003959615,0.003725639
240.4,0.005050491,0.005239779,0.004789266,0.004008706,0.004043475
240.5,0.005829299,0.005906437,0.005636809,0.005267622,0.005356083
240.6,0.006990813,0.006995334,0.006847853,0.006390627,0.006431197
240.7,0.00764551,0.007657413,0.007518765,0.006843281,0.006817884
240.8,0.007563641,0.00763181,0.007433204,0.006584753,0.006522218
240.9,0.006875913,0.00700532,0.006727399,0.005787883,0.005698369
241,0.005789612,0.005984343,0.00560732,0.004650689,0.004547443
241.1,0.004675097,0.004943679,0.004437226,0.003501314,0.003443722
241.2,0.003458396,0.003832462,0.003103169,0.002385399,0.002273731
241.3,0.002514587,0.003108187,0.00196465,0.002197992,0.001528653
241.4,0.003651057,0.004206535,0.003296511,0.003872991,0.003216001
241.5,0.005235943,0.005734536,0.005004597,0.005432842,0.004498636
241.6,0.006085373,0.006586235,0.005893235,0.006650109,0.006067134
241.7,0.00627312,0.006781613,0.006071067,0.007630406,0.007570115
241.8,0.006520303,0.006946921,0.006264119,0.008038399,0.00810178
241.9,0.007329557,0.007592465,0.007017271,0.007960917,0.007807343
242,0.008295444,0.008450653,0.007990134,0.007830897,0.007348415
242.1,0.008754432,0.008879624,0.008481946,0.007586361,0.0068974
242.2,0.0084465,0.008588103,0.008198052,0.007060927,0.006389677
242.3,0.007460177,0.007649708,0.007213104,0.006218608,0.005715522
242.4,0.006109966,0.006367006,0.005832658,0.005146261,0.004811576
242.5,0.004658626,0.004997854,0.004318886,0.003947557,0.003643372
242.6,0.003433485,0.00386662,0.002990036,0.002913698,0.002419062
242.7,0.002835188,0.003318318,0.002297975,0.002564796,0.001770973
242.8,0.002917058,0.003364424,0.002384729,0.002907554,0.002082253
242.9,0.003278563,0.00367947,0.002774936,0.003385278,0.00266546
243,0.003615312,0.003978926,0.003125925,0.003697937,0.003046074
243.1,0.003786896,0.004115997,0.003292611,0.003705031,0.003040417
243.2,0.003549857,0.003857807,0.003000873,0.003198162,0.00243844
243.3,0.003519374,0.003788628,0.00297406,0.00301288,0.002290221
243.4,0.004708269,0.004904932,0.004331336,0.004332074,0.003943557
243.5,0.006104878,0.006272946,0.005828592,0.005770494,0.005212499
243.6,0.006731229,0.006906245,0.006485084,0.006802903,0.0065266
243.7,0.006612962,0.006799029,0.006357459,0.00752754,0.007718851
243.8,0.006538661,0.006726989,0.006288673,0.007955829,0.008218766
243.9,0.006752914,0.006935563,0.006519234,0.007812555,0.007787005
244,0.006865303,0.007049166,0.006636623,0.007015309,0.006545918
244.1,0.006556973,0.006763514,0.006309075,0.005723117,0.004859974
244.2,0.005739901,0.005988239,0.005460213,0.004226855,0.003121657
244.3,0.004602641,0.004909859,0.004289771,0.002919904,0.001849084
244.4,0.003505481,0.003894403,0.003165574,0.002300288,0.00163034
244.5,0.002748216,0.00324083,0.002392532,0.002258625,0.001887226
244.6,0.00213495,0.002768132,0.001671683,0.001893572,0.001600903
244.7,0.003462245,0.003890665,0.00315863,0.003100418,0.003017805
244.8,0.005183051,0.005465302,0.004953245,0.004772431,0.004747574
244.9,0.006277103,0.006489825,0.00606856,0.005911967,0.00588354
245,0.006560328,0.006749408,0.006350459,0.006272007,0.006206467
245.1,0.006117926,0.006314559,0.005884664,0.005869401,0.005752853
245.2,0.005167834,0.005403624,0.004882283,0.00488642,0.004724362
245.3,0.003988022,0.004317248,0.003616024,0.003626257,0.003446139
245.4,0.003110947,0.003564716,0.002661254,0.002673233,0.002523101
245.5,0.003041083,0.003536481,0.002649965,0.002389986,0.001160931
245.6,0.003077091,0.003583611,0.002756202,0.003170003,0.002632846
245.7,0.00311586,0.003616153,0.002806474,0.004663968,0.004961978
245.8,0.00397149,0.004377638,0.003713454,0.00593702,0.006323249
245.9,0.00533678,0.005639695,0.005115606,0.006562109,0.006679393
246,0.006891451,0.007118504,0.006710884,0.00708449,0.006860605
246.1,0.007857716,0.008050506,0.00770774,0.007402902,0.00700917
246.2,0.007970178,0.008158683,0.007836255,0.007329627,0.006994121
246.3,0.007331102,0.007539603,0.007197227,0.006819175,0.006652047
246.4,0.006236447,0.006497078,0.006079599,0.005943824,0.005937822
246.5,0.004993306,0.005348139,0.004802215,0.004839333,0.004906038
246.6,0.003941716,0.004415564,0.003722939,0.003715691,0.003719958
246.7,0.003467536,0.004023271,0.003249453,0.002925961,0.002718439
246.8,0.003451469,0.004024426,0.00325354,0.002674924,0.002225428
246.9,0.003589383,0.004144023,0.003388441,0.00277139,0.002230201
247,0.003525515,0.004094295,0.003281899,0.002679416,0.002137143
247.1,0.002840582,0.003493258,0.002484938,0.001890451,0.001302268
247.2,0.003411287,0.003926466,0.003105294,0.002882614,0.002741239
247.3,0.004843018,0.005182141,0.00463995,0.004669884,0.004707095
247.4,0.005991928,0.00625184,0.005838664,0.005975275,0.006086282
247.5,0.006520476,0.006761017,0.006376993,0.006447383,0.006311804
247.6,0.006185441,0.006442051,0.006018447,0.006360897,0.006409638
247.7,0.005234486,0.005517893,0.005005651,0.006338991,0.006895806
247.8,0.004886862,0.00517396,0.004637546,0.006642104,0.007280297
247.9,0.005666277,0.00591081,0.0054577,0.006875871,0.007175431
248,0.006517647,0.00673074,0.006337861,0.006679936,0.006518577
248.1,0.00677697,0.006994411,0.00659533,0.006006943,0.005514077
248.2,0.006135586,0.006381112,0.00592656,0.004863214,0.004323653
248.3,0.005056784,0.005333797,0.004810402,0.003930009,0.003686667
248.4,0.004985643,0.005248492,0.004755527,0.004605886,0.004714184
248.5,0.00587825,0.006105217,0.005703321,0.005966612,0.006152006
248.6,0.006752088,0.006949222,0.006609619,0.006889055,0.007010608
248.7,0.007094447,0.007211936,0.006952741,0.007000716,0.007039108
248.8,0.006806361,0.006780209,0.00664433,0.006389552,0.006361884
248.9,0.005987384,0.005809501,0.005791087,0.005285193,0.005195289
249,0.004932239,0.004680025,0.004690318,0.004002389,0.003835111
249.1,0.004102844,0.003891459,0.003815369,0.003057198,0.002816999
249.2,0.003772995,0.003707995,0.003461519,0.002841946,0.002672272
249.3,0.00374315,0.003816725,0.003425853,0.003075799,0.00312979
249.4,0.003641095,0.003721488,0.003322388,0.003237982,0.003491346
249.5,0.004014176,0.004161465,0.003732409,0.003649575,0.003240394
249.6,0.005391537,0.00549601,0.005177315,0.005552134,0.005202786
249.7,0.006884237,0.00694005,0.006691349,0.007853267,0.007860387
249.8,0.008253574,0.008309302,0.008080537,0.009525166,0.009522152
249.9,0.00913307,0.009241351,0.008963598,0.009952817,0.009672641
250,0.009017902,0.009218258,0.008837749,0.00903283,0.008409516
250.1,0.007888743,0.008183227,0.007685806,0.007120965,0.006169016
250.2,0.006152923,0.006534834,0.005903542,0.004839853,0.003607893
250.3,0.004394764,0.004855058,0.004058427,0.002897052,0.001568426
250.4,0.003059152,0.003568088,0.002570414,0.001895619,0.001341412
250.5,0.002734061,0.003167873,0.002206245,0.002211113,0.002271395
250.6,0.003972177,0.004225581,0.003674281,0.003718548,0.003753369
250.7,0.005296109,0.005478411,0.005117076,0.005085397,0.00499568
250.8,0.006047548,0.006233224,0.005917329,0.005890191,0.005710236
250.9,0.006147606,0.00638164,0.006021269,0.006053985,0.005812508
251,0.005712476,0.006034358,0.005552997,0.005623954,0.005334749
251.1,0.004928873,0.005361318,0.004710478,0.004800753,0.004446432
251.2,0.004091128,0.004606144,0.003777032,0.003831466,0.003361873
251.3,0.003536035,0.00408202,0.003165539,0.003090613,0.002482345
251.4,0.003374568,0.003902726,0.003009513,0.002842235,0.002198679
251.5,0.003394635,0.003867193,0.003026376,0.002777072,0.001166344
251.6,0.003688588,0.004063788,0.003312915,0.003780527,0.00331909
251.7,0.004559927,0.004841018,0.004228449,0.005767298,0.006129383
251.8,0.00609499,0.006328171,0.005863947,0.007577757,0.007997576
251.9,0.007484023,0.007700337,0.007315897,0.008439194,0.008587743
252,0.008033368,0.008255676,0.007883341,0.008179937,0.007979808
252.1,0.007581949,0.007823491,0.007411889,0.006963603,0.006510495
252.2,0.006319961,0.006606029,0.006094581,0.005099176,0.004587809
252.3,0.004607191,0.004977492,0.0042992,0.00311166,0.002648808
252.4,0.003053946,0.00356452,0.002623238,0.001837368,0.00140595
252.5,0.002400413,0.002974403,0.001928322,0.002067411,0.001906782
252.6,0.003279107,0.003654925,0.003000515,0.003285071,0.003278997
252.7,0.005117638,0.005339144,0.004965924,0.004979605,0.004991332
252.8,0.006804454,0.006983498,0.006723132,0.006518093,0.006531214
252.9,0.007932169,0.008105706,0.007897678,0.007617289,0.007611983
253,0.008415439,0.008594425,0.008395536,0.008151367,0.008108493
253.1,0.008329465,0.008528304,0.008302376,0.008132723,0.008051892
253.2,0.007846449,0.008077705,0.007795578,0.007710815,0.007594603
253.3,0.007157112,0.007426563,0.007068407,0.007076887,0.00693352
253.4,0.006499771,0.006795023,0.006379683,0.006439437,0.006280335
253.5,0.006045688,0.006345416,0.00591625,0.005798015,0.005315454
253.6,0.005518542,0.005813214,0.005385892,0.005483341,0.005248965
253.7,0.004971772,0.005244436,0.004799328,0.0059712,0.006423491
253.8,0.005373485,0.005610323,0.005205344,0.006991105,0.007603039
253.9,0.006600696,0.006780537,0.006449471,0.007688802,0.00807071
254,0.00755857,0.007699363,0.007408738,0.007752708,0.007800919
254.1,0.007807335,0.007925919,0.007653107,0.007316095,0.007121911
254.2,0.007398492,0.007512334,0.007239716,0.00671704,0.006436353
254.3,0.006689386,0.006819682,0.006528569,0.00624027,0.006030491
254.4,0.006076765,0.006240199,0.005916935,0.006043873,0.005951898
254.5,0.005845019,0.006041974,0.005682237,0.006012928,0.005999129
254.6,0.005919213,0.006130913,0.005706637,0.005928705,0.005927488
254.7,0.006020362,0.006224605,0.005723105,0.005705311,0.00565518
254.8,0.005956423,0.006151493,0.005596492,0.005371995,0.005272056
