time,AUV5_Error,AUV6_Error,AUV7_Error,AUV8_Error,AUV9_Error
100.9,0.003725773,0.004155914,0.004019046,0.005670193,0.006487918
101,0.003545019,0.004153832,0.003780734,0.003314222,0.003932517
101.1,0.00318946,0.004033368,0.003298437,0.001978997,0.00160709
101.2,0.002927482,0.003969702,0.002877569,0.003614547,0.002606266
101.3,0.002901668,0.0039809,0.002716203,0.00524616,0.004222314
101.4,0.003044552,0.004015945,0.002815202,0.005764207,0.004735483
101.5,0.003310222,0.004101426,0.003109987,0.004111067,0.002581253
101.6,0.003076056,0.003755614,0.002871249,0.002936241,0.002802626
101.7,0.002743637,0.003304688,0.002593048,0.005020607,0.006269569
101.8,0.003802679,0.004161863,0.003778351,0.007555269,0.008909064
101.9,0.00547567,0.005751991,0.005487639,0.008646757,0.009753435
102,0.006617846,0.006887247,0.006621846,0.007600918,0.008277946
102.1,0.006984741,0.007265364,0.006970113,0.006042926,0.006128228
102.2,0.006745483,0.00704605,0.006703476,0.005423057,0.00492884
102.3,0.006271682,0.006597035,0.006206969,0.005989423,0.005257164
102.4,0.005704626,0.006074495,0.005626643,0.006527932,0.005711389
102.5,0.004530289,0.005042818,0.004439922,0.005043685,0.004250935
102.6,0.004285347,0.004807055,0.004186518,0.002957051,0.003001899
102.7,0.004382303,0.004769171,0.004226038,0.003833706,0.004744879
102.8,0.004630467,0.004926314,0.004380979,0.006404014,0.007292038
102.9,0.005423306,0.005709687,0.005127745,0.008423206,0.009141881
103,0.006091415,0.006423395,0.005780293,0.008232109,0.008693876
103.1,0.006224958,0.006626812,0.005909241,0.006873604,0.006988318
103.2,0.005918068,0.006348534,0.005589645,0.005937155,0.005671098
103.3,0.005267004,0.005681558,0.004917997,0.005961567,0.005438109
103.4,0.004548845,0.004897768,0.004187627,0.006415401,0.005734629
103.5,0.004213801,0.004460675,0.00389319,0.006470516,0.005304851
103.6,0.003735199,0.003913964,0.003443246,0.004944881,0.004057991
103.7,0.002770047,0.003057328,0.002521495,0.004337917,0.005045766
103.8,0.003049153,0.003408445,0.002982231,0.006193303,0.007425513
103.9,0.004522196,0.004786436,0.004529938,0.008080919,0.009145044
104,0.005558606,0.005773329,0.005561424,0.00793775,0.008669601
104.1,0.005724316,0.005952304,0.005691212,0.006013057,0.006349149
104.2,0.005179114,0.005483554,0.005082463,0.003848756,0.003661225
104.3,0.004338482,0.004771727,0.004156211,0.003466514,0.00274381
104.4,0.003776532,0.004279078,0.003528114,0.004773486,0.004051853
104.5,0.003868154,0.004263718,0.00363317,0.00589439,0.005169312
104.6,0.0042862,0.004456502,0.004104569,0.00538779,0.004703465
104.7,0.004538982,0.004516657,0.004405701,0.003697986,0.003388889
104.8,0.004480089,0.004342272,0.00438752,0.003504472,0.003991574
104.9,0.004052828,0.003893911,0.003990788,0.004987646,0.005815637
105,0.002592791,0.002700099,0.002505688,0.005213905,0.006132238
105.1,0.002649308,0.003162508,0.002520989,0.004210152,0.004963361
105.2,0.004342407,0.004835731,0.004216484,0.003846202,0.004036866
105.3,0.005742721,0.006131688,0.005604003,0.004462925,0.004045432
105.4,0.006285074,0.00655894,0.006135095,0.005199182,0.004464213
105.5,0.005924681,0.006113851,0.005767482,0.005625739,0.004362905
105.6,0.004710047,0.004880958,0.004528094,0.005545999,0.004571788
105.7,0.003226819,0.003472037,0.003068074,0.004804533,0.005089424
105.8,0.0034097,0.003664693,0.003400795,0.005636881,0.006643229
105.9,0.004994312,0.005154213,0.005048824,0.007297708,0.008274049
106,0.006147637,0.006250317,0.006200263,0.007761107,0.008488174
106.1,0.00640323,0.006499682,0.006433411,0.006499946,0.006932217
106.2,0.005889608,0.006020143,0.005882601,0.004729824,0.004852737
106.3,0.005028842,0.005249672,0.004966553,0.003889345,0.003670149
106.4,0.004286662,0.004613518,0.004168509,0.004489069,0.004009997
106.5,0.003966045,0.004355087,0.003824938,0.005448771,0.004807931
106.6,0.004066376,0.004435121,0.003950069,0.005854169,0.005121763
106.7,0.004281798,0.004587299,0.004212445,0.00473693,0.004192453
106.8,0.004354755,0.004593367,0.004331479,0.004058887,0.004183065
106.9,0.004241222,0.004416926,0.004253789,0.005126602,0.005825216
107,0.004011605,0.004141004,0.004041123,0.005869741,0.006762192
107.1,0.003832032,0.003912293,0.003845999,0.005246557,0.006146926
107.2,0.003818879,0.003855421,0.003787101,0.00463771,0.005326614
107.3,0.003669578,0.003666473,0.003533927,0.004612463,0.004892214
107.4,0.003604212,0.003534602,0.003278798,0.005083447,0.004899277
107.5,0.004173692,0.004214104,0.003763348,0.005655195,0.00466181
107.6,0.004839566,0.005119136,0.004424561,0.00640913,0.005514665
107.7,0.005913542,0.006350116,0.005588889,0.007174503,0.007150543
107.8,0.007363546,0.007809689,0.007170951,0.008133116,0.008686514
107.9,0.008339687,0.008736073,0.008267293,0.008981512,0.009633315
108,0.008252268,0.008591122,0.008242206,0.008457411,0.008890596
108.1,0.007216412,0.00752037,0.00720671,0.006429647,0.006546542
108.2,0.00566056,0.00594612,0.005583552,0.003964543,0.00372929
108.3,0.004202333,0.004476114,0.003973992,0.002845656,0.002296798
108.4,0.003506164,0.003746143,0.003122397,0.003918252,0.003311058
108.5,0.003663304,0.003791128,0.003280151,0.005080847,0.004262735
108.6,0.003887213,0.003899581,0.0035731,0.005445462,0.004377623
108.7,0.003683675,0.003676889,0.003415876,0.004227006,0.003107377
108.8,0.003163932,0.003236477,0.002906414,0.002219427,0.002081702
108.9,0.002670499,0.002895339,0.00238138,0.002803373,0.003882609
109,0.002454852,0.002822861,0.002129446,0.003120106,0.004295553
109.1,0.002484214,0.00292316,0.002144719,0.00227389,0.003348445
109.2,0.002567921,0.003012561,0.002196648,0.001539323,0.002088198
109.3,0.00267129,0.003089015,0.002257961,0.002529719,0.002155653
109.4,0.003016246,0.003340206,0.002618834,0.004070254,0.003452011
109.5,0.0037075,0.003890406,0.003385709,0.005280434,0.004187535
109.6,0.003958701,0.004032638,0.003668136,0.006103324,0.005276055
109.7,0.003773363,0.003823255,0.003544867,0.006390495,0.006374341
109.8,0.004316193,0.004368997,0.004219882,0.006590807,0.007228261
109.9,0.005526167,0.005555207,0.005513929,0.007220391,0.007933742
110,0.006310607,0.006349556,0.006335416,0.006986841,0.007387275
110.1,0.005851394,0.006040565,0.0058733,0.005516075,0.005524054
110.2,0.005054505,0.005449678,0.005020177,0.00390081,0.003501129
110.3,0.004590669,0.005157492,0.004466431,0.003319487,0.002794822
110.4,0.004379476,0.005056248,0.004204665,0.003803071,0.00349455
110.5,0.004097575,0.00484449,0.003935389,0.004394941,0.004185436
110.6,0.003702755,0.004414104,0.003594175,0.004579883,0.004306617
110.7,0.003440247,0.004004858,0.003400204,0.00363793,0.003486479
110.8,0.003381691,0.003777966,0.003386431,0.002399457,0.003044903
110.9,0.003406643,0.003698405,0.003446505,0.002625639,0.003508259
111,0.003320735,0.003584994,0.003398266,0.00262137,0.003314362
111.1,0.003077432,0.00337722,0.003153871,0.002628235,0.002908328
111.2,0.002839773,0.003214975,0.002837166,0.003060191,0.002886616
111.3,0.002818912,0.00326832,0.002695148,0.003764469,0.003334551
111.4,0.003010447,0.003492872,0.00282648,0.004407262,0.003883061
111.5,0.003349764,0.003829499,0.003192989,0.004583141,0.003531717
111.6,0.003112147,0.003647401,0.002989073,0.004710654,0.003980022
111.7,0.002463688,0.003167864,0.002529377,0.005053677,0.005340282
111.8,0.003272837,0.003870656,0.00354505,0.005824789,0.00656294
111.9,0.004947016,0.005334266,0.005211624,0.006575149,0.007042269
112,0.006127521,0.006383972,0.006331077,0.006666141,0.006658126
112.1,0.006526747,0.006699962,0.006652254,0.006281217,0.005861769
112.2,0.006293832,0.006417995,0.006336868,0.005839702,0.005232707
112.3,0.005823625,0.005912549,0.005789713,0.005692892,0.005137563
112.4,0.005364514,0.005434234,0.005275362,0.005723445,0.005196473
112.5,0.004483959,0.004638668,0.004307384,0.005109807,0.004329544
112.6,0.004156884,0.004428776,0.003892779,0.004778578,0.003762704
112.7,0.00412866,0.004476193,0.003757566,0.004470497,0.003623109
112.8,0.005289211,0.005618203,0.004911876,0.005366038,0.004991254
112.9,0.006671728,0.007000112,0.006324298,0.006663446,0.006556066
113,0.00743599,0.007792525,0.007110708,0.007389692,0.007385103
113.1,0.00730578,0.007714479,0.00698599,0.007207336,0.007210556
113.2,0.006409315,0.006881439,0.006076,0.006198266,0.006125346
113.3,0.005011178,0.005546592,0.004635138,0.004657216,0.004480139
113.4,0.003706519,0.004276985,0.003271532,0.003215082,0.002925358
113.5,0.003213507,0.003696354,0.002816937,0.002558724,0.001243545
113.6,0.00294764,0.003317329,0.002632242,0.003275265,0.00263552
113.7,0.002387288,0.002765309,0.002162437,0.004739284,0.004935478
113.8,0.003034503,0.003357674,0.002981346,0.006122986,0.006418002
113.9,0.004674809,0.004914532,0.00465612,0.006835811,0.006829777
114,0.005847544,0.006051093,0.00579622,0.006688514,0.006240971
114.1,0.006123506,0.006332201,0.006011986,0.0057639,0.004936081
114.2,0.0055215,0.005776675,0.005332722,0.004346924,0.003293954
114.3,0.004356867,0.004695161,0.004079577,0.002908893,0.001808856
114.4,0.003111413,0.003557359,0.002742054,0.002215629,0.001389024
114.5,0.002497204,0.002971062,0.002138741,0.002682701,0.002095673
114.6,0.002879689,0.003207257,0.002684166,0.003518094,0.002747972
114.7,0.0034941,0.003696725,0.003404959,0.004129093,0.003065649
114.8,0.00378075,0.003928473,0.003744733,0.004360011,0.00307804
114.9,0.003688303,0.003839387,0.003686448,0.004267509,0.002886382
115,0.003379835,0.003584732,0.003380753,0.0039606,0.002603766
115.1,0.00307175,0.003373122,0.003019496,0.00357457,0.002342569
115.2,0.002828393,0.003220696,0.00269064,0.003276352,0.00226406
115.3,0.002280017,0.002798644,0.001933245,0.002769355,0.001934574
115.4,0.003176934,0.00355613,0.002819735,0.003437526,0.002944527
115.5,0.004715609,0.004921613,0.004465889,0.004642097,0.003883993
115.6,0.005523065,0.005620906,0.005329907,0.005848198,0.005530929
115.7,0.005624617,0.005687971,0.005491671,0.006990645,0.007260256
115.8,0.005810326,0.00588153,0.005775762,0.007793821,0.008083505
115.9,0.006227243,0.006329827,0.006249603,0.007795314,0.007776633
116,0.006463727,0.006610555,0.006480809,0.007041209,0.006602206
116.1,0.006243854,0.006442175,0.006223857,0.005841523,0.005052151
116.2,0.005516357,0.005766723,0.005462392,0.004630782,0.00368886
116.3,0.004527045,0.004833014,0.004470817,0.003835627,0.003054155
116.4,0.003674567,0.004039958,0.003626239,0.003600856,0.003079222
116.5,0.003222746,0.003649046,0.003162098,0.003616265,0.003101485
116.6,0.003123816,0.00354391,0.002979561,0.00356035,0.002876651
116.7,0.00321664,0.003533278,0.002864934,0.003405084,0.002525016
116.8,0.003367547,0.003545247,0.00271139,0.003205647,0.002221867
116.9,0.003504651,0.003596936,0.002532726,0.003001449,0.002049386
117,0.003605447,0.003672836,0.002398168,0.0028409,0.001980651
117.1,0.003619908,0.003704523,0.002318655,0.002809008,0.002008169
117.2,0.003564756,0.003683044,0.002285189,0.002949334,0.002262089
117.3,0.003611252,0.003751762,0.002495659,0.003386206,0.002900568
117.4,0.003932031,0.004073025,0.003091887,0.004043702,0.003729224
117.5,0.004505828,0.004670886,0.00394495,0.004604756,0.003825645
117.6,0.004724848,0.004907975,0.004345154,0.005120931,0.004536172
117.7,0.004542865,0.004732766,0.004329848,0.005872214,0.005954326
117.8,0.004931234,0.00511734,0.004901965,0.006743505,0.007032772
117.9,0.005699131,0.005859048,0.005741317,0.006979041,0.007073597
118,0.006245867,0.006386962,0.006308972,0.006587803,0.006284058
118.1,0.006691888,0.00683756,0.006720149,0.006270994,0.005579034
118.2,0.006659984,0.006838151,0.006622659,0.006032874,0.005220166
118.3,0.005735252,0.005964424,0.005620139,0.00538547,0.004658622
118.4,0.00362657,0.003980143,0.003507268,0.003938877,0.00326022
118.5,0.002256975,0.002714261,0.002322823,0.003451302,0.00287876
118.6,0.003542,0.003737856,0.003703818,0.00444014,0.003946814
118.7,0.005170896,0.005229493,0.00528932,0.0055494,0.005045546
118.8,0.006060441,0.006097468,0.006105853,0.006085765,0.005573777
118.9,0.006044964,0.006117016,0.006002797,0.005901507,0.005402407
119,0.005243188,0.005388009,0.005127229,0.005083536,0.004572188
119.1,0.004025084,0.004268176,0.003844034,0.004018862,0.003427835
119.2,0.002894855,0.003235591,0.002648912,0.00324298,0.002492425
119.3,0.002313553,0.002699141,0.002020414,0.003059247,0.002225623
119.4,0.002365575,0.002732322,0.002078219,0.003214652,0.002458807
119.5,0.002755821,0.003094293,0.00248788,0.00319042,0.001662615
119.6,0.0027274,0.003047406,0.002403204,0.003408817,0.002705527
119.7,0.002518119,0.002871999,0.002156672,0.004484885,0.004899021
119.8,0.003672591,0.003964025,0.003490515,0.005904465,0.006454959
119.9,0.005425919,0.005639895,0.005341121,0.006796444,0.007009901
120,0.006564498,0.006737324,0.006516142,0.006880377,0.006622388
120.1,0.006782856,0.006945349,0.006746042,0.006272816,0.005635916
120.2,0.006212277,0.006394904,0.006174891,0.005345514,0.004537227
120.3,0.005257732,0.005498009,0.005211403,0.004512644,0.003784744
120.4,0.004457831,0.004747351,0.004385793,0.004114357,0.00353585
120.5,0.004270827,0.004473046,0.004152729,0.00404295,0.003510627
120.6,0.003490135,0.003642545,0.003240309,0.003149059,0.00250173
120.7,0.002699027,0.003156478,0.002212315,0.002651987,0.002029125
120.8,0.003392679,0.004124123,0.002962785,0.003946129,0.00362462
120.9,0.004478617,0.005289197,0.004170493,0.005382927,0.00513712
121,0.005087125,0.005883921,0.004855555,0.006199999,0.005868576
121.1,0.005023631,0.005730118,0.004834225,0.006247812,0.005659831
121.2,0.004234023,0.00482848,0.004051936,0.005517945,0.004636322
121.3,0.003107287,0.003628123,0.002893207,0.004441483,0.003368108
121.4,0.002475344,0.002961249,0.002189414,0.003551885,0.002570687
121.5,0.002972403,0.003381838,0.002672697,0.003031523,0.001496907
121.6,0.003341582,0.00373353,0.002999584,0.003151753,0.002639363
121.7,0.003126954,0.003563787,0.002759551,0.00412773,0.004738587
121.8,0.003637861,0.004023056,0.003411479,0.005392375,0.006142381
121.9,0.004948117,0.005210264,0.00483237,0.006128286,0.006532486
122,0.005864904,0.006052166,0.00578168,0.006098319,0.006003225
122.1,0.005941066,0.006095756,0.005850142,0.00538863,0.004832542
122.2,0.005257826,0.005408636,0.005119326,0.004317844,0.003487287
122.3,0.004223613,0.004408517,0.003992942,0.00338484,0.002557997
122.4,0.003472681,0.003740343,0.003121198,0.003065483,0.002425437
122.5,0.003503246,0.003840045,0.003095592,0.003337205,0.00271727
122.6,0.004063496,0.004392348,0.003685154,0.003700069,0.002879338
122.7,0.004542098,0.004829664,0.00419467,0.003812767,0.002809434
122.8,0.004675577,0.004920548,0.004345773,0.003687754,0.00260218
122.9,0.004507892,0.004720036,0.004186188,0.003456134,0.002381968
123,0.004172568,0.004371538,0.003847956,0.003246275,0.002237109
123.1,0.003846274,0.00404776,0.003508864,0.003136536,0.002245495
123.2,0.003717785,0.003952707,0.003346951,0.003132279,0.002496326
123.3,0.003416958,0.003753103,0.002930614,0.003054163,0.002486016
123.4,0.003785787,0.004144039,0.003261428,0.003721619,0.002931995
123.5,0.005075167,0.005340045,0.004653015,0.004871127,0.003598428
123.6,0.005978081,0.006174933,0.005608274,0.006130756,0.005315596
123.7,0.006233903,0.006431187,0.00590595,0.007369061,0.007171032
123.8,0.006450308,0.006682735,0.006205175,0.008241171,0.00808587
123.9,0.00674835,0.00701831,0.006566407,0.008231991,0.007841383
124,0.006825004,0.007117366,0.006665426,0.007398186,0.00670063
124.1,0.00651067,0.006818175,0.00632808,0.006087343,0.005195674
124.2,0.005866428,0.006201447,0.005612076,0.004751524,0.003940948
124.3,0.005169603,0.005537431,0.004821777,0.00388771,0.003512383
124.4,0.00474608,0.005100175,0.004328846,0.003778056,0.003786802
124.5,0.004698657,0.004964426,0.004277336,0.004105569,0.004049998
124.6,0.004856779,0.005008397,0.00447193,0.004376689,0.003964669
124.7,0.004982074,0.005080589,0.004629042,0.004442268,0.003607556
124.8,0.004978783,0.005088563,0.004636236,0.004360932,0.003193744
124.9,0.00485548,0.005009465,0.004497254,0.004204281,0.002847024
125,0.004662397,0.004885246,0.004265847,0.004011674,0.002601103
125.1,0.004522575,0.004838265,0.004080564,0.003864217,0.002484073
125.2,0.004485549,0.004859624,0.004007511,0.003860418,0.002575319
125.3,0.004580598,0.004945724,0.004101641,0.004127509,0.003020329
125.4,0.004886045,0.005181971,0.004447677,0.004649591,0.003701959
125.5,0.005428994,0.005630851,0.005054887,0.005138769,0.003722257
125.6,0.005222493,0.005319506,0.004883648,0.005125336,0.004077873
125.7,0.004075123,0.004082342,0.003828076,0.005182,0.005390677
125.8,0.00447598,0.004465425,0.004446458,0.006417526,0.007146927
125.9,0.00629386,0.006310863,0.00635197,0.007653782,0.008295621
126,0.00758153,0.00764309,0.00763224,0.008043209,0.008479868
126.1,0.007501478,0.007676949,0.007519745,0.007378939,0.007641664
126.2,0.006642588,0.006979319,0.00662598,0.006420705,0.006589409
126.3,0.005492362,0.005971523,0.005434082,0.005593371,0.005821899
126.4,0.004323746,0.004868882,0.004207105,0.004985684,0.005439625
126.5,0.003320191,0.003885627,0.003111022,0.004515661,0.005205887
126.6,0.0028009,0.003385374,0.002464116,0.004022902,0.00476017
126.7,0.00285503,0.003398282,0.002436762,0.00350765,0.004022889
126.8,0.003115527,0.003608212,0.002663749,0.002956518,0.003118943
126.9,0.003272618,0.003742035,0.002803864,0.002474641,0.002203408
127,0.003193599,0.003665464,0.002726451,0.002198945,0.001522539
127.1,0.002981928,0.003469929,0.002553891,0.002160637,0.001511791
127.2,0.002833636,0.003346186,0.002488646,0.002409897,0.002088283
127.3,0.002876167,0.003373031,0.002632362,0.002872232,0.002797088
127.4,0.003071362,0.003523673,0.002905926,0.003309433,0.00337341
127.5,0.003315518,0.003716458,0.003176838,0.003355138,0.0029073
127.6,0.002989081,0.003434957,0.002776877,0.003541101,0.003443353
127.7,0.002237627,0.002924876,0.001850884,0.00443694,0.005102268
127.8,0.003097965,0.003741671,0.002828262,0.005633446,0.006322901
127.9,0.00481043,0.005285388,0.004648936,0.006305658,0.00659082
128,0.005929086,0.006299867,0.005796528,0.006224399,0.005977397
128.1,0.00616525,0.006440703,0.006026149,0.005570945,0.004820484
128.2,0.005660616,0.005841693,0.005500981,0.004744399,0.003655749
128.3,0.004830522,0.004942386,0.004638747,0.004212209,0.003138392
128.4,0.004159543,0.00426732,0.003926341,0.004151428,0.003310127
128.5,0.003918946,0.004082984,0.003645564,0.004247948,0.003531866
128.6,0.00397254,0.004225992,0.003664436,0.00420921,0.00349374
128.7,0.004030616,0.004343245,0.0037026,0.004027423,0.003242475
128.8,0.003556802,0.003923199,0.003187516,0.003370408,0.002444383
128.9,0.002683762,0.003115675,0.002224822,0.002483227,0.001501159
129,0.003481187,0.003816434,0.003186569,0.003571476,0.003173447
129.1,0.004868327,0.005143335,0.004689929,0.005136014,0.004948874
129.2,0.005766179,0.006041841,0.00562399,0.006052638,0.005963817
129.3,0.005903653,0.006205418,0.005754455,0.006097804,0.006077203
129.4,0.005275987,0.005621366,0.005081934,0.005268413,0.005305981
129.5,0.004369279,0.004763259,0.004105211,0.003925706,0.003549379
129.6,0.003292179,0.00378312,0.002918879,0.003187598,0.002936758
129.7,0.002298952,0.003004136,0.001771377,0.004102668,0.004545216
129.8,0.003040959,0.003675548,0.002744355,0.005533001,0.005964275
129.9,0.004647547,0.005126819,0.004493206,0.006344976,0.006418488
130,0.005663054,0.006064251,0.005539823,0.006254008,0.005888133
130.1,0.005761962,0.006130366,0.005623319,0.005405677,0.004666558
130.2,0.005075077,0.0054622,0.004896773,0.004117686,0.003165744
130.3,0.003945364,0.004408493,0.003683873,0.002833871,0.001911307
130.4,0.002800204,0.003403923,0.002404855,0.002152769,0.001489842
130.5,0.002222825,0.002923798,0.001738357,0.002289832,0.001793224
130.6,0.002416856,0.0030474,0.002041151,0.002656206,0.002059856
130.7,0.002832578,0.003369937,0.002564873,0.00288218,0.002100216
130.8,0.003029078,0.003528391,0.002811114,0.002947797,0.002048396
130.9,0.00296081,0.003442634,0.002757604,0.002931209,0.002018273
131,0.002755914,0.003239773,0.002540282,0.002850716,0.002044695
131.1,0.002614741,0.003125817,0.002356766,0.002728147,0.002138931
131.2,0.002623486,0.003144828,0.002321511,0.002671477,0.002386269
131.3,0.002801194,0.003279967,0.002501923,0.002818193,0.002868051
131.4,0.003170899,0.003565005,0.002925905,0.003078827,0.003418579
131.5,0.00371765,0.004022476,0.003546468,0.003112906,0.003118164
131.6,0.003705164,0.003981839,0.003562873,0.003476147,0.003681135
131.7,0.002099579,0.002653611,0.001902443,0.004634069,0.004844571
131.8,0.002894807,0.003488157,0.002823697,0.006657492,0.006430093
131.9,0.005429903,0.005832097,0.005401669,0.00818605,0.00748406
132,0.006938702,0.007262531,0.006891989,0.008497225,0.007412369
132.1,0.007014166,0.007305788,0.006944463,0.007590506,0.006234709
132.2,0.005881657,0.006189125,0.005782824,0.005861842,0.004337753
132.3,0.004113992,0.004519414,0.00396311,0.003966389,0.002424619
132.4,0.002548275,0.003185743,0.002301215,0.002880764,0.001943315
132.5,0.002314031,0.00302398,0.002055486,0.003082206,0.002839834
132.6,0.003017332,0.003565649,0.002832133,0.003521817,0.003398273
132.7,0.003430031,0.003909876,0.003256615,0.003515021,0.003285348
132.8,0.003369095,0.003942413,0.003155861,0.003121236,0.00270899
132.9,0.003048754,0.003831814,0.002771036,0.002749458,0.002096806
133,0.002714632,0.00371978,0.002388989,0.002714918,0.001873339
133.1,0.002502665,0.00362816,0.002171677,0.002911426,0.002055412
133.2,0.002357091,0.003500312,0.002049235,0.00309547,0.002330764
133.3,0.002237063,0.003338351,0.001968842,0.003231535,0.002604205
133.4,0.002360879,0.003339184,0.00215132,0.003340964,0.002859525
133.5,0.002932194,0.003715618,0.002771144,0.003355874,0.002276458
133.6,0.003222921,0.00390666,0.003049726,0.003802065,0.003226422
133.7,0.003262237,0.003944142,0.003086649,0.00489037,0.005206778
133.8,0.004141909,0.004725473,0.004035408,0.006126499,0.006617157
133.9,0.005542025,0.005978747,0.005483412,0.006808273,0.007038017
134,0.006453309,0.006792875,0.006409476,0.00672199,0.006569219
134.1,0.006553758,0.006861306,0.006507701,0.006048608,0.005598007
134.2,0.005977949,0.006316735,0.00592511,0.005157896,0.004634053
134.3,0.005147431,0.005572366,0.005084634,0.004523166,0.004163834
134.4,0.004576167,0.005121847,0.004498091,0.004404178,0.004260943
134.5,0.004023448,0.004723114,0.003911047,0.004180039,0.004003504
134.6,0.003049197,0.003953089,0.002874771,0.003565135,0.003164321
134.7,0.003306123,0.004059224,0.003145261,0.003971441,0.00352785
134.8,0.004361961,0.004813043,0.004250155,0.005003364,0.004632324
134.9,0.005152677,0.005415704,0.005067662,0.005830027,0.005462443
135,0.005374995,0.00554354,0.005298991,0.006127177,0.005630485
135.1,0.005026625,0.005116689,0.004941807,0.005796793,0.005006253
135.2,0.004221798,0.00430651,0.004105561,0.004932322,0.00391657
135.3,0.003409801,0.003643229,0.003238817,0.004020798,0.003080988
135.4,0.00318179,0.003648899,0.002981436,0.003615627,0.003123473
135.5,0.003636212,0.004227213,0.003478106,0.003607067,0.002873054
135.6,0.003823975,0.004461866,0.003704657,0.004036887,0.003710826
135.7,0.003522481,0.004182407,0.003436908,0.005010809,0.00538218
135.8,0.003962506,0.004508272,0.003946527,0.006197456,0.00663526
135.9,0.005202651,0.00559998,0.005218007,0.006865876,0.00697536
136,0.006121287,0.006459849,0.006120852,0.006753613,0.006442315
136.1,0.006251108,0.006596046,0.006203072,0.005957381,0.005327309
136.2,0.005670688,0.006074854,0.005555528,0.004831203,0.00414077
136.3,0.00478992,0.00529457,0.004602299,0.003931857,0.003494818
136.4,0.004170038,0.0047716,0.003929837,0.00373722,0.003658638
136.5,0.004205827,0.004833584,0.003973085,0.004124062,0.004190764
136.6,0.004662097,0.005260611,0.004469308,0.004539374,0.004546948
136.7,0.005065516,0.005641251,0.00490087,0.004660421,0.004558347
136.8,0.005207079,0.005791189,0.005043611,0.004472577,0.004288126
136.9,0.00510141,0.005729449,0.00491734,0.004152051,0.003937766
137,0.004853056,0.005546037,0.004635434,0.003870113,0.003692018
137.1,0.00454337,0.005275156,0.004300852,0.003787113,0.003669907
137.2,0.004349493,0.005040387,0.004112924,0.00398328,0.003934695
137.3,0.00437041,0.004979428,0.00417362,0.004450443,0.004464974
137.4,0.00448884,0.005010085,0.004342696,0.004872916,0.004875053
137.5,0.003599644,0.004096949,0.00342901,0.003894341,0.00305538
137.6,0.002962168,0.003351724,0.002678901,0.003683795,0.002661139
137.7,0.004251412,0.004444998,0.003995794,0.005901222,0.005793157
137.8,0.006462881,0.006578463,0.006270151,0.008213391,0.0081673
137.9,0.008221869,0.008339418,0.008046333,0.009343397,0.0090315
138,0.008838632,0.008971696,0.008651809,0.009127864,0.00851232
138.1,0.008204796,0.008350499,0.007989872,0.007789029,0.006967718
138.2,0.006683261,0.006846986,0.006436102,0.005864545,0.005016505
138.3,0.004887178,0.005096942,0.004591035,0.004121867,0.003482236
138.4,0.003544881,0.003849098,0.003175565,0.003266358,0.002935525
138.5,0.003113207,0.003575424,0.002704599,0.003186042,0.002864824
138.6,0.00319007,0.003785873,0.002775772,0.003121134,0.002621576
138.7,0.003208695,0.00385657,0.002777652,0.00283162,0.00208298
138.8,0.003025227,0.003659078,0.002562155,0.002480809,0.001467293
138.9,0.002757956,0.003324804,0.002268463,0.002360736,0.00117597
139,0.002641817,0.003097222,0.002169374,0.002607117,0.001477337
139.1,0.002776607,0.003111758,0.002364294,0.003024557,0.001984115
139.2,0.003048991,0.003312859,0.002690243,0.003359867,0.002457242
139.3,0.00332712,0.003602623,0.002990913,0.00354847,0.002974804
139.4,0.003636471,0.003969092,0.003301369,0.003652933,0.003493558
139.5,0.004026242,0.004404196,0.003710192,0.003736876,0.00331397
139.6,0.004028527,0.004433781,0.003720889,0.00426381,0.004106789
139.7,0.003699282,0.004145947,0.003402527,0.005327605,0.005731109
139.8,0.004285684,0.004689665,0.004082332,0.006497543,0.006935952
139.9,0.00558957,0.005908701,0.005451262,0.007127767,0.007234952
140,0.006506292,0.006768292,0.006374923,0.006989591,0.006696782
140.1,0.006639167,0.006891866,0.006481237,0.006206929,0.005653002
140.2,0.00610512,0.00640322,0.005896027,0.005113784,0.00458241
140.3,0.005282578,0.005663546,0.005020903,0.004258699,0.004069268
140.4,0.00400523,0.004460444,0.003668812,0.003327934,0.003328198
140.5,0.002441295,0.002973926,0.001899508,0.002392615,0.001996224
140.6,0.00261131,0.003022542,0.002170176,0.003166315,0.002334758
140.7,0.003838211,0.004119013,0.003585327,0.004486176,0.003646203
140.8,0.004728492,0.004969384,0.004538566,0.00538119,0.004584892
140.9,0.005027342,0.005273454,0.004844121,0.005633415,0.00488803
141,0.004743794,0.005011158,0.004525467,0.00520094,0.004525658
141.1,0.00401435,0.004329357,0.003730562,0.004271101,0.003624808
141.2,0.003138724,0.003652916,0.002754666,0.003275545,0.002606815
141.3,0.002594331,0.003440964,0.002125565,0.002792583,0.002180806
141.4,0.002681699,0.003710187,0.002262557,0.002960834,0.00251356
141.5,0.003190742,0.00417408,0.002877392,0.003273402,0.002244094
141.6,0.003232185,0.004097064,0.002933781,0.003766068,0.00326849
141.7,0.002868319,0.003584344,0.002536054,0.004762534,0.005122603
141.8,0.003660529,0.004116071,0.003400503,0.005959049,0.006418809
141.9,0.005211409,0.005497359,0.005012157,0.006625322,0.006724148
142,0.006220043,0.00645626,0.006030917,0.006480082,0.006090922
142.1,0.006279435,0.006527404,0.006077442,0.005599839,0.004807848
